수량,중량,평균가,yyyy,mm,dd,산지_군산,산지_보령,산지_속초,산지_안흥,산지_여수,규격_10미,규격_대,규격_중,포장_S/P,포장_box,포장_c/s(상자),포장_kg
75,10.0,31100,2018,5,11,1,0,0,0,0,0,1,0,0,1,0,0
43,10.0,33600,2018,5,12,1,0,0,0,0,0,1,0,0,1,0,0
126,10.0,31900,2018,5,14,1,0,0,0,0,0,1,0,0,1,0,0
112,10.0,34600,2018,5,15,1,0,0,0,0,0,1,0,0,1,0,0
59,10.0,30600,2018,5,16,1,0,0,0,0,0,1,0,0,1,0,0
49,10.0,32400,2018,5,17,1,0,0,0,0,0,1,0,0,1,0,0
39,10.0,40400,2018,5,18,1,0,0,0,0,0,1,0,0,1,0,0
27,10.0,38100,2018,5,19,1,0,0,0,0,0,1,0,0,1,0,0
53,10.0,36600,2018,5,22,1,0,0,0,0,0,1,0,0,1,0,0
45,10.0,32000,2018,5,23,1,0,0,0,0,0,1,0,0,1,0,0
36,10.0,32000,2018,5,24,1,0,0,0,0,0,1,0,0,1,0,0
51,10.0,32000,2018,5,25,1,0,0,0,0,0,1,0,0,1,0,0
76,10.0,24100,2018,5,26,1,0,0,0,0,0,1,0,0,1,0,0
52,10.0,32300,2018,5,28,1,0,0,0,0,0,1,0,0,1,0,0
27,10.0,11600,2018,5,30,1,0,0,0,0,0,1,0,0,1,0,0
32,10.0,37100,2018,5,31,1,0,0,0,0,0,1,0,0,1,0,0
35,10.0,41400,2018,6,1,1,0,0,0,0,0,1,0,0,1,0,0
93,10.0,36600,2018,6,6,1,0,0,0,0,0,1,0,0,1,0,0
27,10.0,26500,2018,6,7,1,0,0,0,0,0,1,0,0,1,0,0
78,10.0,31300,2018,6,8,1,0,0,0,0,0,1,0,0,1,0,0
36,10.0,29400,2018,6,9,1,0,0,0,0,0,1,0,0,1,0,0
66,10.0,32100,2018,6,11,1,0,0,0,0,0,1,0,0,1,0,0
55,10.0,31600,2018,6,12,1,0,0,0,0,0,1,0,0,1,0,0
78,10.0,31100,2018,6,13,1,0,0,0,0,0,1,0,0,1,0,0
44,10.0,39500,2018,6,14,1,0,0,0,0,0,1,0,0,1,0,0
46,10.0,36700,2018,6,16,1,0,0,0,0,0,1,0,0,1,0,0
40,10.0,32000,2018,6,18,1,0,0,0,0,0,1,0,0,1,0,0
42,10.0,32000,2018,6,19,1,0,0,0,0,0,1,0,0,1,0,0
21,10.0,31700,2018,6,21,1,0,0,0,0,0,1,0,0,1,0,0
36,10.0,45700,2018,6,22,1,0,0,0,0,0,1,0,0,1,0,0
5,10.0,33000,2018,6,28,1,0,0,0,0,0,1,0,0,1,0,0
20,10.0,38200,2018,7,11,1,0,0,0,0,0,1,0,0,1,0,0
18,10.0,31000,2018,7,12,1,0,0,0,0,0,1,0,0,1,0,0
15,10.0,29800,2018,7,14,1,0,0,0,0,0,1,0,0,1,0,0
15,10.0,35000,2018,7,16,1,0,0,0,0,0,1,0,0,1,0,0
10,10.0,10000,2018,7,20,1,0,0,0,0,0,1,0,0,1,0,0
5,10.0,37000,2018,8,22,1,0,0,0,0,0,1,0,0,1,0,0
8,10.0,37000,2018,8,23,1,0,0,0,0,0,1,0,0,1,0,0
8,10.0,16000,2018,9,10,1,0,0,0,0,0,1,0,0,1,0,0
34,10.0,15400,2018,9,12,1,0,0,0,0,0,1,0,0,1,0,0
44,10.0,19900,2018,9,15,1,0,0,0,0,0,1,0,0,1,0,0
10,10.0,17300,2018,9,17,1,0,0,0,0,0,1,0,0,1,0,0
16,10.0,20000,2018,9,19,1,0,0,0,0,0,1,0,0,1,0,0
21,10.0,17500,2018,9,20,1,0,0,0,0,0,1,0,0,1,0,0
25,10.0,14200,2018,9,22,1,0,0,0,0,0,1,0,0,1,0,0
34,10.0,18500,2018,9,29,1,0,0,0,0,0,1,0,0,1,0,0
10,10.0,23000,2018,10,1,1,0,0,0,0,0,1,0,0,1,0,0
36,10.0,18300,2018,10,2,1,0,0,0,0,0,1,0,0,1,0,0
70,10.0,19900,2018,10,3,1,0,0,0,0,0,1,0,0,1,0,0
51,10.0,17500,2018,10,5,1,0,0,0,0,0,1,0,0,1,0,0
83,10.0,19400,2018,10,6,1,0,0,0,0,0,1,0,0,1,0,0
95,10.0,17500,2018,10,8,1,0,0,0,0,0,1,0,0,1,0,0
93,10.0,22900,2018,10,9,1,0,0,0,0,0,1,0,0,1,0,0
115,10.0,21800,2018,10,10,1,0,0,0,0,0,1,0,0,1,0,0
55,10.0,20100,2018,10,11,1,0,0,0,0,0,1,0,0,1,0,0
86,10.0,26000,2018,10,12,1,0,0,0,0,0,1,0,0,1,0,0
58,10.0,21000,2018,10,13,1,0,0,0,0,0,1,0,0,1,0,0
63,10.0,22100,2018,10,15,1,0,0,0,0,0,1,0,0,1,0,0
116,10.0,22300,2018,10,16,1,0,0,0,0,0,1,0,0,1,0,0
146,10.0,20200,2018,10,17,1,0,0,0,0,0,1,0,0,1,0,0
101,10.0,20500,2018,10,18,1,0,0,0,0,0,1,0,0,1,0,0
84,10.0,17300,2018,10,19,1,0,0,0,0,0,1,0,0,1,0,0
42,10.0,21800,2018,10,20,1,0,0,0,0,0,1,0,0,1,0,0
126,10.0,21100,2018,10,22,1,0,0,0,0,0,1,0,0,1,0,0
156,10.0,18800,2018,10,23,1,0,0,0,0,0,1,0,0,1,0,0
161,10.0,21900,2018,10,24,1,0,0,0,0,0,1,0,0,1,0,0
72,10.0,21000,2018,10,25,1,0,0,0,0,0,1,0,0,1,0,0
96,10.0,18900,2018,10,26,1,0,0,0,0,0,1,0,0,1,0,0
96,10.0,24400,2018,10,27,1,0,0,0,0,0,1,0,0,1,0,0
122,10.0,24100,2018,10,29,1,0,0,0,0,0,1,0,0,1,0,0
214,10.0,23800,2018,10,30,1,0,0,0,0,0,1,0,0,1,0,0
112,10.0,23100,2018,10,31,1,0,0,0,0,0,1,0,0,1,0,0
134,10.0,21100,2018,11,1,1,0,0,0,0,0,1,0,0,1,0,0
289,10.0,21600,2018,11,2,1,0,0,0,0,0,1,0,0,1,0,0
105,10.0,24600,2018,11,3,1,0,0,0,0,0,1,0,0,1,0,0
116,10.0,24800,2018,11,5,1,0,0,0,0,0,1,0,0,1,0,0
248,10.0,22300,2018,11,6,1,0,0,0,0,0,1,0,0,1,0,0
230,10.0,24200,2018,11,7,1,0,0,0,0,0,1,0,0,1,0,0
159,10.0,26700,2018,11,8,1,0,0,0,0,0,1,0,0,1,0,0
302,10.0,22300,2018,11,9,1,0,0,0,0,0,1,0,0,1,0,0
143,10.0,22900,2018,11,10,1,0,0,0,0,0,1,0,0,1,0,0
160,10.0,24200,2018,11,12,1,0,0,0,0,0,1,0,0,1,0,0
150,10.0,23600,2018,11,13,1,0,0,0,0,0,1,0,0,1,0,0
245,10.0,24700,2018,11,14,1,0,0,0,0,0,1,0,0,1,0,0
206,10.0,23000,2018,11,15,1,0,0,0,0,0,1,0,0,1,0,0
110,10.0,20200,2018,11,16,1,0,0,0,0,0,1,0,0,1,0,0
110,10.0,24900,2018,11,17,1,0,0,0,0,0,1,0,0,1,0,0
251,10.0,22600,2018,11,19,1,0,0,0,0,0,1,0,0,1,0,0
135,10.0,22200,2018,11,20,1,0,0,0,0,0,1,0,0,1,0,0
250,10.0,23800,2018,11,21,1,0,0,0,0,0,1,0,0,1,0,0
120,10.0,27100,2018,11,22,1,0,0,0,0,0,1,0,0,1,0,0
339,10.0,22300,2018,11,23,1,0,0,0,0,0,1,0,0,1,0,0
112,10.0,22300,2018,11,24,1,0,0,0,0,0,1,0,0,1,0,0
164,10.0,24600,2018,11,26,1,0,0,0,0,0,1,0,0,1,0,0
243,10.0,23700,2018,11,27,1,0,0,0,0,0,1,0,0,1,0,0
227,10.0,25000,2018,11,28,1,0,0,0,0,0,1,0,0,1,0,0
187,10.0,25000,2018,11,29,1,0,0,0,0,0,1,0,0,1,0,0
204,10.0,21300,2018,11,30,1,0,0,0,0,0,1,0,0,1,0,0
268,10.0,22600,2018,12,1,1,0,0,0,0,0,1,0,0,1,0,0
176,10.0,24100,2018,12,3,1,0,0,0,0,0,1,0,0,1,0,0
153,10.0,22500,2018,12,4,1,0,0,0,0,0,1,0,0,1,0,0
214,10.0,25400,2018,12,5,1,0,0,0,0,0,1,0,0,1,0,0
282,10.0,22100,2018,12,6,1,0,0,0,0,0,1,0,0,1,0,0
335,10.0,23800,2018,12,7,1,0,0,0,0,0,1,0,0,1,0,0
384,10.0,22100,2018,12,8,1,0,0,0,0,0,1,0,0,1,0,0
153,10.0,23200,2018,12,10,1,0,0,0,0,0,1,0,0,1,0,0
212,10.0,25100,2018,12,11,1,0,0,0,0,0,1,0,0,1,0,0
170,10.0,26300,2018,12,12,1,0,0,0,0,0,1,0,0,1,0,0
312,10.0,25000,2018,12,13,1,0,0,0,0,0,1,0,0,1,0,0
366,10.0,24500,2018,12,14,1,0,0,0,0,0,1,0,0,1,0,0
327,10.0,24900,2018,12,15,1,0,0,0,0,0,1,0,0,1,0,0
221,10.0,25100,2018,12,17,1,0,0,0,0,0,1,0,0,1,0,0
105,10.0,26000,2018,12,18,1,0,0,0,0,0,1,0,0,1,0,0
231,10.0,26500,2018,12,19,1,0,0,0,0,0,1,0,0,1,0,0
72,10.0,28100,2018,12,20,1,0,0,0,0,0,1,0,0,1,0,0
118,10.0,22900,2018,12,21,1,0,0,0,0,0,1,0,0,1,0,0
37,10.0,25400,2018,12,22,1,0,0,0,0,0,1,0,0,1,0,0
151,10.0,24000,2018,12,24,1,0,0,0,0,0,1,0,0,1,0,0
72,10.0,23100,2018,12,25,1,0,0,0,0,0,1,0,0,1,0,0
152,10.0,24700,2018,12,26,1,0,0,0,0,0,1,0,0,1,0,0
155,10.0,23500,2018,12,27,1,0,0,0,0,0,1,0,0,1,0,0
189,10.0,22600,2018,12,28,1,0,0,0,0,0,1,0,0,1,0,0
195,10.0,23200,2018,12,29,1,0,0,0,0,0,1,0,0,1,0,0
168,10.0,22900,2018,12,31,1,0,0,0,0,0,1,0,0,1,0,0
214,10.0,26900,2019,1,2,1,0,0,0,0,0,1,0,0,1,0,0
164,10.0,24700,2019,1,3,1,0,0,0,0,0,1,0,0,1,0,0
177,10.0,23800,2019,1,4,1,0,0,0,0,0,1,0,0,1,0,0
336,10.0,23000,2019,1,5,1,0,0,0,0,0,1,0,0,1,0,0
87,10.0,22700,2019,1,7,1,0,0,0,0,0,1,0,0,1,0,0
155,10.0,23700,2019,1,8,1,0,0,0,0,0,1,0,0,1,0,0
130,10.0,24100,2019,1,9,1,0,0,0,0,0,1,0,0,1,0,0
110,10.0,28000,2019,1,10,1,0,0,0,0,0,1,0,0,1,0,0
315,10.0,22900,2019,1,11,1,0,0,0,0,0,1,0,0,1,0,0
229,10.0,22000,2019,1,12,1,0,0,0,0,0,1,0,0,1,0,0
105,10.0,21900,2019,1,14,1,0,0,0,0,0,1,0,0,1,0,0
113,10.0,22300,2019,1,15,1,0,0,0,0,0,1,0,0,1,0,0
205,10.0,26200,2019,1,16,1,0,0,0,0,0,1,0,0,1,0,0
139,10.0,24700,2019,1,17,1,0,0,0,0,0,1,0,0,1,0,0
378,10.0,22500,2019,1,18,1,0,0,0,0,0,1,0,0,1,0,0
236,10.0,26100,2019,1,19,1,0,0,0,0,0,1,0,0,1,0,0
148,10.0,25200,2019,1,21,1,0,0,0,0,0,1,0,0,1,0,0
120,10.0,25700,2019,1,22,1,0,0,0,0,0,1,0,0,1,0,0
223,10.0,24100,2019,1,23,1,0,0,0,0,0,1,0,0,1,0,0
150,10.0,21200,2019,1,24,1,0,0,0,0,0,1,0,0,1,0,0
182,10.0,23800,2019,1,25,1,0,0,0,0,0,1,0,0,1,0,0
113,10.0,23800,2019,1,26,1,0,0,0,0,0,1,0,0,1,0,0
152,10.0,24700,2019,1,28,1,0,0,0,0,0,1,0,0,1,0,0
116,10.0,23100,2019,1,29,1,0,0,0,0,0,1,0,0,1,0,0
189,10.0,24500,2019,1,30,1,0,0,0,0,0,1,0,0,1,0,0
135,10.0,23300,2019,1,31,1,0,0,0,0,0,1,0,0,1,0,0
152,10.0,24700,2019,2,1,1,0,0,0,0,0,1,0,0,1,0,0
227,10.0,22800,2019,2,2,1,0,0,0,0,0,1,0,0,1,0,0
90,10.0,23300,2019,2,3,1,0,0,0,0,0,1,0,0,1,0,0
156,10.0,25000,2019,2,8,1,0,0,0,0,0,1,0,0,1,0,0
223,10.0,24400,2019,2,9,1,0,0,0,0,0,1,0,0,1,0,0
119,10.0,23000,2019,2,11,1,0,0,0,0,0,1,0,0,1,0,0
132,10.0,22500,2019,2,12,1,0,0,0,0,0,1,0,0,1,0,0
129,10.0,25400,2019,2,13,1,0,0,0,0,0,1,0,0,1,0,0
143,10.0,22800,2019,2,14,1,0,0,0,0,0,1,0,0,1,0,0
168,10.0,24500,2019,2,15,1,0,0,0,0,0,1,0,0,1,0,0
141,10.0,21800,2019,2,16,1,0,0,0,0,0,1,0,0,1,0,0
125,10.0,23800,2019,2,18,1,0,0,0,0,0,1,0,0,1,0,0
70,10.0,24300,2019,2,19,1,0,0,0,0,0,1,0,0,1,0,0
60,10.0,25000,2019,2,20,1,0,0,0,0,0,1,0,0,1,0,0
91,10.0,24700,2019,2,21,1,0,0,0,0,0,1,0,0,1,0,0
50,10.0,30000,2019,2,22,1,0,0,0,0,0,1,0,0,1,0,0
82,10.0,25800,2019,2,23,1,0,0,0,0,0,1,0,0,1,0,0
80,10.0,24000,2019,2,25,1,0,0,0,0,0,1,0,0,1,0,0
70,10.0,25700,2019,2,26,1,0,0,0,0,0,1,0,0,1,0,0
124,10.0,22700,2019,2,27,1,0,0,0,0,0,1,0,0,1,0,0
147,10.0,22200,2019,2,28,1,0,0,0,0,0,1,0,0,1,0,0
185,10.0,23400,2019,3,1,1,0,0,0,0,0,1,0,0,1,0,0
123,10.0,22000,2019,3,2,1,0,0,0,0,0,1,0,0,1,0,0
144,10.0,22900,2019,3,4,1,0,0,0,0,0,1,0,0,1,0,0
50,10.0,25100,2019,3,5,1,0,0,0,0,0,1,0,0,1,0,0
138,10.0,22100,2019,3,6,1,0,0,0,0,0,1,0,0,1,0,0
178,10.0,23200,2019,3,7,1,0,0,0,0,0,1,0,0,1,0,0
200,10.0,23100,2019,3,8,1,0,0,0,0,0,1,0,0,1,0,0
117,10.0,22000,2019,3,9,1,0,0,0,0,0,1,0,0,1,0,0
144,10.0,23200,2019,3,11,1,0,0,0,0,0,1,0,0,1,0,0
150,10.0,23800,2019,3,12,1,0,0,0,0,0,1,0,0,1,0,0
189,10.0,24100,2019,3,13,1,0,0,0,0,0,1,0,0,1,0,0
204,10.0,22900,2019,3,14,1,0,0,0,0,0,1,0,0,1,0,0
153,10.0,21700,2019,3,15,1,0,0,0,0,0,1,0,0,1,0,0
210,10.0,24000,2019,3,16,1,0,0,0,0,0,1,0,0,1,0,0
143,10.0,23500,2019,3,18,1,0,0,0,0,0,1,0,0,1,0,0
147,10.0,22800,2019,3,19,1,0,0,0,0,0,1,0,0,1,0,0
121,10.0,22000,2019,3,20,1,0,0,0,0,0,1,0,0,1,0,0
85,10.0,21800,2019,3,21,1,0,0,0,0,0,1,0,0,1,0,0
96,10.0,24200,2019,3,22,1,0,0,0,0,0,1,0,0,1,0,0
7,10.0,18000,2019,3,27,1,0,0,0,0,0,1,0,0,1,0,0
3,10.0,30000,2019,3,30,1,0,0,0,0,0,1,0,0,1,0,0
19,10.0,25300,2019,4,5,1,0,0,0,0,0,1,0,0,1,0,0
5,10.0,3000,2019,4,11,1,0,0,0,0,0,1,0,0,1,0,0
5,10.0,2500,2019,4,12,1,0,0,0,0,0,1,0,0,1,0,0
2,10.0,27300,2019,4,13,1,0,0,0,0,0,1,0,0,1,0,0
2,10.0,11600,2019,4,15,1,0,0,0,0,0,1,0,0,1,0,0
3,10.0,1100,2019,4,17,1,0,0,0,0,0,1,0,0,1,0,0
23,10.0,25700,2019,4,18,1,0,0,0,0,0,1,0,0,1,0,0
26,10.0,24000,2019,4,19,1,0,0,0,0,0,1,0,0,1,0,0
40,10.0,21600,2019,4,22,1,0,0,0,0,0,1,0,0,1,0,0
5,10.0,2000,2019,4,24,1,0,0,0,0,0,1,0,0,1,0,0
66,10.0,16800,2019,4,25,1,0,0,0,0,0,1,0,0,1,0,0
5,10.0,1500,2019,4,26,1,0,0,0,0,0,1,0,0,1,0,0
3,10.0,2500,2019,4,27,1,0,0,0,0,0,1,0,0,1,0,0
3,10.0,3100,2019,4,30,1,0,0,0,0,0,1,0,0,1,0,0
3,10.0,2100,2019,5,3,1,0,0,0,0,0,1,0,0,1,0,0
1,10.0,1800,2019,5,4,1,0,0,0,0,0,1,0,0,1,0,0
41,10.0,15200,2019,5,7,1,0,0,0,0,0,1,0,0,1,0,0
27,10.0,19200,2019,5,8,1,0,0,0,0,0,1,0,0,1,0,0
16,10.0,15400,2019,5,13,1,0,0,0,0,0,1,0,0,1,0,0
14,10.0,15000,2019,5,14,1,0,0,0,0,0,1,0,0,1,0,0
3,10.0,1700,2019,5,15,1,0,0,0,0,0,1,0,0,1,0,0
1,10.0,1800,2019,5,18,1,0,0,0,0,0,1,0,0,1,0,0
36,10.0,16000,2019,5,21,1,0,0,0,0,0,1,0,0,1,0,0
23,10.0,14000,2019,5,22,1,0,0,0,0,0,1,0,0,1,0,0
22,10.0,22300,2019,5,23,1,0,0,0,0,0,1,0,0,1,0,0
12,10.0,13900,2019,5,24,1,0,0,0,0,0,1,0,0,1,0,0
1,10.0,1700,2019,5,25,1,0,0,0,0,0,1,0,0,1,0,0
2,10.0,2100,2019,5,28,1,0,0,0,0,0,1,0,0,1,0,0
38,10.0,17500,2019,5,29,1,0,0,0,0,0,1,0,0,1,0,0
3,10.0,2500,2019,5,30,1,0,0,0,0,0,1,0,0,1,0,0
3,10.0,3100,2019,5,31,1,0,0,0,0,0,1,0,0,1,0,0
2,10.0,3100,2019,6,1,1,0,0,0,0,0,1,0,0,1,0,0
33,10.0,21500,2019,6,3,1,0,0,0,0,0,1,0,0,1,0,0
51,10.0,18200,2019,6,4,1,0,0,0,0,0,1,0,0,1,0,0
7,10.0,2600,2019,6,5,1,0,0,0,0,0,1,0,0,1,0,0
16,10.0,11000,2019,6,6,1,0,0,0,0,0,1,0,0,1,0,0
9,10.0,17900,2019,6,7,1,0,0,0,0,0,1,0,0,1,0,0
1,10.0,2500,2019,6,8,1,0,0,0,0,0,1,0,0,1,0,0
1,10.0,1000,2019,6,12,1,0,0,0,0,0,1,0,0,1,0,0
3,10.0,1500,2019,6,14,1,0,0,0,0,0,1,0,0,1,0,0
5,10.0,2500,2019,6,15,1,0,0,0,0,0,1,0,0,1,0,0
1,10.0,1900,2019,6,17,1,0,0,0,0,0,1,0,0,1,0,0
6,10.0,2200,2019,6,18,1,0,0,0,0,0,1,0,0,1,0,0
2,10.0,2200,2019,6,19,1,0,0,0,0,0,1,0,0,1,0,0
1,10.0,1800,2019,6,20,1,0,0,0,0,0,1,0,0,1,0,0
3,10.0,2000,2019,6,21,1,0,0,0,0,0,1,0,0,1,0,0
1,10.0,1000,2019,6,22,1,0,0,0,0,0,1,0,0,1,0,0
2,10.0,1000,2019,6,24,1,0,0,0,0,0,1,0,0,1,0,0
26,10.0,17500,2019,7,2,1,0,0,0,0,0,1,0,0,1,0,0
15,10.0,17600,2019,7,3,1,0,0,0,0,0,1,0,0,1,0,0
19,10.0,14500,2019,7,4,1,0,0,0,0,0,1,0,0,1,0,0
18,10.0,12100,2019,7,8,1,0,0,0,0,0,1,0,0,1,0,0
5,10.0,24500,2019,7,17,1,0,0,0,0,0,1,0,0,1,0,0
6,10.0,30100,2019,8,19,1,0,0,0,0,0,1,0,0,1,0,0
25,10.0,12200,2019,9,7,1,0,0,0,0,0,1,0,0,1,0,0
31,10.0,10600,2019,9,9,1,0,0,0,0,0,1,0,0,1,0,0
12,10.0,23500,2019,9,11,1,0,0,0,0,0,1,0,0,1,0,0
2,10.0,21000,2019,9,16,1,0,0,0,0,0,1,0,0,1,0,0
21,10.0,15900,2019,9,18,1,0,0,0,0,0,1,0,0,1,0,0
38,10.0,8200,2019,9,19,1,0,0,0,0,0,1,0,0,1,0,0
20,10.0,23500,2019,9,21,1,0,0,0,0,0,1,0,0,1,0,0
25,10.0,18200,2019,9,24,1,0,0,0,0,0,1,0,0,1,0,0
22,10.0,19500,2019,9,25,1,0,0,0,0,0,1,0,0,1,0,0
10,10.0,21000,2019,9,26,1,0,0,0,0,0,1,0,0,1,0,0
86,10.0,17300,2019,9,27,1,0,0,0,0,0,1,0,0,1,0,0
39,10.0,21300,2019,9,28,1,0,0,0,0,0,1,0,0,1,0,0
52,10.0,20800,2019,9,30,1,0,0,0,0,0,1,0,0,1,0,0
20,10.0,19600,2019,10,1,1,0,0,0,0,0,1,0,0,1,0,0
91,10.0,16300,2019,10,2,1,0,0,0,0,0,1,0,0,1,0,0
52,10.0,15100,2019,10,3,1,0,0,0,0,0,1,0,0,1,0,0
53,10.0,14000,2019,10,4,1,0,0,0,0,0,1,0,0,1,0,0
65,10.0,17700,2019,10,5,1,0,0,0,0,0,1,0,0,1,0,0
71,10.0,14600,2019,10,7,1,0,0,0,0,0,1,0,0,1,0,0
67,10.0,15700,2019,10,8,1,0,0,0,0,0,1,0,0,1,0,0
60,10.0,15600,2019,10,9,1,0,0,0,0,0,1,0,0,1,0,0
88,10.0,16700,2019,10,10,1,0,0,0,0,0,1,0,0,1,0,0
42,10.0,18300,2019,10,11,1,0,0,0,0,0,1,0,0,1,0,0
68,10.0,17000,2019,10,12,1,0,0,0,0,0,1,0,0,1,0,0
80,10.0,15100,2019,10,14,1,0,0,0,0,0,1,0,0,1,0,0
20,10.0,13300,2019,10,15,1,0,0,0,0,0,1,0,0,1,0,0
30,10.0,18900,2019,10,16,1,0,0,0,0,0,1,0,0,1,0,0
20,10.0,23400,2019,10,17,1,0,0,0,0,0,1,0,0,1,0,0
54,10.0,22800,2019,10,18,1,0,0,0,0,0,1,0,0,1,0,0
7,10.0,32200,2019,10,19,1,0,0,0,0,0,1,0,0,1,0,0
14,10.0,33000,2019,10,21,1,0,0,0,0,0,1,0,0,1,0,0
18,10.0,30300,2019,10,22,1,0,0,0,0,0,1,0,0,1,0,0
18,10.0,28600,2019,10,23,1,0,0,0,0,0,1,0,0,1,0,0
62,10.0,24400,2019,10,24,1,0,0,0,0,0,1,0,0,1,0,0
65,10.0,22600,2019,10,25,1,0,0,0,0,0,1,0,0,1,0,0
78,10.0,20100,2019,10,26,1,0,0,0,0,0,1,0,0,1,0,0
50,10.0,23100,2019,10,28,1,0,0,0,0,0,1,0,0,1,0,0
67,10.0,24000,2019,10,29,1,0,0,0,0,0,1,0,0,1,0,0
78,10.0,21500,2019,10,30,1,0,0,0,0,0,1,0,0,1,0,0
103,10.0,21900,2019,10,31,1,0,0,0,0,0,1,0,0,1,0,0
29,10.0,21400,2019,11,1,1,0,0,0,0,0,1,0,0,1,0,0
13,10.0,21000,2019,11,4,1,0,0,0,0,0,1,0,0,1,0,0
25,10.0,25200,2019,11,5,1,0,0,0,0,0,1,0,0,1,0,0
20,10.0,21400,2019,11,6,1,0,0,0,0,0,1,0,0,1,0,0
20,10.0,21600,2019,11,7,1,0,0,0,0,0,1,0,0,1,0,0
48,10.0,19400,2019,11,8,1,0,0,0,0,0,1,0,0,1,0,0
34,10.0,20200,2019,11,9,1,0,0,0,0,0,1,0,0,1,0,0
46,10.0,22600,2019,11,11,1,0,0,0,0,0,1,0,0,1,0,0
77,10.0,20500,2019,11,12,1,0,0,0,0,0,1,0,0,1,0,0
52,10.0,18700,2019,11,13,1,0,0,0,0,0,1,0,0,1,0,0
12,10.0,24300,2019,11,15,1,0,0,0,0,0,1,0,0,1,0,0
31,10.0,27900,2019,11,16,1,0,0,0,0,0,1,0,0,1,0,0
32,10.0,23600,2019,11,18,1,0,0,0,0,0,1,0,0,1,0,0
33,10.0,20700,2019,11,19,1,0,0,0,0,0,1,0,0,1,0,0
30,10.0,28300,2019,11,21,1,0,0,0,0,0,1,0,0,1,0,0
29,10.0,21500,2019,11,22,1,0,0,0,0,0,1,0,0,1,0,0
36,10.0,19900,2019,11,23,1,0,0,0,0,0,1,0,0,1,0,0
16,10.0,20700,2019,11,27,1,0,0,0,0,0,1,0,0,1,0,0
12,10.0,21300,2019,11,28,1,0,0,0,0,0,1,0,0,1,0,0
48,10.0,19500,2019,11,29,1,0,0,0,0,0,1,0,0,1,0,0
52,10.0,23200,2019,11,30,1,0,0,0,0,0,1,0,0,1,0,0
48,10.0,24100,2019,12,2,1,0,0,0,0,0,1,0,0,1,0,0
15,10.0,27300,2019,12,3,1,0,0,0,0,0,1,0,0,1,0,0
37,10.0,25000,2019,12,4,1,0,0,0,0,0,1,0,0,1,0,0
27,10.0,22900,2019,12,5,1,0,0,0,0,0,1,0,0,1,0,0
34,10.0,21200,2019,12,6,1,0,0,0,0,0,1,0,0,1,0,0
37,10.0,24800,2019,12,7,1,0,0,0,0,0,1,0,0,1,0,0
25,10.0,25100,2019,12,9,1,0,0,0,0,0,1,0,0,1,0,0
10,10.0,24200,2019,12,10,1,0,0,0,0,0,1,0,0,1,0,0
19,10.0,23600,2019,12,11,1,0,0,0,0,0,1,0,0,1,0,0
18,10.0,23400,2019,12,12,1,0,0,0,0,0,1,0,0,1,0,0
25,10.0,20600,2019,12,13,1,0,0,0,0,0,1,0,0,1,0,0
36,10.0,22200,2019,12,14,1,0,0,0,0,0,1,0,0,1,0,0
70,10.0,21400,2019,12,16,1,0,0,0,0,0,1,0,0,1,0,0
21,10.0,24600,2019,12,17,1,0,0,0,0,0,1,0,0,1,0,0
71,10.0,22200,2019,12,18,1,0,0,0,0,0,1,0,0,1,0,0
68,10.0,23200,2019,12,19,1,0,0,0,0,0,1,0,0,1,0,0
20,10.0,25500,2019,12,20,1,0,0,0,0,0,1,0,0,1,0,0
63,10.0,24000,2019,12,21,1,0,0,0,0,0,1,0,0,1,0,0
56,10.0,25800,2019,12,23,1,0,0,0,0,0,1,0,0,1,0,0
48,10.0,24600,2019,12,24,1,0,0,0,0,0,1,0,0,1,0,0
61,10.0,23200,2019,12,25,1,0,0,0,0,0,1,0,0,1,0,0
33,10.0,23700,2019,12,26,1,0,0,0,0,0,1,0,0,1,0,0
33,10.0,25900,2019,12,27,1,0,0,0,0,0,1,0,0,1,0,0
5,10.0,27400,2019,12,28,1,0,0,0,0,0,1,0,0,1,0,0
35,10.0,25600,2019,12,30,1,0,0,0,0,0,1,0,0,1,0,0
58,10.0,22000,2019,12,31,1,0,0,0,0,0,1,0,0,1,0,0
39,10.0,23000,2020,1,3,1,0,0,0,0,0,1,0,0,1,0,0
42,10.0,24300,2020,1,4,1,0,0,0,0,0,1,0,0,1,0,0
31,10.0,24900,2020,1,6,1,0,0,0,0,0,1,0,0,1,0,0
14,10.0,22100,2020,1,7,1,0,0,0,0,0,1,0,0,1,0,0
45,10.0,22100,2020,1,8,1,0,0,0,0,0,1,0,0,1,0,0
10,10.0,21000,2020,1,9,1,0,0,0,0,0,1,0,0,1,0,0
31,10.0,25400,2020,1,13,1,0,0,0,0,0,1,0,0,1,0,0
35,10.0,25200,2020,1,14,1,0,0,0,0,0,1,0,0,1,0,0
38,10.0,24900,2020,1,15,1,0,0,0,0,0,1,0,0,1,0,0
33,10.0,22400,2020,1,16,1,0,0,0,0,0,1,0,0,1,0,0
20,10.0,25100,2020,1,17,1,0,0,0,0,0,1,0,0,1,0,0
10,10.0,26300,2020,1,18,1,0,0,0,0,0,1,0,0,1,0,0
18,10.0,24900,2020,1,20,1,0,0,0,0,0,1,0,0,1,0,0
35,10.0,24800,2020,1,21,1,0,0,0,0,0,1,0,0,1,0,0
