amount,weight,avg_price,yyyy,mm,dd,origin_제주도,standard_10미,standard_20미,standard_25미,standard_5미
69132,58,3.5,59100,2019,10,5,1,1,0,0,0
69133,36,4.0,91100,2019,10,5,1,1,0,0,0
69134,2,4.4,135000,2019,10,5,1,1,0,0,0
69135,34,4.5,101200,2019,10,5,1,1,0,0,0
69136,31,5.0,141800,2019,10,5,1,1,0,0,0
69137,1,10.0,40000,2019,10,5,1,1,0,0,0
69141,1,4.5,30000,2019,10,5,1,0,1,0,0
69142,9,5.0,55000,2019,10,5,1,0,1,0,0
69143,20,6.0,57100,2019,10,5,1,0,1,0,0
69144,1,5.0,20000,2019,10,5,1,0,0,1,0
69145,28,6.0,37300,2019,10,5,1,0,0,1,0
69150,6,2.2,13000,2019,10,7,1,1,0,0,0
69151,15,2.6,22000,2019,10,7,1,1,0,0,0
69152,63,3.0,41600,2019,10,7,1,1,0,0,0
69153,92,3.5,64500,2019,10,7,1,1,0,0,0
69154,49,4.0,88400,2019,10,7,1,1,0,0,0
69155,4,4.4,125000,2019,10,7,1,1,0,0,0
69156,42,4.5,106800,2019,10,7,1,1,0,0,0
69157,27,5.0,154800,2019,10,7,1,1,0,0,0
69158,4,10.0,40000,2019,10,7,1,1,0,0,0
69163,1,4.0,20000,2019,10,7,1,0,1,0,0
69164,67,5.0,35000,2019,10,7,1,0,1,0,0
69165,12,10.0,12000,2019,10,7,1,0,1,0,0
69167,44,6.0,37700,2019,10,7,1,0,0,1,0
69171,20,3.0,40000,2019,10,8,1,1,0,0,0
69172,40,3.5,65000,2019,10,8,1,1,0,0,0
69173,28,4.0,84700,2019,10,8,1,1,0,0,0
69174,2,4.4,140000,2019,10,8,1,1,0,0,0
69175,32,4.5,98800,2019,10,8,1,1,0,0,0
69176,33,5.0,143900,2019,10,8,1,1,0,0,0
69178,30,5.0,33000,2019,10,8,1,0,1,0,0
69179,73,6.0,40600,2019,10,8,1,0,0,1,0
69180,51,3.0,41500,2019,10,9,1,1,0,0,0
69181,102,3.5,51100,2019,10,9,1,1,0,0,0
69182,37,4.0,82100,2019,10,9,1,1,0,0,0
69183,3,4.4,120000,2019,10,9,1,1,0,0,0
69184,42,4.5,90600,2019,10,9,1,1,0,0,0
69185,23,5.0,154800,2019,10,9,1,1,0,0,0
69189,22,5.0,32700,2019,10,9,1,0,1,0,0
69190,12,10.0,11000,2019,10,9,1,0,1,0,0
69191,65,6.0,38000,2019,10,9,1,0,0,1,0
69195,1,4.0,190000,2019,10,9,1,0,0,0,1
69200,7,3.0,50000,2019,10,10,1,1,0,0,0
69201,65,3.5,69200,2019,10,10,1,1,0,0,0
69202,26,4.0,98200,2019,10,10,1,1,0,0,0
69203,29,4.5,111800,2019,10,10,1,1,0,0,0
69204,19,5.0,175800,2019,10,10,1,1,0,0,0
69205,1,10.0,60000,2019,10,10,1,1,0,0,0
69206,20,5.0,41000,2019,10,10,1,0,1,0,0
69207,3,10.0,15000,2019,10,10,1,0,1,0,0
69208,45,6.0,43600,2019,10,10,1,0,0,1,0
69211,123,3.0,37000,2019,10,11,1,1,0,0,0
69212,137,3.5,53900,2019,10,11,1,1,0,0,0
69213,92,4.0,77100,2019,10,11,1,1,0,0,0
69214,9,4.4,117000,2019,10,11,1,1,0,0,0
69215,69,4.5,100600,2019,10,11,1,1,0,0,0
69216,58,5.0,145900,2019,10,11,1,1,0,0,0
69221,89,5.0,32100,2019,10,11,1,0,1,0,0
69222,14,10.0,11000,2019,10,11,1,0,1,0,0
69225,10,5.0,24000,2019,10,11,1,0,0,1,0
69226,46,6.0,42000,2019,10,11,1,0,0,1,0
69230,29,3.0,43000,2019,10,12,1,1,0,0,0
69231,82,3.5,60600,2019,10,12,1,1,0,0,0
69232,30,4.0,85900,2019,10,12,1,1,0,0,0
69233,5,4.4,120000,2019,10,12,1,1,0,0,0
69234,46,4.5,93200,2019,10,12,1,1,0,0,0
69235,42,5.0,143800,2019,10,12,1,1,0,0,0
69236,2,10.0,40000,2019,10,12,1,1,0,0,0
69242,50,5.0,42900,2019,10,12,1,0,1,0,0
69243,3,10.0,17000,2019,10,12,1,0,1,0,0
69244,26,5.0,28000,2019,10,12,1,0,0,1,0
69245,45,6.0,45300,2019,10,12,1,0,0,1,0
69253,70,3.0,39300,2019,10,14,1,1,0,0,0
69254,55,3.5,62000,2019,10,14,1,1,0,0,0
69255,66,4.0,70500,2019,10,14,1,1,0,0,0
69256,9,4.3,105000,2019,10,14,1,1,0,0,0
69257,72,4.5,85900,2019,10,14,1,1,0,0,0
69258,81,5.0,123900,2019,10,14,1,1,0,0,0
69263,66,5.0,30000,2019,10,14,1,0,1,0,0
69264,17,6.0,53000,2019,10,14,1,0,1,0,0
69265,30,10.0,34200,2019,10,14,1,0,1,0,0
69267,2,5.0,19000,2019,10,14,1,0,0,1,0
69268,40,6.0,32900,2019,10,14,1,0,0,1,0
69269,2,10.0,22000,2019,10,14,1,0,0,1,0
69271,77,3.5,40400,2019,10,15,1,1,0,0,0
69272,13,4.0,70000,2019,10,15,1,1,0,0,0
69273,6,4.4,106700,2019,10,15,1,1,0,0,0
69274,67,4.5,69900,2019,10,15,1,1,0,0,0
69275,57,5.0,105600,2019,10,15,1,1,0,0,0
69282,1,3.0,20000,2019,10,16,1,1,0,0,0
69283,88,3.5,52100,2019,10,16,1,1,0,0,0
69284,2,4.4,125000,2019,10,16,1,1,0,0,0
69285,28,4.5,82700,2019,10,16,1,1,0,0,0
69286,7,5.0,147100,2019,10,16,1,1,0,0,0
69289,33,6.0,52000,2019,10,16,1,0,0,1,0
69292,1,5.0,210000,2019,10,16,1,0,0,0,1
69298,65,3.5,63000,2019,10,17,1,1,0,0,0
69299,20,4.5,100000,2019,10,17,1,1,0,0,0
69300,7,5.0,160000,2019,10,17,1,1,0,0,0
69301,72,6.0,46800,2019,10,17,1,0,0,1,0
69308,41,3.0,49800,2019,10,18,1,1,0,0,0
69309,95,3.5,62400,2019,10,18,1,1,0,0,0
69310,11,4.0,107300,2019,10,18,1,1,0,0,0
69311,48,4.5,94200,2019,10,18,1,1,0,0,0
69312,30,5.0,140000,2019,10,18,1,1,0,0,0
69317,39,5.0,32900,2019,10,18,1,0,1,0,0
69318,1,6.0,60000,2019,10,18,1,0,1,0,0
69319,1,10.0,55000,2019,10,18,1,0,1,0,0
69321,1,5.0,30000,2019,10,18,1,0,0,1,0
69322,47,6.0,51000,2019,10,18,1,0,0,1,0
69326,1,2.3,70000,2019,10,18,1,0,0,0,1
69335,22,3.0,42000,2019,10,19,1,1,0,0,0
69336,85,3.5,52900,2019,10,19,1,1,0,0,0
69337,45,4.0,69000,2019,10,19,1,1,0,0,0
69338,78,4.5,85800,2019,10,19,1,1,0,0,0
69339,23,5.0,147400,2019,10,19,1,1,0,0,0
69342,51,5.0,31900,2019,10,19,1,0,1,0,0
69343,2,10.0,12000,2019,10,19,1,0,1,0,0
69344,12,5.0,26000,2019,10,19,1,0,0,1,0
69345,26,6.0,51000,2019,10,19,1,0,0,1,0
69347,72,3.0,37000,2019,10,21,1,1,0,0,0
69348,119,3.5,51400,2019,10,21,1,1,0,0,0
69349,51,4.0,72900,2019,10,21,1,1,0,0,0
69350,64,4.5,92400,2019,10,21,1,1,0,0,0
69351,54,5.0,131700,2019,10,21,1,1,0,0,0
69357,33,5.0,33300,2019,10,21,1,0,1,0,0
69358,9,10.0,11000,2019,10,21,1,0,1,0,0
69359,53,5.0,19200,2019,10,21,1,0,0,1,0
69360,50,6.0,41800,2019,10,21,1,0,0,1,0
69367,43,3.0,43300,2019,10,22,1,1,0,0,0
69368,125,3.5,54300,2019,10,22,1,1,0,0,0
69369,42,4.0,83800,2019,10,22,1,1,0,0,0
69370,46,4.5,102400,2019,10,22,1,1,0,0,0
69371,45,5.0,130200,2019,10,22,1,1,0,0,0
69372,1,10.0,30000,2019,10,22,1,1,0,0,0
69378,37,5.0,35800,2019,10,22,1,0,1,0,0
69379,13,10.0,12000,2019,10,22,1,0,1,0,0
69380,10,5.0,18000,2019,10,22,1,0,0,1,0
69381,45,6.0,35000,2019,10,22,1,0,0,1,0
69387,63,3.0,38700,2019,10,23,1,1,0,0,0
69388,133,3.5,44000,2019,10,23,1,1,0,0,0
69389,31,4.0,87400,2019,10,23,1,1,0,0,0
69390,63,4.5,87200,2019,10,23,1,1,0,0,0
69391,34,5.0,132500,2019,10,23,1,1,0,0,0
69395,15,10.0,10000,2019,10,23,1,0,1,0,0
69396,57,5.0,32600,2019,10,23,1,0,0,1,0
69397,39,6.0,37000,2019,10,23,1,0,0,1,0
69400,2,5.0,220000,2019,10,23,1,0,0,0,1
69407,32,3.0,39400,2019,10,24,1,1,0,0,0
69408,152,3.5,41800,2019,10,24,1,1,0,0,0
69409,62,4.0,68500,2019,10,24,1,1,0,0,0
69410,52,4.5,85600,2019,10,24,1,1,0,0,0
69411,25,5.0,117000,2019,10,24,1,1,0,0,0
69417,19,5.0,35000,2019,10,24,1,0,1,0,0
69418,17,10.0,10000,2019,10,24,1,0,1,0,0
69419,59,6.0,35000,2019,10,24,1,0,0,1,0
69426,19,5.0,161300,2019,10,24,1,0,0,0,1
69427,12,3.0,40000,2019,10,25,1,1,0,0,0
69428,60,3.5,53600,2019,10,25,1,1,0,0,0
69429,24,4.5,89400,2019,10,25,1,1,0,0,0
69430,4,5.0,115000,2019,10,25,1,1,0,0,0
69431,19,5.0,37000,2019,10,25,1,0,1,0,0
69432,45,6.0,40000,2019,10,25,1,0,0,1,0
69435,2,5.0,190000,2019,10,25,1,0,0,0,1
69440,37,3.0,41000,2019,10,26,1,1,0,0,0
69441,39,3.5,57200,2019,10,26,1,1,0,0,0
69442,14,4.0,80000,2019,10,26,1,1,0,0,0
69443,11,4.5,88300,2019,10,26,1,1,0,0,0
69444,49,5.0,123500,2019,10,26,1,1,0,0,0
69447,29,5.0,37000,2019,10,26,1,0,1,0,0
69448,16,6.0,55000,2019,10,26,1,0,1,0,0
69449,21,6.0,41000,2019,10,26,1,0,0,1,0
69454,28,5.0,157800,2019,10,26,1,0,0,0,1
69455,1,10.0,55000,2019,10,26,1,0,0,0,1
69477,18,3.0,50000,2019,10,29,1,1,0,0,0
69478,147,3.5,48800,2019,10,29,1,1,0,0,0
69479,53,4.0,81300,2019,10,29,1,1,0,0,0
69480,66,4.5,87300,2019,10,29,1,1,0,0,0
69481,39,5.0,130000,2019,10,29,1,1,0,0,0
69485,32,5.0,34100,2019,10,29,1,0,1,0,0
69487,1,5.0,15000,2019,10,29,1,0,0,1,0
69488,50,6.0,34000,2019,10,29,1,0,0,1,0
69494,20,5.0,146800,2019,10,29,1,0,0,0,1
69503,2,2.1,8000,2019,10,30,1,1,0,0,0
69504,60,3.0,40100,2019,10,30,1,1,0,0,0
69505,148,3.5,48500,2019,10,30,1,1,0,0,0
69506,31,4.0,82900,2019,10,30,1,1,0,0,0
69507,67,4.5,94000,2019,10,30,1,1,0,0,0
69508,59,5.0,112900,2019,10,30,1,1,0,0,0
69511,17,5.0,40000,2019,10,30,1,0,1,0,0
69512,4,10.0,8000,2019,10,30,1,0,1,0,0
69513,41,6.0,38000,2019,10,30,1,0,0,1,0
69515,36,5.0,132900,2019,10,30,1,0,0,0,1
69517,83,3.0,36000,2019,10,31,1,1,0,0,0
69518,160,3.5,49200,2019,10,31,1,1,0,0,0
69519,42,4.0,74700,2019,10,31,1,1,0,0,0
69520,42,4.5,87500,2019,10,31,1,1,0,0,0
69521,24,5.0,125000,2019,10,31,1,1,0,0,0
69524,1,5.0,33000,2019,10,31,1,0,1,0,0
69526,6,5.0,22000,2019,10,31,1,0,0,1,0
69527,41,6.0,34000,2019,10,31,1,0,0,1,0
69531,1,3.3,65000,2019,10,31,1,0,0,0,1
69532,2,5.0,175000,2019,10,31,1,0,0,0,1
69540,75,3.0,37000,2019,11,1,1,1,0,0,0
69541,109,3.5,50400,2019,11,1,1,1,0,0,0
69542,1,3.7,55000,2019,11,1,1,1,0,0,0
69543,42,4.0,63000,2019,11,1,1,1,0,0,0
69544,4,4.2,78000,2019,11,1,1,1,0,0,0
69545,20,4.5,94400,2019,11,1,1,1,0,0,0
69546,24,5.0,107300,2019,11,1,1,1,0,0,0
69549,46,6.0,35000,2019,11,1,1,0,0,1,0
69553,6,5.0,140000,2019,11,1,1,0,0,0,1
69557,82,3.0,33300,2019,11,2,1,1,0,0,0
69558,157,3.5,44200,2019,11,2,1,1,0,0,0
69559,4,3.7,53000,2019,11,2,1,1,0,0,0
69560,37,4.0,58900,2019,11,2,1,1,0,0,0
69561,10,4.2,79500,2019,11,2,1,1,0,0,0
69562,39,4.5,78900,2019,11,2,1,1,0,0,0
69563,25,5.0,100600,2019,11,2,1,1,0,0,0
69566,18,5.0,36000,2019,11,2,1,0,1,0,0
69567,55,6.0,37000,2019,11,2,1,0,0,1,0
69575,67,3.0,33900,2019,11,4,1,1,0,0,0
69576,97,3.5,54200,2019,11,4,1,1,0,0,0
69577,78,4.0,68900,2019,11,4,1,1,0,0,0
69578,90,4.5,84500,2019,11,4,1,1,0,0,0
69579,51,5.0,113800,2019,11,4,1,1,0,0,0
69581,54,5.0,32000,2019,11,4,1,0,1,0,0
69583,31,6.0,36000,2019,11,4,1,0,0,1,0
69595,18,3.0,39700,2019,11,5,1,1,0,0,0
69596,109,3.5,51500,2019,11,5,1,1,0,0,0
69597,19,4.0,77400,2019,11,5,1,1,0,0,0
69598,40,4.5,88500,2019,11,5,1,1,0,0,0
69599,29,5.0,116400,2019,11,5,1,1,0,0,0
69602,14,5.0,35000,2019,11,5,1,0,1,0,0
69603,34,6.0,37000,2019,11,5,1,0,0,1,0
69606,17,5.0,156800,2019,11,5,1,0,0,0,1
69612,59,3.0,33300,2019,11,6,1,1,0,0,0
69613,81,3.5,50000,2019,11,6,1,1,0,0,0
69614,23,4.0,81500,2019,11,6,1,1,0,0,0
69615,32,4.5,91000,2019,11,6,1,1,0,0,0
69616,18,5.0,125600,2019,11,6,1,1,0,0,0
69618,28,5.0,38000,2019,11,6,1,0,1,0,0
69619,35,6.0,38000,2019,11,6,1,0,0,1,0
69621,5,3.0,44000,2019,11,7,1,1,0,0,0
69622,82,3.5,51600,2019,11,7,1,1,0,0,0
69623,25,4.0,78600,2019,11,7,1,1,0,0,0
69624,49,4.5,89000,2019,11,7,1,1,0,0,0
69625,54,5.0,116700,2019,11,7,1,1,0,0,0
69628,20,6.0,37500,2019,11,7,1,0,0,1,0
69632,5,5.0,160000,2019,11,7,1,0,0,0,1
69640,11,3.0,44100,2019,11,8,1,1,0,0,0
69641,101,3.5,49500,2019,11,8,1,1,0,0,0
69642,11,4.0,75000,2019,11,8,1,1,0,0,0
69643,4,4.2,70000,2019,11,8,1,1,0,0,0
69644,35,4.5,86700,2019,11,8,1,1,0,0,0
69645,54,5.0,106100,2019,11,8,1,1,0,0,0
69649,34,5.0,35200,2019,11,8,1,0,1,0,0
69650,18,5.0,19000,2019,11,8,1,0,0,1,0
69651,41,6.0,41100,2019,11,8,1,0,0,1,0
69654,10,5.0,157000,2019,11,8,1,0,0,0,1
69661,67,3.5,53500,2019,11,9,1,1,0,0,0
69662,11,4.0,73000,2019,11,9,1,1,0,0,0
69663,15,4.5,90000,2019,11,9,1,1,0,0,0
69664,32,5.0,109900,2019,11,9,1,1,0,0,0
69665,28,5.0,37600,2019,11,9,1,0,1,0,0
69666,55,6.0,40000,2019,11,9,1,0,0,1,0
69671,10,5.0,161000,2019,11,9,1,0,0,0,1
69679,53,3.5,68100,2019,11,11,1,1,0,0,0
69680,9,4.0,104400,2019,11,11,1,1,0,0,0
69681,9,4.5,126000,2019,11,11,1,1,0,0,0
69682,32,5.0,152800,2019,11,11,1,1,0,0,0
69685,38,5.0,64200,2019,11,11,1,0,1,0,0
69686,12,6.0,65000,2019,11,11,1,0,1,0,0
69687,25,6.0,52800,2019,11,11,1,0,0,1,0
69691,13,3.5,73100,2019,11,12,1,1,0,0,0
69692,22,4.0,81800,2019,11,12,1,1,0,0,0
69693,14,4.5,125700,2019,11,12,1,1,0,0,0
69694,34,5.0,131700,2019,11,12,1,1,0,0,0
69695,35,6.0,48000,2019,11,12,1,0,0,1,0
69699,4,5.0,160000,2019,11,12,1,0,0,0,1
69706,51,3.5,72800,2019,11,13,1,1,0,0,0
69707,13,4.0,95000,2019,11,13,1,1,0,0,0
69708,36,4.5,106700,2019,11,13,1,1,0,0,0
69709,56,5.0,129800,2019,11,13,1,1,0,0,0
69710,38,6.0,54700,2019,11,13,1,0,0,1,0
69714,1,3.0,90000,2019,11,13,1,0,0,0,1
69715,21,5.0,169000,2019,11,13,1,0,0,0,1
69717,20,3.0,49800,2019,11,14,1,1,0,0,0
69718,61,3.5,71600,2019,11,14,1,1,0,0,0
69719,14,4.0,97500,2019,11,14,1,1,0,0,0
69720,26,4.5,106400,2019,11,14,1,1,0,0,0
69721,77,5.0,128300,2019,11,14,1,1,0,0,0
69724,1,4.0,20000,2019,11,14,1,0,1,0,0
69725,10,5.0,46000,2019,11,14,1,0,1,0,0
69726,21,6.0,48700,2019,11,14,1,0,0,1,0
69728,1,10.0,65000,2019,11,14,1,0,0,0,1
69738,118,3.5,60700,2019,11,15,1,1,0,0,0
69739,7,4.0,85000,2019,11,15,1,1,0,0,0
69740,42,4.5,95000,2019,11,15,1,1,0,0,0
69741,39,5.0,121400,2019,11,15,1,1,0,0,0
69744,1,4.0,20000,2019,11,15,1,0,1,0,0
69745,27,5.0,49900,2019,11,15,1,0,1,0,0
69746,2,5.0,20000,2019,11,15,1,0,0,1,0
69747,20,6.0,51000,2019,11,15,1,0,0,1,0
69750,7,5.0,169300,2019,11,15,1,0,0,0,1
69756,3,3.0,70000,2019,11,16,1,1,0,0,0
69757,27,3.5,84100,2019,11,16,1,1,0,0,0
69758,24,4.0,100500,2019,11,16,1,1,0,0,0
69759,15,4.5,122200,2019,11,16,1,1,0,0,0
69760,21,5.0,135500,2019,11,16,1,1,0,0,0
69764,20,5.0,55000,2019,11,16,1,0,1,0,0
69765,14,6.0,53900,2019,11,16,1,0,0,1,0
69768,1,3.5,80000,2019,11,16,1,0,0,0,1
69776,44,3.0,43800,2019,11,18,1,1,0,0,0
69777,121,3.5,57500,2019,11,18,1,1,0,0,0
69778,39,4.0,83600,2019,11,18,1,1,0,0,0
69779,66,4.5,88700,2019,11,18,1,1,0,0,0
69780,89,5.0,117700,2019,11,18,1,1,0,0,0
69785,64,5.0,47000,2019,11,18,1,0,1,0,0
69787,20,6.0,55000,2019,11,18,1,0,0,1,0
69791,13,5.0,156900,2019,11,18,1,0,0,0,1
69794,1,3.0,45000,2019,11,19,1,1,0,0,0
69795,89,3.5,56000,2019,11,19,1,1,0,0,0
69796,21,4.0,77000,2019,11,19,1,1,0,0,0
69797,29,4.5,85100,2019,11,19,1,1,0,0,0
69798,53,5.0,105200,2019,11,19,1,1,0,0,0
69799,18,5.0,45700,2019,11,19,1,0,1,0,0
69800,30,6.0,42000,2019,11,19,1,0,0,1,0
69804,18,5.0,159200,2019,11,19,1,0,0,0,1
69813,77,3.5,54900,2019,11,20,1,1,0,0,0
69814,2,4.0,85000,2019,11,20,1,1,0,0,0
69815,43,5.0,107600,2019,11,20,1,1,0,0,0
69816,42,5.0,43300,2019,11,20,1,0,1,0,0
69817,26,6.0,45000,2019,11,20,1,0,0,1,0
69820,1,5.0,180000,2019,11,20,1,0,0,0,1
69825,5,3.0,45000,2019,11,21,1,1,0,0,0
69826,82,3.5,54300,2019,11,21,1,1,0,0,0
69827,27,4.0,75000,2019,11,21,1,1,0,0,0
69828,25,4.5,90400,2019,11,21,1,1,0,0,0
69829,77,5.0,103100,2019,11,21,1,1,0,0,0
69832,1,5.5,40000,2019,11,21,1,0,0,1,0
69833,26,6.0,47000,2019,11,21,1,0,0,1,0
69835,10,5.0,160000,2019,11,21,1,0,0,0,1
69841,5,3.0,53600,2019,11,22,1,1,0,0,0
69842,78,3.5,61900,2019,11,22,1,1,0,0,0
69843,14,4.0,86000,2019,11,22,1,1,0,0,0
69844,33,4.5,94200,2019,11,22,1,1,0,0,0
69845,44,5.0,105900,2019,11,22,1,1,0,0,0
69849,23,5.0,48000,2019,11,22,1,0,1,0,0
69851,4,5.0,25500,2019,11,22,1,0,0,1,0
69852,32,6.0,52900,2019,11,22,1,0,0,1,0
69857,11,5.0,159100,2019,11,22,1,0,0,0,1
69860,42,3.0,42200,2019,11,23,1,1,0,0,0
69861,73,3.5,58000,2019,11,23,1,1,0,0,0
69862,20,4.0,75800,2019,11,23,1,1,0,0,0
69863,29,4.5,87600,2019,11,23,1,1,0,0,0
69864,28,5.0,122000,2019,11,23,1,1,0,0,0
69868,41,5.0,46000,2019,11,23,1,0,1,0,0
69870,12,5.0,25000,2019,11,23,1,0,0,1,0
69871,41,6.0,37000,2019,11,23,1,0,0,1,0
69874,12,5.0,151200,2019,11,23,1,0,0,0,1
69879,38,3.0,41300,2019,11,25,1,1,0,0,0
69880,80,3.5,63500,2019,11,25,1,1,0,0,0
69881,30,4.0,81800,2019,11,25,1,1,0,0,0
69882,62,4.5,94400,2019,11,25,1,1,0,0,0
69883,39,5.0,131100,2019,11,25,1,1,0,0,0
69886,46,5.0,43000,2019,11,25,1,0,1,0,0
69887,44,6.0,39800,2019,11,25,1,0,0,1,0
69891,10,5.0,164500,2019,11,25,1,0,0,0,1
69902,62,3.5,57000,2019,11,26,1,1,0,0,0
69903,16,4.0,69700,2019,11,26,1,1,0,0,0
69904,35,4.5,83600,2019,11,26,1,1,0,0,0
69905,57,5.0,114800,2019,11,26,1,1,0,0,0
69907,1,4.0,25000,2019,11,26,1,0,1,0,0
69908,19,5.0,37000,2019,11,26,1,0,1,0,0
69909,1,5.0,20000,2019,11,26,1,0,0,1,0
69910,51,6.0,38000,2019,11,26,1,0,0,1,0
69916,15,5.0,159000,2019,11,26,1,0,0,0,1
69924,71,3.5,57600,2019,11,27,1,1,0,0,0
69925,35,4.0,75700,2019,11,27,1,1,0,0,0
69926,35,4.5,90200,2019,11,27,1,1,0,0,0
69927,54,5.0,107700,2019,11,27,1,1,0,0,0
69929,45,6.0,41600,2019,11,27,1,0,0,1,0
69931,1,3.0,30000,2019,11,27,1,0,0,0,1
69932,14,5.0,160700,2019,11,27,1,0,0,0,1
69941,60,3.0,35900,2019,11,28,1,1,0,0,0
69942,90,3.5,57600,2019,11,28,1,1,0,0,0
69943,15,4.0,76300,2019,11,28,1,1,0,0,0
69944,58,4.5,86900,2019,11,28,1,1,0,0,0
69945,73,5.0,106200,2019,11,28,1,1,0,0,0
69947,17,5.0,37000,2019,11,28,1,0,1,0,0
69948,45,6.0,38000,2019,11,28,1,0,0,1,0
69951,17,5.0,160000,2019,11,28,1,0,0,0,1
69962,54,3.5,60700,2019,11,29,1,1,0,0,0
69963,12,4.5,82500,2019,11,29,1,1,0,0,0
69964,33,5.0,106200,2019,11,29,1,1,0,0,0
69966,36,6.0,48300,2019,11,29,1,0,0,1,0
69971,72,3.5,61000,2019,11,30,1,1,0,0,0
69972,19,4.0,88400,2019,11,30,1,1,0,0,0
69973,55,4.5,91900,2019,11,30,1,1,0,0,0
69974,10,5.0,150000,2019,11,30,1,1,0,0,0
69975,26,5.0,60000,2019,11,30,1,0,1,0,0
69976,11,6.0,53200,2019,11,30,1,0,0,1,0
69980,62,3.0,43500,2019,12,2,1,1,0,0,0
69981,3,3.2,45000,2019,12,2,1,1,0,0,0
69982,116,3.5,64800,2019,12,2,1,1,0,0,0
69983,27,4.0,86900,2019,12,2,1,1,0,0,0
69984,68,4.5,100400,2019,12,2,1,1,0,0,0
69985,33,5.0,137600,2019,12,2,1,1,0,0,0
69986,4,10.0,50000,2019,12,2,1,1,0,0,0
69991,47,5.0,41100,2019,12,2,1,0,1,0,0
69992,25,5.0,28000,2019,12,2,1,0,0,1,0
69993,45,6.0,43000,2019,12,2,1,0,0,1,0
69996,7,5.0,190700,2019,12,2,1,0,0,0,1
70004,43,3.0,35200,2019,12,3,1,1,0,0,0
70005,62,3.5,58000,2019,12,3,1,1,0,0,0
70006,27,4.0,77900,2019,12,3,1,1,0,0,0
70007,67,4.5,92900,2019,12,3,1,1,0,0,0
70008,2,4.6,45000,2019,12,3,1,1,0,0,0
70009,51,5.0,124000,2019,12,3,1,1,0,0,0
70012,39,5.0,37000,2019,12,3,1,0,1,0,0
70013,11,5.0,24100,2019,12,3,1,0,0,1,0
70014,17,6.0,41000,2019,12,3,1,0,0,1,0
70019,10,5.0,181000,2019,12,3,1,0,0,0,1
70020,41,3.0,32600,2019,12,4,1,1,0,0,0
70021,68,3.5,58400,2019,12,4,1,1,0,0,0
70022,40,4.0,73000,2019,12,4,1,1,0,0,0
70023,66,4.5,88300,2019,12,4,1,1,0,0,0
70024,49,5.0,111600,2019,12,4,1,1,0,0,0
70025,25,5.0,36000,2019,12,4,1,0,1,0,0
70026,8,6.0,42000,2019,12,4,1,0,0,1,0
70029,14,5.0,170000,2019,12,4,1,0,0,0,1
70031,49,3.0,33100,2019,12,5,1,1,0,0,0
70032,85,3.5,57900,2019,12,5,1,1,0,0,0
70033,61,4.0,64900,2019,12,5,1,1,0,0,0
70034,66,4.5,81900,2019,12,5,1,1,0,0,0
70035,39,5.0,100900,2019,12,5,1,1,0,0,0
70038,33,6.0,38200,2019,12,5,1,0,0,1,0
70041,15,5.0,160000,2019,12,5,1,0,0,0,1
70048,7,3.0,33000,2019,12,6,1,1,0,0,0
70049,50,3.5,52000,2019,12,6,1,1,0,0,0
70050,5,3.7,53000,2019,12,6,1,1,0,0,0
70051,2,3.8,60000,2019,12,6,1,1,0,0,0
70052,1,4.0,65000,2019,12,6,1,1,0,0,0
70053,43,4.5,74700,2019,12,6,1,1,0,0,0
70054,15,5.0,116000,2019,12,6,1,1,0,0,0
70057,4,5.0,45000,2019,12,6,1,0,1,0,0
70059,11,5.0,27000,2019,12,6,1,0,0,1,0
70060,27,6.0,43000,2019,12,6,1,0,0,1,0
70062,15,5.0,155900,2019,12,6,1,0,0,0,1
70071,55,3.5,51500,2019,12,7,1,1,0,0,0
70072,51,4.0,61200,2019,12,7,1,1,0,0,0
70073,51,4.5,74000,2019,12,7,1,1,0,0,0
70074,42,5.0,97500,2019,12,7,1,1,0,0,0
70076,51,5.0,35100,2019,12,7,1,0,1,0,0
70078,24,6.0,36000,2019,12,7,1,0,0,1,0
70082,20,5.0,147300,2019,12,7,1,0,0,0,1
70090,23,3.0,36000,2019,12,9,1,1,0,0,0
70091,3,3.5,60000,2019,12,9,1,1,0,0,0
70092,1,4.0,73000,2019,12,9,1,1,0,0,0
70093,12,4.5,88300,2019,12,9,1,1,0,0,0
70094,20,5.0,128600,2019,12,9,1,1,0,0,0
70095,36,5.0,42000,2019,12,9,1,0,1,0,0
70097,2,6.0,45000,2019,12,9,1,0,0,1,0
70099,1,3.0,95000,2019,12,9,1,0,0,0,1
70100,10,5.0,165000,2019,12,9,1,0,0,0,1
70106,64,3.0,37400,2019,12,10,1,1,0,0,0
70107,87,3.5,58000,2019,12,10,1,1,0,0,0
70108,21,4.0,75000,2019,12,10,1,1,0,0,0
70109,58,4.5,92200,2019,12,10,1,1,0,0,0
70110,42,5.0,111100,2019,12,10,1,1,0,0,0
70115,40,5.0,33000,2019,12,10,1,0,1,0,0
70118,6,5.0,25000,2019,12,10,1,0,0,1,0
70119,35,6.0,37000,2019,12,10,1,0,0,1,0
70132,42,3.0,36900,2019,12,11,1,1,0,0,0
70133,108,3.5,55400,2019,12,11,1,1,0,0,0
70134,45,4.0,70500,2019,12,11,1,1,0,0,0
70135,74,4.5,79100,2019,12,11,1,1,0,0,0
70136,62,5.0,107200,2019,12,11,1,1,0,0,0
70143,54,5.0,32200,2019,12,11,1,0,1,0,0
