수량,중량,평균가,yyyy,mm,dd,산지_부산(기장),산지_제주도,규격_18미,규격_20미,규격_24미,규격_26미,규격_28미,규격_중
50,13.0,35000,2018,9,21,1,0,1,0,0,0,0,0
50,13.0,60000,2018,10,2,1,0,1,0,0,0,0,0
33,13.0,40000,2018,10,3,1,0,1,0,0,0,0,0
17,13.0,50000,2018,10,18,1,0,1,0,0,0,0,0
24,13.0,44000,2018,10,19,1,0,1,0,0,0,0,0
149,10.0,45000,2018,11,7,1,0,1,0,0,0,0,0
23,10.0,62000,2018,11,8,1,0,1,0,0,0,0,0
83,13.0,50900,2018,11,12,1,0,1,0,0,0,0,0
9,13.0,65000,2018,11,14,1,0,1,0,0,0,0,0
40,13.0,55000,2018,11,15,1,0,1,0,0,0,0,0
76,13.0,40000,2018,11,16,1,0,1,0,0,0,0,0
180,13.0,50000,2018,11,17,1,0,1,0,0,0,0,0
17,13.0,60000,2018,11,30,1,0,1,0,0,0,0,0
98,13.0,46300,2018,12,4,1,0,1,0,0,0,0,0
89,13.0,55000,2018,12,6,1,0,1,0,0,0,0,0
79,10.0,60000,2018,12,13,1,0,1,0,0,0,0,0
50,13.0,50000,2018,12,13,1,0,1,0,0,0,0,0
31,13.0,60000,2018,12,21,1,0,1,0,0,0,0,0
82,13.0,53800,2019,1,3,1,0,1,0,0,0,0,0
145,10.0,55000,2019,1,8,1,0,1,0,0,0,0,0
73,15.0,40000,2019,1,11,1,0,1,0,0,0,0,0
1,15.0,50000,2019,1,17,1,0,1,0,0,0,0,0
2,15.0,50000,2019,1,21,1,0,1,0,0,0,0,0
50,15.0,55000,2019,1,22,1,0,1,0,0,0,0,0
48,15.0,50000,2019,1,26,1,0,1,0,0,0,0,0
35,10.0,50000,2019,2,12,1,0,1,0,0,0,0,0
60,15.0,55000,2019,2,14,1,0,1,0,0,0,0,0
30,15.0,55000,2019,2,16,1,0,1,0,0,0,0,0
32,15.0,30000,2019,2,19,1,0,1,0,0,0,0,0
84,15.0,50000,2019,3,12,1,0,1,0,0,0,0,0
82,15.0,35000,2019,3,20,1,0,1,0,0,0,0,0
84,15.0,35000,2019,3,21,1,0,1,0,0,0,0,0
2,15.0,40000,2019,3,28,1,0,1,0,0,0,0,0
70,15.0,50000,2019,3,29,1,0,1,0,0,0,0,0
73,15.0,45000,2019,3,30,1,0,1,0,0,0,0,0
231,20.0,40000,2019,4,1,1,0,1,0,0,0,0,0
50,15.0,50000,2019,4,13,1,0,1,0,0,0,0,0
106,15.0,40000,2019,4,16,1,0,1,0,0,0,0,0
50,15.0,30000,2019,4,17,1,0,1,0,0,0,0,0
15,15.0,55000,2019,4,19,1,0,1,0,0,0,0,0
10,15.0,22000,2020,8,3,1,0,1,0,0,0,0,0
30,15.0,43000,2020,10,24,1,0,1,0,0,0,0,0
5,13.0,80000,2021,1,2,1,0,1,0,0,0,0,0
40,15.0,52600,2021,8,5,1,0,1,0,0,0,0,0
17,15.0,53000,2021,8,6,1,0,1,0,0,0,0,0
80,15.0,63600,2021,8,18,1,0,1,0,0,0,0,0
60,15.0,51500,2021,8,19,1,0,1,0,0,0,0,0
39,15.0,50000,2021,8,20,1,0,1,0,0,0,0,0
29,15.0,58300,2021,8,21,1,0,1,0,0,0,0,0
40,15.0,74000,2021,8,24,1,0,1,0,0,0,0,0
50,15.0,75000,2021,8,25,1,0,1,0,0,0,0,0
20,15.0,94500,2021,8,28,1,0,1,0,0,0,0,0
100,15.0,50000,2021,8,30,1,0,1,0,0,0,0,0
100,15.0,41500,2021,8,31,1,0,1,0,0,0,0,0
80,15.0,29500,2021,9,29,1,0,1,0,0,0,0,0
51,15.0,34300,2021,10,4,1,0,1,0,0,0,0,0
30,15.0,50000,2021,11,8,1,0,1,0,0,0,0,0
30,15.0,33700,2021,11,10,1,0,1,0,0,0,0,0
50,15.0,38100,2021,11,19,1,0,1,0,0,0,0,0
10,13.0,60000,2017,2,24,0,1,1,0,0,0,0,0
8,13.0,36000,2017,4,7,0,1,1,0,0,0,0,0
6,13.0,90000,2017,4,20,0,1,1,0,0,0,0,0
13,13.0,100000,2017,5,3,0,1,1,0,0,0,0,0
1,13.0,42000,2017,5,8,0,1,1,0,0,0,0,0
25,15.0,65000,2017,5,13,0,1,1,0,0,0,0,0
60,15.0,60000,2017,5,15,0,1,1,0,0,0,0,0
20,15.0,60000,2017,5,16,0,1,1,0,0,0,0,0
100,15.0,50000,2017,5,17,0,1,1,0,0,0,0,0
70,15.0,45000,2017,5,18,0,1,1,0,0,0,0,0
26,15.0,60000,2017,5,22,0,1,1,0,0,0,0,0
2,15.0,45000,2017,6,3,0,1,1,0,0,0,0,0
1,15.0,15000,2017,7,26,0,1,1,0,0,0,0,0
33,15.0,70000,2017,8,10,0,1,1,0,0,0,0,0
3,15.0,25000,2017,9,22,0,1,1,0,0,0,0,0
2,10.0,16000,2017,11,6,0,1,1,0,0,0,0,0
3,13.0,28000,2017,11,13,0,1,1,0,0,0,0,0
1,15.0,42000,2017,12,4,0,1,1,0,0,0,0,0
9,15.0,35000,2017,12,6,0,1,1,0,0,0,0,0
1,15.0,45000,2017,12,7,0,1,1,0,0,0,0,0
15,15.0,30000,2017,12,8,0,1,1,0,0,0,0,0
10,13.0,25000,2017,12,11,0,1,1,0,0,0,0,0
1,15.0,16000,2017,12,18,0,1,1,0,0,0,0,0
10,15.0,14000,2017,12,26,0,1,1,0,0,0,0,0
6,15.0,8000,2017,12,27,0,1,1,0,0,0,0,0
57,15.0,21900,2017,12,28,0,1,1,0,0,0,0,0
33,15.0,27000,2017,12,29,0,1,1,0,0,0,0,0
22,15.0,19000,2017,12,30,0,1,1,0,0,0,0,0
16,8.0,23000,2018,1,2,0,1,1,0,0,0,0,0
8,15.0,25000,2018,1,4,0,1,1,0,0,0,0,0
11,15.0,29000,2018,1,5,0,1,1,0,0,0,0,0
17,15.0,35000,2018,1,6,0,1,1,0,0,0,0,0
12,10.0,50000,2018,1,8,0,1,1,0,0,0,0,0
13,15.0,36000,2018,1,10,0,1,1,0,0,0,0,0
22,15.0,29800,2018,1,16,0,1,1,0,0,0,0,0
3,15.0,38000,2018,1,17,0,1,1,0,0,0,0,0
10,15.0,32000,2018,1,18,0,1,1,0,0,0,0,0
6,15.0,35000,2018,1,19,0,1,1,0,0,0,0,0
15,15.0,25000,2018,1,20,0,1,1,0,0,0,0,0
21,15.0,20700,2018,1,22,0,1,1,0,0,0,0,0
2,15.0,22000,2018,1,23,0,1,1,0,0,0,0,0
16,10.0,18000,2018,1,25,0,1,1,0,0,0,0,0
5,15.0,27000,2018,1,25,0,1,1,0,0,0,0,0
15,15.0,15000,2018,1,26,0,1,1,0,0,0,0,0
45,15.0,38000,2018,1,31,0,1,1,0,0,0,0,0
9,15.0,35000,2018,2,2,0,1,1,0,0,0,0,0
9,15.0,23000,2018,2,3,0,1,1,0,0,0,0,0
20,8.0,21000,2018,2,5,0,1,1,0,0,0,0,0
1,15.0,22000,2018,2,7,0,1,1,0,0,0,0,0
8,15.0,32000,2018,2,10,0,1,1,0,0,0,0,0
55,10.0,23000,2018,2,12,0,1,1,0,0,0,0,0
93,15.0,10000,2018,2,13,0,1,1,0,0,0,0,0
4,15.0,20000,2018,2,26,0,1,1,0,0,0,0,0
3,15.0,45000,2018,2,27,0,1,1,0,0,0,0,0
14,10.0,13000,2018,2,28,0,1,1,0,0,0,0,0
13,15.0,20000,2018,3,1,0,1,1,0,0,0,0,0
7,15.0,22000,2018,3,2,0,1,1,0,0,0,0,0
7,1.0,27000,2018,3,6,0,1,1,0,0,0,0,0
13,18.0,9000,2018,3,31,0,1,1,0,0,0,0,0
40,15.0,90000,2018,5,7,0,1,1,0,0,0,0,0
10,15.0,43000,2018,5,18,0,1,1,0,0,0,0,0
5,15.0,61400,2018,5,31,0,1,1,0,0,0,0,0
23,15.0,48600,2018,6,5,0,1,1,0,0,0,0,0
5,15.0,50000,2018,6,11,0,1,1,0,0,0,0,0
1,25.0,30000,2018,6,11,0,1,1,0,0,0,0,0
22,15.0,25800,2018,6,13,0,1,1,0,0,0,0,0
3,15.0,65000,2018,6,14,0,1,1,0,0,0,0,0
1,15.0,70000,2018,6,15,0,1,1,0,0,0,0,0
2,15.0,90000,2018,6,21,0,1,1,0,0,0,0,0
34,15.0,74600,2018,6,22,0,1,1,0,0,0,0,0
5,15.0,55000,2018,6,23,0,1,1,0,0,0,0,0
5,10.0,35000,2018,6,25,0,1,1,0,0,0,0,0
12,15.0,56700,2018,6,26,0,1,1,0,0,0,0,0
27,13.0,60000,2018,7,6,0,1,1,0,0,0,0,0
9,13.0,11000,2018,7,10,0,1,1,0,0,0,0,0
14,13.0,15300,2018,7,12,0,1,1,0,0,0,0,0
41,13.0,28000,2018,7,20,0,1,1,0,0,0,0,0
8,13.0,25000,2018,7,25,0,1,1,0,0,0,0,0
1,13.0,50000,2018,8,2,0,1,1,0,0,0,0,0
6,13.0,30000,2018,8,3,0,1,1,0,0,0,0,0
34,13.0,22000,2018,8,8,0,1,1,0,0,0,0,0
30,13.0,50000,2018,8,28,0,1,1,0,0,0,0,0
10,13.0,11000,2018,9,4,0,1,1,0,0,0,0,0
2,13.0,8000,2018,9,5,0,1,1,0,0,0,0,0
1,13.0,10000,2018,10,9,0,1,1,0,0,0,0,0
2,13.0,8000,2018,10,11,0,1,1,0,0,0,0,0
1,13.0,15000,2018,12,19,0,1,1,0,0,0,0,0
10,15.0,45000,2019,2,23,0,1,1,0,0,0,0,0
8,15.0,15000,2019,4,8,0,1,1,0,0,0,0,0
4,15.0,8000,2019,4,18,0,1,1,0,0,0,0,0
8,15.0,10000,2019,5,1,0,1,1,0,0,0,0,0
25,15.0,35000,2019,5,11,0,1,1,0,0,0,0,0
43,12.0,47000,2019,5,23,0,1,1,0,0,0,0,0
30,15.0,42000,2019,5,30,0,1,1,0,0,0,0,0
42,15.0,60000,2019,6,14,0,1,1,0,0,0,0,0
1,8.0,45000,2019,6,20,0,1,1,0,0,0,0,0
82,15.0,50000,2019,6,26,0,1,1,0,0,0,0,0
5,15.0,40000,2019,6,29,0,1,1,0,0,0,0,0
1,9.0,72000,2019,7,19,0,1,1,0,0,0,0,0
1,10.0,35000,2019,7,26,0,1,1,0,0,0,0,0
18,15.0,36000,2019,8,20,0,1,1,0,0,0,0,0
6,15.0,18000,2019,11,18,0,1,1,0,0,0,0,0
5,10.0,40000,2020,1,8,0,1,1,0,0,0,0,0
18,15.0,55000,2020,3,5,0,1,1,0,0,0,0,0
4,15.0,68000,2020,3,7,0,1,1,0,0,0,0,0
9,20.0,70000,2020,3,9,0,1,1,0,0,0,0,0
14,15.0,68000,2020,3,11,0,1,1,0,0,0,0,0
1,15.0,70000,2020,3,19,0,1,1,0,0,0,0,0
4,15.0,60800,2020,3,21,0,1,1,0,0,0,0,0
133,15.0,54100,2020,3,25,0,1,1,0,0,0,0,0
149,15.0,53000,2020,3,26,0,1,1,0,0,0,0,0
1,15.0,26000,2020,3,31,0,1,1,0,0,0,0,0
4,10.0,37000,2020,4,3,0,1,1,0,0,0,0,0
13,15.0,30000,2020,4,8,0,1,1,0,0,0,0,0
2,15.0,55000,2020,4,10,0,1,1,0,0,0,0,0
14,15.0,50000,2020,4,18,0,1,1,0,0,0,0,0
31,15.0,50200,2020,4,20,0,1,1,0,0,0,0,0
7,15.0,45000,2020,4,21,0,1,1,0,0,0,0,0
2,15.0,50000,2020,4,22,0,1,1,0,0,0,0,0
8,15.0,30000,2020,4,24,0,1,1,0,0,0,0,0
1,10.0,70000,2020,4,25,0,1,1,0,0,0,0,0
2,15.0,42000,2020,4,25,0,1,1,0,0,0,0,0
8,15.0,25000,2020,5,4,0,1,1,0,0,0,0,0
1,15.0,28000,2020,5,5,0,1,1,0,0,0,0,0
10,15.0,21200,2020,5,11,0,1,1,0,0,0,0,0
10,10.0,53000,2020,6,2,0,1,1,0,0,0,0,0
2,10.0,30000,2020,6,11,0,1,1,0,0,0,0,0
52,15.0,41100,2020,6,13,0,1,1,0,0,0,0,0
11,15.0,41100,2020,6,15,0,1,1,0,0,0,0,0
67,10.0,22000,2020,6,16,0,1,1,0,0,0,0,0
24,12.0,18000,2020,6,20,0,1,1,0,0,0,0,0
6,10.0,23000,2020,6,22,0,1,1,0,0,0,0,0
18,10.0,15000,2020,6,24,0,1,1,0,0,0,0,0
2,10.0,20000,2020,7,4,0,1,1,0,0,0,0,0
4,10.0,50000,2020,7,8,0,1,1,0,0,0,0,0
12,10.0,32000,2020,7,10,0,1,1,0,0,0,0,0
20,10.0,46600,2020,7,11,0,1,1,0,0,0,0,0
23,15.0,12000,2020,7,13,0,1,1,0,0,0,0,0
5,10.0,48000,2020,7,16,0,1,1,0,0,0,0,0
20,10.0,48000,2020,7,17,0,1,1,0,0,0,0,0
6,10.0,15000,2020,7,18,0,1,1,0,0,0,0,0
19,15.0,11000,2020,7,20,0,1,1,0,0,0,0,0
1,10.0,8000,2020,7,21,0,1,1,0,0,0,0,0
1,10.0,15000,2020,7,23,0,1,1,0,0,0,0,0
5,10.0,20000,2020,8,4,0,1,1,0,0,0,0,0
11,15.0,24900,2020,9,19,0,1,1,0,0,0,0,0
2,15.0,15000,2020,9,24,0,1,1,0,0,0,0,0
6,15.0,60000,2020,10,9,0,1,1,0,0,0,0,0
13,15.0,16000,2020,11,11,0,1,1,0,0,0,0,0
11,15.0,22000,2020,11,12,0,1,1,0,0,0,0,0
1,15.0,28000,2020,12,12,0,1,1,0,0,0,0,0
7,15.0,11000,2021,1,5,0,1,1,0,0,0,0,0
3,15.0,33000,2021,3,26,0,1,1,0,0,0,0,0
10,15.0,25000,2021,3,29,0,1,1,0,0,0,0,0
1,10.0,37000,2021,4,2,0,1,1,0,0,0,0,0
49,15.0,51000,2021,5,24,0,1,1,0,0,0,0,0
3,15.0,80000,2021,6,24,0,1,1,0,0,0,0,0
3,15.0,18000,2021,7,5,0,1,1,0,0,0,0,0
4,15.0,36000,2021,7,6,0,1,1,0,0,0,0,0
1,15.0,22000,2021,7,7,0,1,1,0,0,0,0,0
11,15.0,48200,2021,7,14,0,1,1,0,0,0,0,0
1,15.0,30000,2021,8,25,0,1,1,0,0,0,0,0
5,15.0,11000,2021,9,15,0,1,1,0,0,0,0,0
4,15.0,55000,2021,12,4,0,1,1,0,0,0,0,0
71,15.0,10000,2017,1,2,1,0,0,0,0,0,1,0
80,20.0,14000,2017,1,2,1,0,0,0,0,0,1,0
431,15.0,14500,2017,1,3,1,0,0,0,0,0,1,0
159,15.0,12600,2017,1,7,1,0,0,0,0,0,1,0
66,15.0,27000,2017,1,11,1,0,0,0,0,0,1,0
250,15.0,29000,2017,1,12,1,0,0,0,0,0,1,0
80,15.0,35000,2017,1,14,1,0,0,0,0,0,1,0
270,15.0,30000,2017,1,16,1,0,0,0,0,0,1,0
130,15.0,40000,2017,1,18,1,0,0,0,0,0,1,0
190,15.0,19500,2017,1,19,1,0,0,0,0,0,1,0
28,15.0,22000,2017,1,20,1,0,0,0,0,0,1,0
464,15.0,26100,2017,1,23,1,0,0,0,0,0,1,0
478,15.0,20700,2017,2,6,1,0,0,0,0,0,1,0
186,15.0,25000,2017,2,8,1,0,0,0,0,0,1,0
128,15.0,35000,2017,2,9,1,0,0,0,0,0,1,0
156,15.0,21400,2017,2,24,1,0,0,0,0,0,1,0
128,15.0,40000,2017,2,27,1,0,0,0,0,0,1,0
133,15.0,50000,2017,2,28,1,0,0,0,0,0,1,0
69,15.0,25000,2017,3,7,1,0,0,0,0,0,1,0
230,15.0,35000,2017,3,20,1,0,0,0,0,0,1,0
299,15.0,24100,2017,3,21,1,0,0,0,0,0,1,0
44,18.0,40000,2017,5,27,1,0,0,0,0,0,1,0
274,18.0,22000,2017,5,29,1,0,0,0,0,0,1,0
37,18.0,25000,2017,5,30,1,0,0,0,0,0,1,0
418,18.0,17200,2017,5,31,1,0,0,0,0,0,1,0
148,10.0,48000,2017,6,5,1,0,0,0,0,0,1,0
80,18.0,35000,2017,6,6,1,0,0,0,0,0,1,0
80,18.0,35000,2017,6,15,1,0,0,0,0,0,1,0
350,18.0,22700,2017,6,26,1,0,0,0,0,0,1,0
212,18.0,10200,2017,6,28,1,0,0,0,0,0,1,0
177,18.0,17400,2017,6,29,1,0,0,0,0,0,1,0
100,18.0,15000,2017,6,30,1,0,0,0,0,0,1,0
200,18.0,38000,2017,7,3,1,0,0,0,0,0,1,0
3,18.0,35000,2017,7,4,1,0,0,0,0,0,1,0
19,13.0,5000,2017,7,15,1,0,0,0,0,0,1,0
864,18.0,34000,2017,7,15,1,0,0,0,0,0,1,0
381,18.0,28000,2017,7,17,1,0,0,0,0,0,1,0
434,18.0,25000,2017,7,19,1,0,0,0,0,0,1,0
168,18.0,13600,2017,7,20,1,0,0,0,0,0,1,0
34,18.0,17000,2017,7,22,1,0,0,0,0,0,1,0
150,18.0,9000,2017,7,25,1,0,0,0,0,0,1,0
560,18.0,15000,2017,7,26,1,0,0,0,0,0,1,0
138,18.0,30000,2017,7,28,1,0,0,0,0,0,1,0
107,18.0,12000,2017,8,4,1,0,0,0,0,0,1,0
219,18.0,18200,2017,8,7,1,0,0,0,0,0,1,0
90,18.0,25000,2017,8,8,1,0,0,0,0,0,1,0
275,18.0,22000,2017,8,14,1,0,0,0,0,0,1,0
464,18.0,15300,2017,8,16,1,0,0,0,0,0,1,0
216,18.0,15000,2017,8,17,1,0,0,0,0,0,1,0
145,18.0,11000,2017,8,18,1,0,0,0,0,0,1,0
51,18.0,12000,2017,8,19,1,0,0,0,0,0,1,0
158,10.0,16200,2017,8,21,1,0,0,0,0,0,1,0
549,10.0,20000,2017,8,22,1,0,0,0,0,0,1,0
162,10.0,29400,2017,8,23,1,0,0,0,0,0,1,0
128,10.0,25000,2017,8,24,1,0,0,0,0,0,1,0
1055,10.0,19000,2017,8,25,1,0,0,0,0,0,1,0
586,10.0,17000,2017,8,26,1,0,0,0,0,0,1,0
140,18.0,19900,2017,8,28,1,0,0,0,0,0,1,0
103,18.0,30000,2017,8,29,1,0,0,0,0,0,1,0
1556,18.0,20400,2017,8,30,1,0,0,0,0,0,1,0
497,18.0,15000,2017,8,31,1,0,0,0,0,0,1,0
277,18.0,15000,2017,9,1,1,0,0,0,0,0,1,0
844,18.0,19600,2017,9,2,1,0,0,0,0,0,1,0
869,18.0,22000,2017,9,4,1,0,0,0,0,0,1,0
207,18.0,19300,2017,9,5,1,0,0,0,0,0,1,0
400,15.0,33000,2017,9,11,1,0,0,0,0,0,1,0
80,18.0,25000,2017,9,13,1,0,0,0,0,0,1,0
180,18.0,43000,2017,9,14,1,0,0,0,0,0,1,0
145,18.0,15000,2017,9,15,1,0,0,0,0,0,1,0
713,18.0,28700,2017,9,16,1,0,0,0,0,0,1,0
1449,18.0,22000,2017,9,18,1,0,0,0,0,0,1,0
767,18.0,22700,2017,9,19,1,0,0,0,0,0,1,0
3,18.0,10000,2017,9,20,1,0,0,0,0,0,1,0
588,18.0,16700,2017,9,23,1,0,0,0,0,0,1,0
150,18.0,20000,2017,9,25,1,0,0,0,0,0,1,0
311,18.0,19900,2017,9,26,1,0,0,0,0,0,1,0
250,18.0,23000,2017,9,27,1,0,0,0,0,0,1,0
118,18.0,18200,2017,9,29,1,0,0,0,0,0,1,0
140,18.0,18000,2017,9,30,1,0,0,0,0,0,1,0
132,18.0,17000,2017,10,1,1,0,0,0,0,0,1,0
359,18.0,20200,2017,10,2,1,0,0,0,0,0,1,0
260,18.0,18000,2017,10,11,1,0,0,0,0,0,1,0
227,18.0,18600,2017,10,12,1,0,0,0,0,0,1,0
159,18.0,16100,2017,10,13,1,0,0,0,0,0,1,0
361,18.0,30000,2017,10,16,1,0,0,0,0,0,1,0
200,18.0,17000,2017,10,21,1,0,0,0,0,0,1,0
384,18.0,15500,2017,10,23,1,0,0,0,0,0,1,0
79,18.0,13000,2017,10,26,1,0,0,0,0,0,1,0
54,18.0,20000,2017,10,27,1,0,0,0,0,0,1,0
6,18.0,20000,2017,10,28,1,0,0,0,0,0,1,0
74,18.0,22000,2017,11,2,1,0,0,0,0,0,1,0
161,18.0,40000,2017,11,10,1,0,0,0,0,0,1,0
108,18.0,38000,2017,11,11,1,0,0,0,0,0,1,0
215,18.0,30000,2017,11,13,1,0,0,0,0,0,1,0
176,18.0,29100,2017,11,14,1,0,0,0,0,0,1,0
37,18.0,28000,2017,11,16,1,0,0,0,0,0,1,0
69,18.0,28000,2017,11,20,1,0,0,0,0,0,1,0
100,18.0,16000,2017,11,23,1,0,0,0,0,0,1,0
130,18.0,17000,2017,11,24,1,0,0,0,0,0,1,0
100,18.0,12000,2017,11,27,1,0,0,0,0,0,1,0
57,18.0,30000,2017,12,8,1,0,0,0,0,0,1,0
92,18.0,22400,2017,12,11,1,0,0,0,0,0,1,0
6,18.0,20000,2017,12,15,1,0,0,0,0,0,1,0
100,18.0,20000,2017,12,16,1,0,0,0,0,0,1,0
159,18.0,18000,2017,12,18,1,0,0,0,0,0,1,0
398,18.0,14000,2017,12,19,1,0,0,0,0,0,1,0
221,18.0,14600,2017,12,21,1,0,0,0,0,0,1,0
3,18.0,15000,2017,12,25,1,0,0,0,0,0,1,0
12,18.0,40000,2018,1,10,1,0,0,0,0,0,1,0
1,18.0,20000,2018,1,16,1,0,0,0,0,0,1,0
1,18.0,10000,2018,1,23,1,0,0,0,0,0,1,0
70,18.0,26000,2018,2,2,1,0,0,0,0,0,1,0
63,18.0,15000,2018,2,26,1,0,0,0,0,0,1,0
55,18.0,25000,2018,2,27,1,0,0,0,0,0,1,0
243,18.0,27000,2018,2,28,1,0,0,0,0,0,1,0
52,18.0,30000,2018,3,1,1,0,0,0,0,0,1,0
149,18.0,35000,2018,3,20,1,0,0,0,0,0,1,0
51,18.0,20000,2018,3,26,1,0,0,0,0,0,1,0
89,18.0,20000,2018,3,27,1,0,0,0,0,0,1,0
31,15.0,20000,2018,4,16,1,0,0,0,0,0,1,0
147,15.0,20400,2018,4,19,1,0,0,0,0,0,1,0
53,15.0,20000,2018,4,20,1,0,0,0,0,0,1,0
4,15.0,25000,2018,6,23,1,0,0,0,0,0,1,0
407,13.0,14200,2018,7,7,1,0,0,0,0,0,1,0
100,13.0,12000,2018,7,9,1,0,0,0,0,0,1,0
465,13.0,12000,2018,7,10,1,0,0,0,0,0,1,0
762,13.0,15000,2018,7,12,1,0,0,0,0,0,1,0
220,13.0,15000,2018,7,13,1,0,0,0,0,0,1,0
933,13.0,15200,2018,7,17,1,0,0,0,0,0,1,0
577,13.0,10000,2018,7,18,1,0,0,0,0,0,1,0
471,13.0,12700,2018,7,20,1,0,0,0,0,0,1,0
654,13.0,23400,2018,7,23,1,0,0,0,0,0,1,0
180,13.0,22800,2018,7,25,1,0,0,0,0,0,1,0
775,13.0,16900,2018,7,26,1,0,0,0,0,0,1,0
249,13.0,14000,2018,7,27,1,0,0,0,0,0,1,0
733,13.0,15000,2018,8,3,1,0,0,0,0,0,1,0
409,13.0,19000,2018,8,4,1,0,0,0,0,0,1,0
940,13.0,12100,2018,8,6,1,0,0,0,0,0,1,0
1180,13.0,12500,2018,8,7,1,0,0,0,0,0,1,0
444,13.0,13400,2018,8,8,1,0,0,0,0,0,1,0
939,13.0,12500,2018,8,9,1,0,0,0,0,0,1,0
562,13.0,12200,2018,8,10,1,0,0,0,0,0,1,0
783,13.0,12000,2018,8,11,1,0,0,0,0,0,1,0
551,13.0,12200,2018,8,13,1,0,0,0,0,0,1,0
515,13.0,15600,2018,8,14,1,0,0,0,0,0,1,0
100,15.0,16000,2018,8,14,1,0,0,0,0,0,1,0
107,10.0,20000,2018,8,15,1,0,0,0,0,0,1,0
677,13.0,20000,2018,8,15,1,0,0,0,0,0,1,0
2064,13.0,13700,2018,8,17,1,0,0,0,0,0,1,0
386,13.0,12500,2018,8,18,1,0,0,0,0,0,1,0
1673,10.0,15500,2018,8,20,1,0,0,0,0,0,1,0
755,10.0,12000,2018,8,21,1,0,0,0,0,0,1,0
714,10.0,13300,2018,8,22,1,0,0,0,0,0,1,0
311,10.0,15700,2018,8,23,1,0,0,0,0,0,1,0
594,10.0,21000,2018,8,24,1,0,0,0,0,0,1,0
280,13.0,18000,2018,8,27,1,0,0,0,0,0,1,0
95,13.0,28000,2018,8,28,1,0,0,0,0,0,1,0
1406,13.0,21600,2018,9,1,1,0,0,0,0,0,1,0
1298,13.0,15500,2018,9,3,1,0,0,0,0,0,1,0
1703,13.0,13900,2018,9,4,1,0,0,0,0,0,1,0
1020,13.0,12800,2018,9,5,1,0,0,0,0,0,1,0
509,13.0,16600,2018,9,6,1,0,0,0,0,0,1,0
659,13.0,13300,2018,9,7,1,0,0,0,0,0,1,0
1401,13.0,13800,2018,9,8,1,0,0,0,0,0,1,0
1616,13.0,13600,2018,9,10,1,0,0,0,0,0,1,0
2526,13.0,13200,2018,9,11,1,0,0,0,0,0,1,0
150,13.0,20000,2018,9,12,1,0,0,0,0,0,1,0
883,13.0,16400,2018,9,13,1,0,0,0,0,0,1,0
1881,13.0,15300,2018,9,14,1,0,0,0,0,0,1,0
1280,13.0,16100,2018,9,15,1,0,0,0,0,0,1,0
1438,13.0,13500,2018,9,17,1,0,0,0,0,0,1,0
591,13.0,16400,2018,9,19,1,0,0,0,0,0,1,0
776,13.0,12100,2018,9,20,1,0,0,0,0,0,1,0
150,13.0,25000,2018,9,27,1,0,0,0,0,0,1,0
100,13.0,22000,2018,9,28,1,0,0,0,0,0,1,0
548,13.0,21100,2018,10,1,1,0,0,0,0,0,1,0
1220,13.0,25100,2018,10,2,1,0,0,0,0,0,1,0
152,13.0,24000,2018,10,3,1,0,0,0,0,0,1,0
300,13.0,20000,2018,10,4,1,0,0,0,0,0,1,0
950,13.0,18400,2018,10,5,1,0,0,0,0,0,1,0
1659,13.0,15600,2018,10,6,1,0,0,0,0,0,1,0
420,13.0,17100,2018,10,8,1,0,0,0,0,0,1,0
1054,13.0,13600,2018,10,9,1,0,0,0,0,0,1,0
1240,13.0,16800,2018,10,10,1,0,0,0,0,0,1,0
686,13.0,16000,2018,10,11,1,0,0,0,0,0,1,0
904,13.0,16000,2018,10,12,1,0,0,0,0,0,1,0
1663,13.0,16000,2018,10,13,1,0,0,0,0,0,1,0
1605,13.0,13300,2018,10,15,1,0,0,0,0,0,1,0
1163,13.0,17800,2018,10,16,1,0,0,0,0,0,1,0
570,13.0,19300,2018,10,17,1,0,0,0,0,0,1,0
445,13.0,17200,2018,10,18,1,0,0,0,0,0,1,0
265,13.0,15800,2018,10,20,1,0,0,0,0,0,1,0
1659,13.0,18200,2018,10,22,1,0,0,0,0,0,1,0
335,13.0,19300,2018,10,23,1,0,0,0,0,0,1,0
300,13.0,23300,2018,10,24,1,0,0,0,0,0,1,0
437,13.0,25000,2018,10,25,1,0,0,0,0,0,1,0
1192,13.0,21000,2018,10,31,1,0,0,0,0,0,1,0
1566,13.0,18900,2018,11,1,1,0,0,0,0,0,1,0
775,13.0,19400,2018,11,2,1,0,0,0,0,0,1,0
959,13.0,16800,2018,11,3,1,0,0,0,0,0,1,0
425,13.0,20000,2018,11,5,1,0,0,0,0,0,1,0
250,13.0,20000,2018,11,6,1,0,0,0,0,0,1,0
753,13.0,21600,2018,11,7,1,0,0,0,0,0,1,0
680,13.0,21000,2018,11,8,1,0,0,0,0,0,1,0
661,13.0,19600,2018,11,9,1,0,0,0,0,0,1,0
1421,13.0,17800,2018,11,10,1,0,0,0,0,0,1,0
141,13.0,30000,2018,11,12,1,0,0,0,0,0,1,0
946,13.0,30000,2018,11,14,1,0,0,0,0,0,1,0
417,13.0,23500,2018,11,15,1,0,0,0,0,0,1,0
537,13.0,29900,2018,11,16,1,0,0,0,0,0,1,0
838,13.0,23600,2018,11,17,1,0,0,0,0,0,1,0
