amount,weight,avg_price,yyyy,mm,dd,origin_방어진,origin_속초,origin_제주도,origin_죽변,standard_20미,standard_2단,standard_대,standard_중
39394,12,10.0,8000,2017,1,2,0,1,0,0,0,0,0,1
39395,22,15.0,10000,2017,1,2,0,1,0,0,0,0,0,1
39410,35,10.0,8900,2017,1,3,0,1,0,0,0,0,0,1
39412,23,14.0,129700,2017,1,3,0,0,1,0,0,0,1,0
39413,1,15.0,100000,2017,1,3,0,0,1,0,0,0,1,0
39424,6,16.0,110000,2017,1,4,1,0,0,0,0,0,0,1
39426,10,10.0,10000,2017,1,4,0,1,0,0,0,0,0,1
39429,44,10.0,120900,2017,1,4,0,0,1,0,0,0,0,1
39430,18,15.0,108900,2017,1,4,0,0,1,0,0,0,0,1
39443,5,10.0,54000,2017,1,5,1,0,0,0,0,1,0,0
39444,16,16.0,120000,2017,1,5,1,0,0,0,0,1,0,0
39445,5,16.0,120000,2017,1,5,1,0,0,0,0,0,0,1
39446,23,10.0,8300,2017,1,5,0,1,0,0,0,0,0,1
39451,10,15.0,77400,2017,1,6,1,0,0,0,0,1,0,0
39452,10,16.0,120000,2017,1,6,1,0,0,0,0,1,0,0
39454,10,16.0,120000,2017,1,6,1,0,0,0,0,0,0,1
39457,39,10.0,8700,2017,1,6,0,1,0,0,0,0,0,1
39458,11,15.0,120000,2017,1,6,0,0,1,0,0,0,1,0
39459,5,37.0,350000,2017,1,6,0,0,1,0,0,0,1,0
39468,10,16.0,120000,2017,1,7,1,0,0,0,0,1,0,0
39469,5,16.0,120000,2017,1,7,1,0,0,0,0,0,1,0
39470,12,16.0,120000,2017,1,7,1,0,0,0,0,0,0,1
39471,27,10.0,8800,2017,1,7,0,1,0,0,0,0,0,1
39485,5,15.0,50000,2017,1,9,1,0,0,0,0,1,0,0
39489,8,20.0,150000,2017,1,9,1,0,0,0,0,0,0,1
39491,21,10.0,4000,2017,1,9,0,1,0,0,1,0,0,0
39494,20,10.0,10000,2017,1,9,0,1,0,0,0,0,0,1
39495,27,20.0,133700,2017,1,9,0,0,1,0,0,0,0,1
39505,42,10.0,10000,2017,1,10,0,1,0,0,0,0,0,1
39517,3,16.0,150000,2017,1,11,1,0,0,0,0,1,0,0
39519,24,10.0,10000,2017,1,11,0,1,0,0,0,0,0,1
39521,34,15.0,128100,2017,1,11,0,0,1,0,0,0,1,0
39534,17,16.0,138200,2017,1,12,1,0,0,0,0,0,0,1
39535,12,10.0,10000,2017,1,12,0,1,0,0,0,0,0,1
39536,52,1.0,13900,2017,1,12,0,0,1,0,0,0,0,1
39537,8,30.0,346600,2017,1,12,0,0,1,0,0,0,0,1
39541,17,16.0,150000,2017,1,13,1,0,0,0,0,1,0,0
39544,10,16.0,150000,2017,1,13,1,0,0,0,0,0,1,0
39545,5,16.0,150000,2017,1,13,1,0,0,0,0,0,0,1
39546,17,10.0,10000,2017,1,13,0,1,0,0,1,0,0,0
39547,8,10.0,10000,2017,1,13,0,1,0,0,0,0,0,1
39548,19,15.0,140500,2017,1,13,0,0,1,0,0,0,1,0
39553,10,16.0,150000,2017,1,14,1,0,0,0,0,1,0,0
39554,1,16.0,150000,2017,1,14,1,0,0,0,0,0,0,1
39555,26,10.0,10000,2017,1,14,0,1,0,0,0,0,0,1
39556,14,15.0,129100,2017,1,14,0,0,1,0,0,0,1,0
39569,29,16.0,150000,2017,1,16,1,0,0,0,0,1,0,0
39570,6,16.0,150000,2017,1,16,1,0,0,0,0,0,1,0
39571,44,1.0,12000,2017,1,16,0,0,1,0,0,0,1,0
39572,39,10.0,123000,2017,1,16,0,0,1,0,0,0,0,1
39573,18,36.0,325600,2017,1,16,0,0,1,0,0,0,0,1
39582,75,10.0,8700,2017,1,17,0,1,0,0,0,0,0,1
39583,2,10.0,25000,2017,1,17,0,0,1,0,0,0,0,1
39584,23,15.0,128900,2017,1,17,0,0,1,0,0,0,0,1
39593,10,10.0,10000,2017,1,18,0,1,0,0,0,0,0,1
39594,48,1.0,14000,2017,1,18,0,0,1,0,0,0,1,0
39595,33,15.0,140000,2017,1,18,0,0,1,0,0,0,1,0
39602,44,10.0,10000,2017,1,19,0,1,0,0,0,0,0,1
39603,77,1.0,14000,2017,1,19,0,0,1,0,0,0,1,0
39611,22,10.0,5000,2017,1,20,0,1,0,0,1,0,0,0
39612,22,10.0,10000,2017,1,20,0,1,0,0,0,0,0,1
39624,24,16.0,150000,2017,1,21,1,0,0,0,0,1,0,0
39627,17,16.0,150000,2017,1,21,1,0,0,0,0,0,1,0
39628,22,16.0,150000,2017,1,21,1,0,0,0,0,0,0,1
39632,9,1.0,10000,2017,1,21,0,0,1,0,0,0,1,0
39633,30,15.0,140300,2017,1,21,0,0,1,0,0,0,1,0
39634,60,1.0,13100,2017,1,21,0,0,1,0,0,0,0,1
39635,1,10.0,90000,2017,1,21,0,0,1,0,0,0,0,1
39636,41,15.0,130400,2017,1,21,0,0,1,0,0,0,0,1
39641,23,16.0,150000,2017,1,23,1,0,0,0,0,1,0,0
39642,5,20.0,150000,2017,1,23,1,0,0,0,0,1,0,0
39646,15,16.0,150000,2017,1,23,1,0,0,0,0,0,1,0
39647,25,16.0,82000,2017,1,23,1,0,0,0,0,0,0,1
39648,23,10.0,10000,2017,1,23,0,1,0,0,0,0,0,1
39651,14,10.0,113800,2017,1,23,0,0,1,0,0,0,1,0
39652,10,15.0,110000,2017,1,23,0,0,1,0,0,0,1,0
39653,3,10.0,60000,2017,1,23,0,0,1,0,0,0,0,1
39654,34,15.0,130000,2017,1,23,0,0,1,0,0,0,0,1
39660,10,16.0,130000,2017,1,24,1,0,0,0,0,0,1,0
39666,31,15.0,117400,2017,1,24,0,0,1,0,0,0,1,0
39667,8,33.0,120000,2017,1,24,0,0,1,0,0,0,1,0
39681,10,16.0,120000,2017,1,25,1,0,0,0,0,1,0,0
39682,5,16.0,120000,2017,1,25,1,0,0,0,0,0,1,0
39685,106,10.0,9300,2017,1,25,0,1,0,0,0,0,0,1
39686,102,1.0,10900,2017,1,25,0,0,1,0,0,0,1,0
39691,2,22.0,80000,2017,1,26,1,0,0,0,0,0,1,0
39692,10,16.0,100000,2017,1,26,1,0,0,0,0,0,0,1
39694,55,10.0,8000,2017,1,26,0,1,0,0,1,0,0,0
39695,27,10.0,10000,2017,1,26,0,1,0,0,0,0,0,1
39696,82,1.0,11900,2017,1,26,0,0,1,0,0,0,1,0
39697,15,10.0,110000,2017,1,26,0,0,1,0,0,0,1,0
39701,4,16.0,80000,2017,1,27,1,0,0,0,0,1,0,0
39702,26,10.0,8000,2017,1,27,0,1,0,0,0,0,0,1
39703,80,1.0,7200,2017,1,27,0,0,1,0,0,0,0,1
39704,40,15.0,73500,2017,1,27,0,0,1,0,0,0,0,1
39706,28,16.0,80000,2017,2,1,1,0,0,0,0,1,0,0
39708,5,16.0,80000,2017,2,1,1,0,0,0,0,0,1,0
39709,5,16.0,80000,2017,2,1,1,0,0,0,0,0,0,1
39712,83,10.0,9400,2017,2,1,0,1,0,0,0,0,0,1
39724,9,10.0,100000,2017,2,2,1,0,0,0,0,1,0,0
39725,34,16.0,90000,2017,2,2,1,0,0,0,0,0,1,0
39726,37,10.0,7000,2017,2,2,0,1,0,0,1,0,0,0
39728,23,10.0,10000,2017,2,2,0,1,0,0,0,0,0,1
39730,18,15.0,79400,2017,2,2,0,0,1,0,0,0,1,0
39731,20,16.0,90000,2017,2,2,0,0,1,0,0,0,1,0
39740,8,16.0,90000,2017,2,3,1,0,0,0,0,1,0,0
39743,10,10.0,7000,2017,2,3,0,1,0,0,1,0,0,0
39744,73,10.0,10000,2017,2,3,0,1,0,0,0,0,0,1
39745,2,10.0,80000,2017,2,3,0,0,1,0,0,0,0,1
39748,39,10.0,9500,2017,2,4,0,1,0,0,0,0,0,1
39755,11,10.0,90000,2017,2,6,1,0,0,0,0,1,0,0
39761,8,10.0,90000,2017,2,6,1,0,0,0,0,0,1,0
39762,10,16.0,90000,2017,2,6,1,0,0,0,0,0,1,0
39763,17,16.0,90000,2017,2,6,1,0,0,0,0,0,0,1
39766,14,10.0,10000,2017,2,6,0,1,0,0,1,0,0,0
39767,52,10.0,8800,2017,2,6,0,1,0,0,0,0,0,1
39769,31,16.0,101400,2017,2,6,0,0,1,0,0,0,1,0
39772,5,1.0,3500,2017,2,6,0,0,1,0,0,0,0,1
39777,4,16.0,90000,2017,2,7,1,0,0,0,0,1,0,0
39780,6,10.0,110000,2017,2,7,1,0,0,0,0,0,1,0
39781,10,16.0,90000,2017,2,7,1,0,0,0,0,0,1,0
39782,3,16.0,90000,2017,2,7,1,0,0,0,0,0,0,1
39795,18,10.0,8000,2017,2,8,0,1,0,0,0,0,0,1
39796,21,15.0,90000,2017,2,8,0,0,1,0,0,0,1,0
39799,12,10.0,120000,2017,2,9,1,0,0,0,0,1,0,0
39801,18,10.0,10000,2017,2,9,0,1,0,0,0,0,0,1
39803,32,1.0,7800,2017,2,9,0,0,1,0,0,0,0,1
39804,1,5.0,50000,2017,2,9,0,0,1,0,0,0,0,1
39805,23,15.0,87400,2017,2,9,0,0,1,0,0,0,0,1
39819,6,10.0,10000,2017,2,10,0,1,0,0,0,0,0,1
39820,4,13.0,50000,2017,2,10,0,0,1,0,0,0,0,1
39821,98,15.0,66700,2017,2,10,0,0,1,0,0,0,0,1
39822,29,17.0,70000,2017,2,10,0,0,1,0,0,0,0,1
39829,6,16.0,150000,2017,2,11,1,0,0,0,0,0,1,0
39831,9,15.0,70000,2017,2,11,0,0,1,0,0,0,0,1
39838,1,16.0,160000,2017,2,13,1,0,0,0,0,1,0,0
39839,2,15.0,160000,2017,2,13,1,0,0,0,0,0,1,0
39840,12,16.0,160000,2017,2,13,1,0,0,0,0,0,1,0
39841,17,20.0,160000,2017,2,13,1,0,0,0,0,0,1,0
39844,25,10.0,8000,2017,2,13,0,1,0,0,1,0,0,0
39845,47,10.0,8700,2017,2,13,0,1,0,0,0,0,0,1
39846,53,8.0,81700,2017,2,13,0,0,1,0,0,0,0,1
39852,2,15.0,150000,2017,2,14,1,0,0,0,0,1,0,0
39853,7,16.0,150000,2017,2,14,1,0,0,0,0,1,0,0
39854,10,16.0,150000,2017,2,14,1,0,0,0,0,0,1,0
39855,12,16.0,150000,2017,2,14,1,0,0,0,0,0,0,1
39859,14,10.0,10000,2017,2,14,0,1,0,0,0,0,0,1
39860,35,15.0,80000,2017,2,14,0,0,1,0,0,0,1,0
39861,1,10.0,54000,2017,2,14,0,0,1,0,0,0,0,1
39862,74,15.0,76300,2017,2,14,0,0,1,0,0,0,0,1
39863,12,35.0,104700,2017,2,14,0,0,1,0,0,0,0,1
39875,7,16.0,120000,2017,2,15,1,0,0,0,0,1,0,0
39876,10,16.0,130000,2017,2,15,1,0,0,0,0,0,1,0
39877,8,16.0,145000,2017,2,15,1,0,0,0,0,0,0,1
39882,6,10.0,10000,2017,2,15,0,1,0,0,0,0,0,1
39883,1,7.0,50000,2017,2,15,0,0,1,0,0,0,0,1
39884,36,15.0,76400,2017,2,15,0,0,1,0,0,0,0,1
39889,34,10.0,10000,2017,2,16,0,1,0,0,0,0,0,1
39890,12,1.0,4500,2017,2,16,0,0,1,0,0,0,1,0
39891,91,15.0,89000,2017,2,16,0,0,1,0,0,0,1,0
39892,1,15.0,74000,2017,2,16,0,0,1,0,0,0,0,1
39899,1,10.0,10000,2017,2,17,1,0,0,0,1,0,0,0
39901,2,10.0,150000,2017,2,17,1,0,0,0,0,0,1,0
39902,2,16.0,130000,2017,2,17,1,0,0,0,0,0,1,0
39903,9,20.0,114400,2017,2,17,1,0,0,0,0,0,0,1
39905,16,10.0,3000,2017,2,17,0,1,0,0,1,0,0,0
39906,19,10.0,9400,2017,2,17,0,1,0,0,0,0,0,1
39907,120,1.0,9300,2017,2,17,0,0,1,0,0,0,1,0
39908,24,15.0,85700,2017,2,17,0,0,1,0,0,0,1,0
39909,1,10.0,114400,2017,2,17,0,0,1,0,0,0,0,1
39910,5,35.0,116400,2017,2,17,0,0,1,0,0,0,0,1
39919,5,16.0,140000,2017,2,18,1,0,0,0,0,1,0,0
39921,13,16.0,140000,2017,2,18,1,0,0,0,0,0,1,0
39922,10,22.0,123000,2017,2,18,1,0,0,0,0,0,1,0
39925,12,10.0,8200,2017,2,18,0,1,0,0,0,0,0,1
39926,1,7.0,50000,2017,2,18,0,0,1,0,0,0,1,0
39927,54,15.0,77700,2017,2,18,0,0,1,0,0,0,1,0
39928,9,15.0,80000,2017,2,18,0,0,1,0,0,0,0,1
39929,3,25.0,100000,2017,2,18,0,0,1,0,0,0,0,1
39938,11,16.0,140000,2017,2,20,1,0,0,0,0,1,0,0
39940,9,15.0,111100,2017,2,20,1,0,0,0,0,0,1,0
39941,24,16.0,140000,2017,2,20,1,0,0,0,0,0,1,0
39942,22,10.0,10000,2017,2,20,0,1,0,0,0,0,0,1
39943,62,15.0,75100,2017,2,20,0,0,1,0,0,0,1,0
39944,19,8.0,42000,2017,2,20,0,0,1,0,0,0,0,1
39945,22,10.0,78300,2017,2,20,0,0,1,0,0,0,0,1
39946,1,20.0,90000,2017,2,20,0,0,1,0,0,0,0,1
39959,9,16.0,130000,2017,2,21,1,0,0,0,0,1,0,0
39962,20,16.0,100000,2017,2,21,1,0,0,0,0,0,1,0
39963,6,16.0,121700,2017,2,21,1,0,0,0,0,0,0,1
39965,2,16.0,130000,2017,2,21,0,1,0,0,0,0,0,1
39968,2,1.0,5000,2017,2,21,0,0,1,0,0,0,1,0
39969,1,6.0,50000,2017,2,21,0,0,1,0,0,0,1,0
39970,2,10.0,53000,2017,2,21,0,0,1,0,0,0,1,0
39971,2,13.0,70000,2017,2,21,0,0,1,0,0,0,1,0
39972,44,15.0,73800,2017,2,21,0,0,1,0,0,0,1,0
39980,100,1.0,7000,2017,2,22,0,0,1,0,0,0,1,0
39981,61,15.0,71500,2017,2,22,0,0,1,0,0,0,1,0
39982,3,35.0,120000,2017,2,22,0,0,1,0,0,0,1,0
39983,54,1.0,3700,2017,2,22,0,0,1,0,0,0,0,1
39984,27,15.0,74800,2017,2,22,0,0,1,0,0,0,0,1
39985,1,18.0,80000,2017,2,22,0,0,1,0,0,0,0,1
39994,10,15.0,79800,2017,2,23,1,0,0,0,0,1,0,0
39995,6,16.0,130000,2017,2,23,1,0,0,0,0,1,0,0
39997,10,16.0,130000,2017,2,23,1,0,0,0,0,0,1,0
39999,8,10.0,8000,2017,2,23,0,1,0,0,1,0,0,0
40000,15,10.0,10000,2017,2,23,0,1,0,0,0,0,0,1
40001,243,1.0,7700,2017,2,23,0,0,1,0,0,0,1,0
40002,17,15.0,80000,2017,2,23,0,0,1,0,0,0,1,0
40013,28,16.0,133600,2017,2,24,1,0,0,0,0,1,0,0
40015,6,16.0,130000,2017,2,24,1,0,0,0,0,0,1,0
40016,6,16.0,130000,2017,2,24,1,0,0,0,0,0,0,1
40019,14,10.0,10000,2017,2,24,0,1,0,0,0,0,0,1
40020,213,1.0,7900,2017,2,24,0,0,1,0,0,0,1,0
40021,45,15.0,70600,2017,2,24,0,0,1,0,0,0,1,0
40022,50,16.0,86000,2017,2,24,0,0,1,0,0,0,0,1
40034,32,10.0,10000,2017,2,25,0,1,0,0,0,0,0,1
40041,2,10.0,10000,2017,2,27,1,0,0,0,1,0,0,0
40042,8,10.0,150000,2017,2,27,1,0,0,0,0,1,0,0
40045,5,16.0,120000,2017,2,27,1,0,0,0,0,0,0,1
40047,60,10.0,8700,2017,2,27,0,1,0,0,0,0,0,1
40058,14,10.0,135000,2017,2,28,1,0,0,0,0,1,0,0
40060,7,16.0,130000,2017,2,28,1,0,0,0,0,0,1,0
40061,1,15.0,80000,2017,2,28,1,0,0,0,0,0,0,1
40065,26,10.0,8000,2017,2,28,0,1,0,0,1,0,0,0
40067,10,10.0,10000,2017,2,28,0,1,0,0,0,0,0,1
40068,105,15.0,67200,2017,2,28,0,0,1,0,0,0,1,0
40080,18,22.0,140000,2017,3,1,1,0,0,0,0,1,0,0
40081,7,16.0,130000,2017,3,1,1,0,0,0,0,0,1,0
40082,6,20.0,130000,2017,3,1,1,0,0,0,0,0,0,1
40083,13,10.0,8000,2017,3,1,0,1,0,0,1,0,0,0
40084,4,1.0,3500,2017,3,1,0,1,0,0,0,0,0,1
40085,43,10.0,8400,2017,3,1,0,1,0,0,0,0,0,1
40086,250,1.0,6200,2017,3,1,0,0,1,0,0,0,1,0
40087,57,15.0,69400,2017,3,1,0,0,1,0,0,0,1,0
40096,30,10.0,6500,2017,3,2,0,1,0,0,1,0,0,0
40097,34,10.0,7100,2017,3,2,0,1,0,0,0,0,0,1
40098,47,1.0,6500,2017,3,2,0,0,1,0,0,0,1,0
40099,85,15.0,66000,2017,3,2,0,0,1,0,0,0,1,0
40100,8,30.0,148900,2017,3,2,0,0,1,0,0,0,1,0
40101,10,1.0,6000,2017,3,2,0,0,1,0,0,0,0,1
40102,2,10.0,40000,2017,3,2,0,0,1,0,0,0,0,1
40103,26,16.0,73000,2017,3,2,0,0,1,0,0,0,0,1
40119,45,10.0,5000,2017,3,3,0,1,0,0,1,0,0,0
40120,10,10.0,10000,2017,3,3,0,1,0,0,0,0,0,1
40121,284,1.0,6000,2017,3,3,0,0,1,0,0,0,1,0
40122,90,15.0,67000,2017,3,3,0,0,1,0,0,0,1,0
40123,7,10.0,40000,2017,3,3,0,0,1,0,0,0,0,1
40135,14,16.0,130000,2017,3,4,1,0,0,0,0,1,0,0
40137,5,10.0,130000,2017,3,4,1,0,0,0,0,0,1,0
40138,11,16.0,130000,2017,3,4,1,0,0,0,0,0,1,0
40144,32,10.0,5400,2017,3,4,0,1,0,0,1,0,0,0
40146,1,10.0,62000,2017,3,4,0,0,1,0,0,0,1,0
40147,37,15.0,71000,2017,3,4,0,0,1,0,0,0,1,0
40148,65,10.0,16000,2017,3,4,0,0,1,0,0,0,0,1
40158,39,10.0,5700,2017,3,6,0,1,0,0,1,0,0,0
40159,30,10.0,9400,2017,3,6,0,1,0,0,0,0,0,1
40160,32,1.0,6600,2017,3,6,0,0,1,0,0,0,0,1
40161,1,8.0,60000,2017,3,6,0,0,1,0,0,0,0,1
40162,36,15.0,67300,2017,3,6,0,0,1,0,0,0,0,1
40163,43,20.0,65200,2017,3,6,0,0,1,0,0,0,0,1
40177,15,16.0,103300,2017,3,7,1,0,0,0,0,1,0,0
40179,8,16.0,123800,2017,3,7,1,0,0,0,0,0,1,0
40180,5,16.0,130000,2017,3,7,1,0,0,0,0,0,0,1
40182,11,10.0,10000,2017,3,7,0,1,0,0,0,0,0,1
40183,1,1.0,5500,2017,3,7,0,0,1,0,0,0,1,0
40184,74,15.0,70900,2017,3,7,0,0,1,0,0,0,1,0
40199,5,16.0,130000,2017,3,8,1,0,0,0,0,0,0,1
40201,17,10.0,9300,2017,3,8,0,1,0,0,0,0,0,1
40203,100,1.0,6000,2017,3,8,0,0,1,0,0,0,1,0
40204,103,15.0,66600,2017,3,8,0,0,1,0,0,0,1,0
40218,5,16.0,130000,2017,3,9,1,0,0,0,0,0,1,0
40219,9,16.0,130000,2017,3,9,1,0,0,0,0,0,0,1
40221,37,10.0,9400,2017,3,9,0,1,0,0,0,0,0,1
40222,202,1.0,7500,2017,3,9,0,0,1,0,0,0,1,0
40223,78,15.0,72300,2017,3,9,0,0,1,0,0,0,1,0
40224,1,20.0,75500,2017,3,9,0,0,1,0,0,0,1,0
40233,7,16.0,130000,2017,3,10,1,0,0,0,0,1,0,0
40235,6,16.0,130000,2017,3,10,1,0,0,0,0,0,1,0
40236,18,16.0,130000,2017,3,10,1,0,0,0,0,0,0,1
40237,21,10.0,9500,2017,3,10,0,1,0,0,0,0,0,1
40238,70,1.0,6100,2017,3,10,0,0,1,0,0,0,1,0
40239,71,15.0,86700,2017,3,10,0,0,1,0,0,0,1,0
40240,1,13.0,100000,2017,3,10,0,0,1,0,0,0,0,1
40241,10,15.0,80000,2017,3,10,0,0,1,0,0,0,0,1
40250,3,16.0,150000,2017,3,11,1,0,0,0,0,0,0,1
40251,15,20.0,130000,2017,3,11,1,0,0,0,0,0,0,1
40252,19,10.0,8600,2017,3,11,0,1,0,0,0,0,0,1
40253,146,1.0,7100,2017,3,11,0,0,1,0,0,0,1,0
40254,92,15.0,76900,2017,3,11,0,0,1,0,0,0,1,0
40255,38,16.0,83400,2017,3,11,0,0,1,0,0,0,1,0
40264,7,10.0,140000,2017,3,13,1,0,0,0,0,1,0,0
40265,8,22.0,130000,2017,3,13,1,0,0,0,0,1,0,0
40269,6,10.0,130000,2017,3,13,1,0,0,0,0,0,1,0
40270,17,15.0,125300,2017,3,13,1,0,0,0,0,0,1,0
40271,11,10.0,130000,2017,3,13,1,0,0,0,0,0,0,1
40272,13,22.0,130000,2017,3,13,1,0,0,0,0,0,0,1
40273,52,10.0,8800,2017,3,13,0,1,0,0,0,0,0,1
40274,83,1.0,7200,2017,3,13,0,0,1,0,0,0,0,1
40275,169,10.0,78400,2017,3,13,0,0,1,0,0,0,0,1
40284,5,16.0,130000,2017,3,14,1,0,0,0,0,0,1,0
40286,33,10.0,8200,2017,3,14,0,1,0,0,0,0,0,1
40287,14,1.0,5500,2017,3,14,0,0,1,0,0,0,0,1
40288,1,13.0,75000,2017,3,14,0,0,1,0,0,0,0,1
40289,175,15.0,71000,2017,3,14,0,0,1,0,0,0,0,1
40290,2,35.0,140000,2017,3,14,0,0,1,0,0,0,0,1
40307,6,20.0,150000,2017,3,15,1,0,0,0,0,1,0,0
40311,43,10.0,8300,2017,3,15,0,1,0,0,0,0,0,1
40314,27,1.0,5000,2017,3,15,0,0,1,0,0,0,1,0
40315,91,15.0,68800,2017,3,15,0,0,1,0,0,0,1,0
40316,27,15.0,78300,2017,3,15,0,0,1,0,0,0,0,1
40317,1,25.0,120000,2017,3,15,0,0,1,0,0,0,0,1
40325,24,10.0,8900,2017,3,16,0,1,0,0,0,0,0,1
40329,69,1.0,5800,2017,3,16,0,0,1,0,0,0,1,0
40330,117,15.0,69000,2017,3,16,0,0,1,0,0,0,1,0
40341,30,10.0,22500,2017,3,17,0,1,0,0,0,0,0,1
40342,20,10.0,79400,2017,3,17,0,0,1,0,0,0,1,0
40343,89,15.0,68700,2017,3,17,0,0,1,0,0,0,1,0
40344,8,18.0,140000,2017,3,17,0,0,1,0,0,0,1,0
40345,2,21.0,150000,2017,3,17,0,0,1,0,0,0,1,0
40349,153,10.0,7100,2017,3,18,0,1,0,0,0,0,0,1
40352,25,1.0,8000,2017,3,18,0,0,1,0,0,0,1,0
40353,1,7.0,50000,2017,3,18,0,0,1,0,0,0,1,0
40354,73,15.0,79400,2017,3,18,0,0,1,0,0,0,1,0
40361,3,10.0,50000,2017,3,20,1,0,0,0,1,0,0,0
40362,5,16.0,140000,2017,3,20,1,0,0,0,0,1,0,0
40363,8,20.0,140000,2017,3,20,1,0,0,0,0,1,0,0
40366,12,16.0,130000,2017,3,20,1,0,0,0,0,0,1,0
40367,10,10.0,120000,2017,3,20,1,0,0,0,0,0,0,1
40368,13,16.0,130000,2017,3,20,1,0,0,0,0,0,0,1
40370,81,10.0,9200,2017,3,20,0,1,0,0,0,0,0,1
40373,4,1.0,7000,2017,3,20,0,0,1,0,0,0,1,0
40374,29,15.0,87800,2017,3,20,0,0,1,0,0,0,1,0
40384,25,10.0,50000,2017,3,21,1,0,0,0,1,0,0,0
40385,3,16.0,140000,2017,3,21,1,0,0,0,0,1,0,0
40386,7,20.0,140000,2017,3,21,1,0,0,0,0,1,0,0
40388,17,16.0,140000,2017,3,21,1,0,0,0,0,0,0,1
40389,60,10.0,8000,2017,3,21,0,1,0,0,0,0,0,1
40392,7,1.0,7300,2017,3,21,0,0,1,0,0,0,1,0
40393,30,14.0,80500,2017,3,21,0,0,1,0,0,0,1,0
40394,140,15.0,74400,2017,3,21,0,0,1,0,0,0,1,0
40395,2,18.0,81000,2017,3,21,0,0,1,0,0,0,1,0
40404,7,10.0,40000,2017,3,22,1,0,0,0,0,1,0,0
40405,17,16.0,140000,2017,3,22,1,0,0,0,0,1,0,0
40408,5,16.0,140000,2017,3,22,1,0,0,0,0,0,0,1
40409,8,10.0,10000,2017,3,22,0,1,0,0,0,0,0,1
40410,153,15.0,72100,2017,3,22,0,0,1,0,0,0,1,0
40411,17,8.0,70000,2017,3,22,0,0,1,0,0,0,0,1
40412,14,10.0,78900,2017,3,22,0,0,1,0,0,0,0,1
40413,6,12.0,80000,2017,3,22,0,0,1,0,0,0,0,1
40414,53,15.0,78900,2017,3,22,0,0,1,0,0,0,0,1
40421,60,10.0,6900,2017,3,23,0,1,0,0,1,0,0,0
40422,94,10.0,6700,2017,3,23,0,1,0,0,0,0,0,1
40423,178,15.0,65900,2017,3,23,0,0,1,0,0,0,1,0
40424,16,14.0,50000,2017,3,23,0,0,1,0,0,0,0,1
40425,72,15.0,70800,2017,3,23,0,0,1,0,0,0,0,1
40438,14,10.0,30000,2017,3,24,1,0,0,0,1,0,0,0
40439,15,16.0,150000,2017,3,24,1,0,0,0,0,1,0,0
40443,16,16.0,150000,2017,3,24,1,0,0,0,0,0,0,1
40445,24,10.0,8800,2017,3,24,0,1,0,0,0,0,0,1
40446,40,15.0,67700,2017,3,24,0,0,1,0,0,0,1,0
40447,72,1.0,6200,2017,3,24,0,0,1,0,0,0,0,1
40448,80,10.0,71800,2017,3,24,0,0,1,0,0,0,0,1
40449,21,13.0,59000,2017,3,24,0,0,1,0,0,0,0,1
40450,7,14.0,70000,2017,3,24,0,0,1,0,0,0,0,1
40451,29,15.0,70000,2017,3,24,0,0,1,0,0,0,0,1
40452,7,10.0,8000,2017,3,24,0,0,0,1,0,0,0,1
40456,8,16.0,140000,2017,3,25,1,0,0,0,0,1,0,0
40459,3,16.0,140000,2017,3,25,1,0,0,0,0,0,1,0
40460,4,16.0,140000,2017,3,25,1,0,0,0,0,0,0,1
40464,20,10.0,7000,2017,3,25,0,1,0,0,1,0,0,0
40465,10,10.0,10000,2017,3,25,0,1,0,0,0,0,0,1
40466,74,15.0,61500,2017,3,25,0,0,1,0,0,0,1,0
40467,8,1.0,7000,2017,3,25,0,0,1,0,0,0,0,1
40468,1,8.5,60000,2017,3,25,0,0,1,0,0,0,0,1
40469,29,10.0,61000,2017,3,25,0,0,1,0,0,0,0,1
40470,50,10.5,55000,2017,3,25,0,0,1,0,0,0,0,1
40471,28,12.0,54900,2017,3,25,0,0,1,0,0,0,0,1
40472,16,13.0,58100,2017,3,25,0,0,1,0,0,0,0,1
40473,9,16.0,150000,2017,3,27,1,0,0,0,0,0,1,0
40474,12,11.0,25000,2017,3,27,1,0,0,0,0,0,0,1
40478,30,10.0,7000,2017,3,27,0,1,0,0,1,0,0,0
40479,14,10.0,9600,2017,3,27,0,1,0,0,0,0,0,1
40481,1,8.0,40000,2017,3,27,0,0,1,0,0,0,0,1
40482,289,10.0,56600,2017,3,27,0,0,1,0,0,0,0,1
40499,15,16.0,130000,2017,3,28,1,0,0,0,0,0,1,0
40502,10,10.0,10000,2017,3,28,0,1,0,0,0,0,0,1
40504,1,4.0,20000,2017,3,28,0,0,1,0,0,0,0,1
40505,9,10.0,28900,2017,3,28,0,0,1,0,0,0,0,1
40506,12,13.0,60000,2017,3,28,0,0,1,0,0,0,0,1
40507,134,15.0,59600,2017,3,28,0,0,1,0,0,0,0,1
40519,20,16.0,130000,2017,3,29,1,0,0,0,0,0,1,0
40520,4,16.0,130000,2017,3,29,1,0,0,0,0,0,0,1
40523,15,10.0,10000,2017,3,29,0,1,0,0,1,0,0,0
40524,93,10.0,7900,2017,3,29,0,1,0,0,0,0,0,1
40525,350,1.0,5500,2017,3,29,0,0,1,0,0,0,1,0
40526,8,14.0,51300,2017,3,29,0,0,1,0,0,0,1,0
