amount,weight,avg_price,yyyy,mm,dd,origin_군산,origin_대천,origin_완도,standard_12/13미,standard_13/14미,standard_14/15미,standard_15/16미
22039,187,1.0,22600,2020,5,8,0,0,1,0,1,0,0
22041,200,1.0,20400,2020,5,8,0,0,1,0,0,1,0
22043,180,1.0,19900,2020,5,8,0,0,1,0,0,0,1
22057,244,1.0,23500,2020,5,9,0,0,1,1,0,0,0
22059,138,1.0,23100,2020,5,9,0,0,1,0,1,0,0
22060,164,1.0,21400,2020,5,9,0,0,1,0,0,1,0
22062,190,1.0,21000,2020,5,9,0,0,1,0,0,0,1
22077,268,1.0,24100,2020,5,11,0,0,1,1,0,0,0
22079,173,1.0,23100,2020,5,11,0,0,1,0,1,0,0
22081,228,1.0,22500,2020,5,11,0,0,1,0,0,1,0
22083,242,1.0,20800,2020,5,11,0,0,1,0,0,0,1
22097,159,1.0,24200,2020,5,12,0,0,1,1,0,0,0
22098,123,1.0,22300,2020,5,12,0,0,1,0,1,0,0
22099,138,1.0,23300,2020,5,12,0,0,1,0,0,1,0
22100,147,1.0,21000,2020,5,12,0,0,1,0,0,0,1
22117,277,1.0,22900,2020,5,13,0,0,1,1,0,0,0
22119,169,1.0,21700,2020,5,13,0,0,1,0,1,0,0
22121,80,1.0,22000,2020,5,13,0,0,1,0,0,1,0
22123,172,1.0,19200,2020,5,13,0,0,1,0,0,0,1
22138,222,1.0,23300,2020,5,14,0,0,1,1,0,0,0
22140,92,1.0,22200,2020,5,14,0,0,1,0,1,0,0
22142,162,1.0,22100,2020,5,14,0,0,1,0,0,1,0
22143,160,1.0,19800,2020,5,14,0,0,1,0,0,0,1
22158,174,1.0,22000,2020,5,15,0,0,1,1,0,0,0
22160,193,1.0,23000,2020,5,15,0,0,1,0,1,0,0
22162,219,1.0,21000,2020,5,15,0,0,1,0,0,1,0
22163,187,1.0,18300,2020,5,15,0,0,1,0,0,0,1
22177,89,1.0,24400,2020,5,16,0,0,1,1,0,0,0
22179,182,1.0,22000,2020,5,16,0,0,1,0,1,0,0
22181,205,1.0,18200,2020,5,16,0,0,1,0,0,1,0
22183,325,1.0,18100,2020,5,16,0,0,1,0,0,0,1
22197,322,1.0,23500,2020,5,18,0,0,1,1,0,0,0
22198,142,1.0,23000,2020,5,18,0,0,1,0,1,0,0
22199,110,1.0,22800,2020,5,18,0,0,1,0,0,1,0
22201,253,1.0,18900,2020,5,18,0,0,1,0,0,0,1
22217,250,1.0,23500,2020,5,19,0,0,1,1,0,0,0
22218,148,1.0,21200,2020,5,19,0,0,1,0,1,0,0
22220,181,1.0,22200,2020,5,19,0,0,1,0,0,1,0
22221,189,1.0,19100,2020,5,19,0,0,1,0,0,0,1
22238,287,1.0,24000,2020,5,20,0,0,1,1,0,0,0
22239,114,1.0,22200,2020,5,20,0,0,1,0,1,0,0
22241,169,1.0,21600,2020,5,20,0,0,1,0,0,1,0
22243,232,1.0,18200,2020,5,20,0,0,1,0,0,0,1
22258,148,1.0,23700,2020,5,21,0,0,1,1,0,0,0
22259,101,1.0,20400,2020,5,21,0,0,1,0,1,0,0
22261,173,1.0,21900,2020,5,21,0,0,1,0,0,1,0
22262,301,1.0,19300,2020,5,21,0,0,1,0,0,0,1
22277,123,1.0,24300,2020,5,22,0,0,1,1,0,0,0
22278,158,1.0,23200,2020,5,22,0,0,1,0,1,0,0
22279,105,1.0,23200,2020,5,22,0,0,1,0,0,1,0
22280,246,1.0,20400,2020,5,22,0,0,1,0,0,0,1
22297,208,1.0,23500,2020,5,23,0,0,1,1,0,0,0
22298,148,1.0,22600,2020,5,23,0,0,1,0,1,0,0
22299,151,1.0,21200,2020,5,23,0,0,1,0,0,1,0
22300,187,1.0,19600,2020,5,23,0,0,1,0,0,0,1
22317,226,1.0,24100,2020,5,25,0,0,1,1,0,0,0
22318,87,1.0,23600,2020,5,25,0,0,1,0,1,0,0
22319,69,1.0,22500,2020,5,25,0,0,1,0,0,1,0
22320,302,1.0,21500,2020,5,25,0,0,1,0,0,0,1
22337,135,1.0,22700,2020,5,26,0,0,1,1,0,0,0
22339,35,1.0,24000,2020,5,26,0,0,1,0,1,0,0
22341,91,1.0,22400,2020,5,26,0,0,1,0,0,1,0
22343,190,1.0,19900,2020,5,26,0,0,1,0,0,0,1
22357,172,1.0,23300,2020,5,27,0,0,1,1,0,0,0
22359,118,1.0,22600,2020,5,27,0,0,1,0,1,0,0
22361,69,1.0,22700,2020,5,27,0,0,1,0,0,1,0
22363,151,1.0,20200,2020,5,27,0,0,1,0,0,0,1
22377,67,1.0,24700,2020,5,28,0,0,1,1,0,0,0
22378,102,1.0,24900,2020,5,28,0,0,1,0,1,0,0
22380,44,1.0,17300,2020,5,28,0,0,1,0,0,1,0
22382,204,1.0,20600,2020,5,28,0,0,1,0,0,0,1
22397,169,1.0,22900,2020,5,29,0,0,1,1,0,0,0
22399,86,1.0,22000,2020,5,29,0,0,1,0,1,0,0
22401,194,1.0,20800,2020,5,29,0,0,1,0,0,1,0
22403,196,1.0,19600,2020,5,29,0,0,1,0,0,0,1
22417,230,1.0,23500,2020,5,30,0,0,1,1,0,0,0
22418,376,1.0,21100,2020,5,30,0,0,1,0,1,0,0
22420,69,1.0,22200,2020,5,30,0,0,1,0,0,1,0
22421,116,1.0,18900,2020,5,30,0,0,1,0,0,0,1
22437,136,1.0,22800,2020,6,1,0,0,1,1,0,0,0
22438,436,1.0,21000,2020,6,1,0,0,1,0,1,0,0
22439,114,1.0,21400,2020,6,1,0,0,1,0,0,1,0
22440,513,1.0,17900,2020,6,1,0,0,1,0,0,0,1
22457,165,1.0,20600,2020,6,2,0,0,1,1,0,0,0
22458,226,1.0,20900,2020,6,2,0,0,1,0,1,0,0
22459,138,1.0,19800,2020,6,2,0,0,1,0,0,1,0
22460,149,1.0,16900,2020,6,2,0,0,1,0,0,0,1
22477,98,1.0,22500,2020,6,3,0,0,1,1,0,0,0
22478,242,1.0,18900,2020,6,3,0,0,1,0,1,0,0
22480,202,1.0,17100,2020,6,3,0,0,1,0,0,1,0
22481,245,1.0,16800,2020,6,3,0,0,1,0,0,0,1
22497,60,1.0,23900,2020,6,4,0,0,1,1,0,0,0
22498,66,1.0,23300,2020,6,4,0,0,1,0,1,0,0
22499,159,1.0,21500,2020,6,4,0,0,1,0,0,1,0
22500,142,1.0,20400,2020,6,4,0,0,1,0,0,0,1
22518,190,1.0,22300,2020,6,5,0,0,1,1,0,0,0
22520,191,1.0,20900,2020,6,5,0,0,1,0,1,0,0
22522,83,1.0,21400,2020,6,5,0,0,1,0,0,1,0
22523,131,1.0,19400,2020,6,5,0,0,1,0,0,0,1
22538,230,1.0,23000,2020,6,6,0,0,1,1,0,0,0
22539,160,1.0,22300,2020,6,6,0,0,1,0,1,0,0
22541,274,1.0,21700,2020,6,6,0,0,1,0,0,1,0
22543,80,1.0,21900,2020,6,6,0,0,1,0,0,0,1
22557,305,1.0,22400,2020,6,8,0,0,1,1,0,0,0
22558,213,1.0,19800,2020,6,8,0,0,1,0,1,0,0
22559,216,1.0,19300,2020,6,8,0,0,1,0,0,1,0
22561,80,1.0,16700,2020,6,8,0,0,1,0,0,0,1
22577,222,1.0,22800,2020,6,9,0,0,1,1,0,0,0
22579,169,1.0,20200,2020,6,9,0,0,1,0,1,0,0
22580,115,1.0,19800,2020,6,9,0,0,1,0,0,1,0
22581,111,1.0,19600,2020,6,9,0,0,1,0,0,0,1
22597,123,1.0,23200,2020,6,10,0,0,1,1,0,0,0
22598,138,1.0,20600,2020,6,10,0,0,1,0,1,0,0
22600,79,1.0,19200,2020,6,10,0,0,1,0,0,1,0
22602,87,1.0,16700,2020,6,10,0,0,1,0,0,0,1
22617,188,1.0,21100,2020,6,11,0,0,1,1,0,0,0
22619,290,1.0,18500,2020,6,11,0,0,1,0,1,0,0
22621,184,1.0,17300,2020,6,11,0,0,1,0,0,1,0
22622,158,1.0,18200,2020,6,11,0,0,1,0,0,0,1
22637,157,1.0,23400,2020,6,12,0,0,1,1,0,0,0
22639,201,1.0,19600,2020,6,12,0,0,1,0,1,0,0
22641,204,1.0,18100,2020,6,12,0,0,1,0,0,1,0
22643,225,1.0,18800,2020,6,12,0,0,1,0,0,0,1
22657,176,1.0,20900,2020,6,13,0,0,1,1,0,0,0
22658,140,1.0,21500,2020,6,13,0,0,1,0,1,0,0
22659,112,1.0,23000,2020,6,13,0,0,1,0,0,1,0
22660,100,1.0,21100,2020,6,13,0,0,1,0,0,0,1
22676,236,1.0,22500,2020,6,15,0,0,1,1,0,0,0
22678,169,1.0,22100,2020,6,15,0,0,1,0,1,0,0
22680,203,1.0,20900,2020,6,15,0,0,1,0,0,1,0
22682,253,1.0,18900,2020,6,15,0,0,1,0,0,0,1
22697,286,1.0,22600,2020,6,16,0,0,1,1,0,0,0
22698,227,1.0,21700,2020,6,16,0,0,1,0,1,0,0
22699,159,1.0,19500,2020,6,16,0,0,1,0,0,1,0
22700,171,1.0,19000,2020,6,16,0,0,1,0,0,0,1
22717,167,1.0,22600,2020,6,17,0,0,1,1,0,0,0
22718,145,1.0,21600,2020,6,17,0,0,1,0,1,0,0
22719,57,1.0,18500,2020,6,17,0,0,1,0,0,1,0
22720,289,1.0,19600,2020,6,17,0,0,1,0,0,0,1
22737,271,1.0,21800,2020,6,18,0,0,1,1,0,0,0
22739,283,1.0,20700,2020,6,18,0,0,1,0,1,0,0
22740,89,1.0,21200,2020,6,18,0,0,1,0,0,1,0
22741,297,1.0,18600,2020,6,18,0,0,1,0,0,0,1
22757,278,1.0,21100,2020,6,19,0,0,1,1,0,0,0
22758,242,1.0,19900,2020,6,19,0,0,1,0,1,0,0
22760,92,1.0,20700,2020,6,19,0,0,1,0,0,1,0
22761,223,1.0,19200,2020,6,19,0,0,1,0,0,0,1
22777,301,1.0,21300,2020,6,20,0,0,1,1,0,0,0
22778,380,1.0,20600,2020,6,20,0,0,1,0,1,0,0
22779,173,1.0,21000,2020,6,20,0,0,1,0,0,1,0
22780,163,1.0,19600,2020,6,20,0,0,1,0,0,0,1
22797,404,1.0,21000,2020,6,22,0,0,1,1,0,0,0
22798,337,1.0,19300,2020,6,22,0,0,1,0,1,0,0
22799,126,1.0,18900,2020,6,22,0,0,1,0,0,1,0
22801,336,1.0,17900,2020,6,22,0,0,1,0,0,0,1
22817,287,1.0,20200,2020,6,23,0,0,1,1,0,0,0
22818,183,1.0,18600,2020,6,23,0,0,1,0,1,0,0
22820,100,1.0,17200,2020,6,23,0,0,1,0,0,1,0
22821,123,1.0,17400,2020,6,23,0,0,1,0,0,0,1
22837,171,1.0,21900,2020,6,24,0,0,1,1,0,0,0
22838,123,1.0,20600,2020,6,24,0,0,1,0,1,0,0
22840,84,1.0,20500,2020,6,24,0,0,1,0,0,1,0
22841,197,1.0,18700,2020,6,24,0,0,1,0,0,0,1
22857,168,1.0,19700,2020,6,25,0,0,1,1,0,0,0
22858,170,1.0,19600,2020,6,25,0,0,1,0,1,0,0
22859,172,1.0,18400,2020,6,25,0,0,1,0,0,1,0
22860,170,1.0,17800,2020,6,25,0,0,1,0,0,0,1
22877,274,1.0,23700,2020,6,26,0,0,1,1,0,0,0
22878,216,1.0,23400,2020,6,26,0,0,1,0,1,0,0
22879,152,1.0,20700,2020,6,26,0,0,1,0,0,1,0
22880,280,1.0,19500,2020,6,26,0,0,1,0,0,0,1
22897,336,1.0,22700,2020,6,27,0,0,1,1,0,0,0
22898,311,1.0,20800,2020,6,27,0,0,1,0,1,0,0
22900,319,1.0,19600,2020,6,27,0,0,1,0,0,1,0
22901,106,1.0,19300,2020,6,27,0,0,1,0,0,0,1
22917,428,1.0,21800,2020,6,29,0,0,1,1,0,0,0
22918,274,1.0,20300,2020,6,29,0,0,1,0,1,0,0
22919,306,1.0,19000,2020,6,29,0,0,1,0,0,1,0
22920,226,1.0,18100,2020,6,29,0,0,1,0,0,0,1
22937,268,1.0,19200,2020,6,30,0,0,1,1,0,0,0
22938,270,1.0,17300,2020,6,30,0,0,1,0,1,0,0
22939,169,1.0,18600,2020,6,30,0,0,1,0,0,1,0
22941,180,1.0,17200,2020,6,30,0,0,1,0,0,0,1
22957,428,1.0,19100,2020,7,1,0,0,1,1,0,0,0
22959,155,1.0,17300,2020,7,1,0,0,1,0,1,0,0
22960,292,1.0,19700,2020,7,1,0,0,1,0,0,1,0
22961,170,1.0,18300,2020,7,1,0,0,1,0,0,0,1
22977,340,1.0,20600,2020,7,2,0,0,1,1,0,0,0
22978,166,1.0,19300,2020,7,2,0,0,1,0,1,0,0
22979,156,1.0,18500,2020,7,2,0,0,1,0,0,1,0
22980,192,1.0,18200,2020,7,2,0,0,1,0,0,0,1
22997,336,1.0,22000,2020,7,3,0,0,1,1,0,0,0
22998,168,1.0,19200,2020,7,3,0,0,1,0,1,0,0
22999,190,1.0,20000,2020,7,3,0,0,1,0,0,1,0
23000,219,1.0,19300,2020,7,3,0,0,1,0,0,0,1
23017,336,1.0,21800,2020,7,4,0,0,1,1,0,0,0
23018,222,1.0,19900,2020,7,4,0,0,1,0,1,0,0
23019,269,1.0,19100,2020,7,4,0,0,1,0,0,1,0
23020,289,1.0,18800,2020,7,4,0,0,1,0,0,0,1
23037,375,1.0,22100,2020,7,6,0,0,1,1,0,0,0
23038,251,1.0,19700,2020,7,6,0,0,1,0,1,0,0
23040,124,1.0,20100,2020,7,6,0,0,1,0,0,1,0
23041,410,1.0,18000,2020,7,6,0,0,1,0,0,0,1
23057,315,1.0,20500,2020,7,7,0,0,1,1,0,0,0
23059,249,1.0,18700,2020,7,7,0,0,1,0,1,0,0
23060,153,1.0,18700,2020,7,7,0,0,1,0,0,1,0
23061,195,1.0,17700,2020,7,7,0,0,1,0,0,0,1
23077,157,1.0,21000,2020,7,8,0,0,1,1,0,0,0
23078,161,1.0,17300,2020,7,8,0,0,1,0,1,0,0
23079,388,1.0,17700,2020,7,8,0,0,1,0,0,1,0
23080,337,1.0,17800,2020,7,8,0,0,1,0,0,0,1
23105,102,1.0,22400,2020,7,9,0,0,1,1,0,0,0
23107,136,1.0,17900,2020,7,9,0,0,1,0,1,0,0
23109,116,1.0,18500,2020,7,9,0,0,1,0,0,1,0
23111,384,1.0,15800,2020,7,9,0,0,1,0,0,0,1
23118,170,1.0,22400,2020,7,10,0,0,1,1,0,0,0
23119,273,1.0,20800,2020,7,10,0,0,1,0,1,0,0
23120,141,1.0,19600,2020,7,10,0,0,1,0,0,1,0
23121,197,1.0,18600,2020,7,10,0,0,1,0,0,0,1
23137,156,1.0,22300,2020,7,11,0,0,1,1,0,0,0
23138,262,1.0,21400,2020,7,11,0,0,1,0,1,0,0
23139,239,1.0,19800,2020,7,11,0,0,1,0,0,1,0
23140,380,1.0,19300,2020,7,11,0,0,1,0,0,0,1
23157,226,1.0,23800,2020,7,13,0,0,1,1,0,0,0
23158,239,1.0,23200,2020,7,13,0,0,1,0,1,0,0
23159,171,1.0,22700,2020,7,13,0,0,1,0,0,1,0
23160,284,1.0,21800,2020,7,13,0,0,1,0,0,0,1
23177,400,1.0,22700,2020,7,14,0,0,1,1,0,0,0
23178,388,1.0,22200,2020,7,14,0,0,1,0,1,0,0
23180,242,1.0,21400,2020,7,14,0,0,1,0,0,1,0
23181,282,1.0,21000,2020,7,14,0,0,1,0,0,0,1
23197,345,1.0,23000,2020,7,15,0,0,1,1,0,0,0
23198,255,1.0,21100,2020,7,15,0,0,1,0,1,0,0
23200,208,1.0,21400,2020,7,15,0,0,1,0,0,1,0
23202,676,1.0,17300,2020,7,15,0,0,1,0,0,0,1
23217,195,1.0,22900,2020,7,16,0,0,1,1,0,0,0
23219,225,1.0,20500,2020,7,16,0,0,1,0,1,0,0
23221,153,1.0,19700,2020,7,16,0,0,1,0,0,1,0
23223,490,1.0,19700,2020,7,16,0,0,1,0,0,0,1
23237,207,1.0,21800,2020,7,17,0,0,1,1,0,0,0
23238,213,1.0,20000,2020,7,17,0,0,1,0,1,0,0
23239,288,1.0,18600,2020,7,17,0,0,1,0,0,1,0
23241,338,1.0,17600,2020,7,17,0,0,1,0,0,0,1
23257,245,1.0,22000,2020,7,18,0,0,1,1,0,0,0
23258,179,1.0,21100,2020,7,18,0,0,1,0,1,0,0
23259,230,1.0,20300,2020,7,18,0,0,1,0,0,1,0
23261,346,1.0,18400,2020,7,18,0,0,1,0,0,0,1
23277,272,1.0,20200,2020,7,20,0,0,1,1,0,0,0
23279,179,1.0,20400,2020,7,20,0,0,1,0,1,0,0
23281,158,1.0,19800,2020,7,20,0,0,1,0,0,1,0
23283,160,1.0,18100,2020,7,20,0,0,1,0,0,0,1
23297,251,1.0,21000,2020,7,21,0,0,1,1,0,0,0
23298,144,1.0,19500,2020,7,21,0,0,1,0,1,0,0
23299,100,1.0,18100,2020,7,21,0,0,1,0,0,1,0
23300,228,1.0,19300,2020,7,21,0,0,1,0,0,0,1
23318,247,1.0,20700,2020,7,22,0,0,1,1,0,0,0
23319,212,1.0,20500,2020,7,22,0,0,1,0,1,0,0
23320,201,1.0,20000,2020,7,22,0,0,1,0,0,1,0
23321,228,1.0,20000,2020,7,22,0,0,1,0,0,0,1
23337,213,1.0,20200,2020,7,23,0,0,1,1,0,0,0
23338,170,1.0,20000,2020,7,23,0,0,1,0,1,0,0
23340,248,1.0,19400,2020,7,23,0,0,1,0,0,1,0
23341,202,1.0,18300,2020,7,23,0,0,1,0,0,0,1
23357,329,1.0,21400,2020,7,24,0,0,1,1,0,0,0
23359,200,1.0,21500,2020,7,24,0,0,1,0,1,0,0
23361,194,1.0,20400,2020,7,24,0,0,1,0,0,1,0
23363,353,1.0,19900,2020,7,24,0,0,1,0,0,0,1
23377,324,1.0,20700,2020,7,27,0,0,1,1,0,0,0
23379,228,1.0,19600,2020,7,27,0,0,1,0,1,0,0
23381,140,1.0,19800,2020,7,27,0,0,1,0,0,1,0
23382,372,1.0,18300,2020,7,27,0,0,1,0,0,0,1
23397,284,1.0,18700,2020,7,28,0,0,1,1,0,0,0
23398,87,1.0,16800,2020,7,28,0,0,1,0,1,0,0
23400,138,1.0,18300,2020,7,28,0,0,1,0,0,1,0
23402,135,1.0,18000,2020,7,28,0,0,1,0,0,0,1
23417,320,1.0,18600,2020,7,29,0,0,1,1,0,0,0
23418,147,1.0,17900,2020,7,29,0,0,1,0,1,0,0
23419,115,1.0,18200,2020,7,29,0,0,1,0,0,1,0
23420,138,1.0,17700,2020,7,29,0,0,1,0,0,0,1
23437,282,1.0,19000,2020,7,30,0,0,1,1,0,0,0
23439,145,1.0,17900,2020,7,30,0,0,1,0,1,0,0
23441,122,1.0,19900,2020,7,30,0,0,1,0,0,1,0
23443,125,1.0,18500,2020,7,30,0,0,1,0,0,0,1
23458,170,1.0,18600,2020,7,31,0,0,1,1,0,0,0
23461,248,1.0,18400,2020,7,31,0,0,1,0,1,0,0
23462,136,1.0,18900,2020,7,31,0,0,1,0,0,1,0
23464,179,1.0,18200,2020,7,31,0,0,1,0,0,0,1
23478,159,1.0,18900,2020,8,1,0,0,1,1,0,0,0
23479,220,1.0,18500,2020,8,1,0,0,1,0,1,0,0
23480,114,1.0,17400,2020,8,1,0,0,1,0,0,1,0
23481,158,1.0,17400,2020,8,1,0,0,1,0,0,0,1
23496,135,1.0,21400,2020,8,3,0,0,1,1,0,0,0
23497,310,1.0,19000,2020,8,3,0,0,1,0,1,0,0
23499,118,1.0,16600,2020,8,3,0,0,1,0,0,1,0
23500,170,1.0,18300,2020,8,3,0,0,1,0,0,0,1
23517,111,1.0,22300,2020,8,4,0,0,1,1,0,0,0
23519,180,1.0,20800,2020,8,4,0,0,1,0,1,0,0
23520,122,1.0,19500,2020,8,4,0,0,1,0,0,1,0
23522,147,1.0,19800,2020,8,4,0,0,1,0,0,0,1
23537,152,1.0,18000,2020,8,5,0,0,1,1,0,0,0
23539,122,1.0,18800,2020,8,5,0,0,1,0,1,0,0
23541,171,1.0,18100,2020,8,5,0,0,1,0,0,1,0
23542,158,1.0,17700,2020,8,5,0,0,1,0,0,0,1
23558,120,1.0,21400,2020,8,6,0,0,1,1,0,0,0
23560,133,1.0,18100,2020,8,6,0,0,1,0,1,0,0
23561,34,1.0,18700,2020,8,6,0,0,1,0,0,1,0
23563,299,1.0,17000,2020,8,6,0,0,1,0,0,0,1
23577,145,1.0,19100,2020,8,7,0,0,1,1,0,0,0
23579,261,1.0,17800,2020,8,7,0,0,1,0,1,0,0
23581,174,1.0,19300,2020,8,7,0,0,1,0,0,1,0
23583,362,1.0,17500,2020,8,7,0,0,1,0,0,0,1
23598,193,1.0,22100,2020,8,8,0,0,1,1,0,0,0
23600,192,1.0,20800,2020,8,8,0,0,1,0,1,0,0
23601,136,1.0,20200,2020,8,8,0,0,1,0,0,1,0
23602,157,1.0,19100,2020,8,8,0,0,1,0,0,0,1
23619,197,1.0,21900,2020,8,10,0,0,1,1,0,0,0
23621,113,1.0,21600,2020,8,10,0,0,1,0,1,0,0
23623,237,1.0,21300,2020,8,10,0,0,1,0,0,1,0
23624,188,1.0,21200,2020,8,10,0,0,1,0,0,0,1
23638,185,1.0,20400,2020,8,11,0,0,1,1,0,0,0
23640,260,1.0,18500,2020,8,11,0,0,1,0,1,0,0
23641,151,1.0,18700,2020,8,11,0,0,1,0,0,1,0
23643,207,1.0,17800,2020,8,11,0,0,1,0,0,0,1
23657,150,1.0,19600,2020,8,12,0,0,1,1,0,0,0
23659,271,1.0,19200,2020,8,12,0,0,1,0,1,0,0
23661,152,1.0,17700,2020,8,12,0,0,1,0,0,1,0
23663,140,1.0,16900,2020,8,12,0,0,1,0,0,0,1
23677,162,1.0,19800,2020,8,13,0,0,1,1,0,0,0
23679,175,1.0,18500,2020,8,13,0,0,1,0,1,0,0
23680,186,1.0,18600,2020,8,13,0,0,1,0,0,1,0
23681,242,1.0,17600,2020,8,13,0,0,1,0,0,0,1
23697,207,1.0,18700,2020,8,14,0,0,1,1,0,0,0
23699,284,1.0,16800,2020,8,14,0,0,1,0,1,0,0
23701,130,1.0,16200,2020,8,14,0,0,1,0,0,1,0
23703,183,1.0,15100,2020,8,14,0,0,1,0,0,0,1
23718,224,1.0,14700,2020,8,15,0,0,1,1,0,0,0
23720,437,1.0,14500,2020,8,15,0,0,1,0,1,0,0
23722,452,1.0,14200,2020,8,15,0,0,1,0,0,1,0
23724,334,1.0,13000,2020,8,15,0,0,1,0,0,0,1
23737,130,1.0,20400,2020,8,17,0,0,1,1,0,0,0
23739,207,1.0,19900,2020,8,17,0,0,1,0,1,0,0
23740,96,1.0,20800,2020,8,17,0,0,1,0,0,1,0
23741,171,1.0,19300,2020,8,17,0,0,1,0,0,0,1
23758,184,1.0,16800,2020,8,18,0,0,1,1,0,0,0
23760,183,1.0,16200,2020,8,18,0,0,1,0,1,0,0
23762,105,1.0,17000,2020,8,18,0,0,1,0,0,1,0
23764,177,1.0,12800,2020,8,18,0,0,1,0,0,0,1
23778,282,1.0,14200,2020,8,19,0,0,1,1,0,0,0
23780,139,1.0,17900,2020,8,19,0,0,1,0,1,0,0
23782,45,1.0,17000,2020,8,19,0,0,1,0,0,1,0
23784,23,1.0,20000,2020,8,19,0,0,1,0,0,0,1
23798,147,1.0,18200,2020,8,20,0,0,1,1,0,0,0
23800,132,1.0,19100,2020,8,20,0,0,1,0,1,0,0
23802,78,1.0,18900,2020,8,20,0,0,1,0,0,1,0
23804,63,1.0,21000,2020,8,20,0,0,1,0,0,0,1
23819,147,1.0,21600,2020,8,21,0,0,1,1,0,0,0
23821,167,1.0,19600,2020,8,21,0,0,1,0,1,0,0
23822,55,1.0,21200,2020,8,21,0,0,1,0,0,1,0
23824,171,1.0,19300,2020,8,21,0,0,1,0,0,0,1
23837,202,1.0,20300,2020,8,22,0,0,1,1,0,0,0
23839,136,1.0,20200,2020,8,22,0,0,1,0,1,0,0
23841,100,1.0,20700,2020,8,22,0,0,1,0,0,1,0
23843,225,1.0,18600,2020,8,22,0,0,1,0,0,0,1
23857,260,1.0,20200,2020,8,24,0,0,1,1,0,0,0
23859,161,1.0,20600,2020,8,24,0,0,1,0,1,0,0
23860,89,1.0,21700,2020,8,24,0,0,1,0,0,1,0
23861,198,1.0,18900,2020,8,24,0,0,1,0,0,0,1
23877,151,1.0,17800,2020,8,25,0,0,1,1,0,0,0
23879,423,1.0,13700,2020,8,25,0,0,1,0,1,0,0
23881,188,1.0,15800,2020,8,25,0,0,1,0,0,1,0
23883,139,1.0,15700,2020,8,25,0,0,1,0,0,0,1
23896,135,1.0,20800,2020,8,26,0,0,1,1,0,0,0
23898,157,1.0,18400,2020,8,26,0,0,1,0,1,0,0
23899,82,1.0,19600,2020,8,26,0,0,1,0,0,1,0
23900,128,1.0,18200,2020,8,26,0,0,1,0,0,0,1
23917,116,1.0,20700,2020,8,27,0,0,1,1,0,0,0
23919,230,1.0,20200,2020,8,27,0,0,1,0,1,0,0
23920,60,1.0,19200,2020,8,27,0,0,1,0,0,1,0
23921,196,1.0,16100,2020,8,27,0,0,1,0,0,0,1
23937,112,1.0,17700,2020,8,28,0,0,1,1,0,0,0
23939,158,1.0,17200,2020,8,28,0,0,1,0,1,0,0
23940,116,1.0,18300,2020,8,28,0,0,1,0,0,1,0
23941,217,1.0,17500,2020,8,28,0,0,1,0,0,0,1
23957,209,1.0,22200,2020,8,29,0,0,1,1,0,0,0
23958,169,1.0,21600,2020,8,29,0,0,1,0,1,0,0
23960,162,1.0,19700,2020,8,29,0,0,1,0,0,1,0
23962,281,1.0,18500,2020,8,29,0,0,1,0,0,0,1
23978,172,1.0,22200,2020,8,31,0,0,1,1,0,0,0
23980,92,1.0,19300,2020,8,31,0,0,1,0,1,0,0
23982,243,1.0,18300,2020,8,31,0,0,1,0,0,1,0
23983,174,1.0,17500,2020,8,31,0,0,1,0,0,0,1
23998,148,1.0,20300,2020,9,1,0,0,1,1,0,0,0
24000,127,1.0,19200,2020,9,1,0,0,1,0,1,0,0
24002,102,1.0,16800,2020,9,1,0,0,1,0,0,1,0
24004,92,1.0,17300,2020,9,1,0,0,1,0,0,0,1
24019,157,1.0,15800,2020,9,2,0,0,1,1,0,0,0
24021,277,1.0,15900,2020,9,2,0,0,1,0,1,0,0
24022,496,1.0,13300,2020,9,2,0,0,1,0,0,1,0
24023,383,1.0,11500,2020,9,2,0,0,1,0,0,0,1
24038,274,1.0,16200,2020,9,3,0,0,1,1,0,0,0
24040,100,1.0,15000,2020,9,3,0,0,1,0,1,0,0
24041,214,1.0,14600,2020,9,3,0,0,1,0,0,1,0
24042,101,1.0,14000,2020,9,3,0,0,1,0,0,0,1
24058,220,1.0,14300,2020,9,4,0,0,1,1,0,0,0
24060,166,1.0,17900,2020,9,4,0,0,1,0,1,0,0
24062,233,1.0,14900,2020,9,4,0,0,1,0,0,1,0
24063,246,1.0,16800,2020,9,4,0,0,1,0,0,0,1
24075,157,1.0,22900,2020,9,5,0,0,1,1,0,0,0
24076,120,1.0,20700,2020,9,5,0,0,1,0,1,0,0
24077,127,1.0,20000,2020,9,5,0,0,1,0,0,1,0
24078,192,1.0,18300,2020,9,5,0,0,1,0,0,0,1
24098,154,1.0,22900,2020,9,7,0,0,1,1,0,0,0
24100,146,1.0,22000,2020,9,7,0,0,1,0,1,0,0
24101,155,1.0,21000,2020,9,7,0,0,1,0,0,1,0
24102,218,1.0,20900,2020,9,7,0,0,1,0,0,0,1
24116,254,1.0,19400,2020,9,8,0,0,1,1,0,0,0
24117,310,1.0,19100,2020,9,8,0,0,1,0,1,0,0
24119,194,1.0,18200,2020,9,8,0,0,1,0,0,1,0
24120,219,1.0,18000,2020,9,8,0,0,1,0,0,0,1
24138,136,1.0,19100,2020,9,9,0,0,1,1,0,0,0
24139,248,1.0,18200,2020,9,9,0,0,1,0,1,0,0
24141,184,1.0,19000,2020,9,9,0,0,1,0,0,1,0
