amount,weight,avg_price,yyyy,mm,dd,origin_군산,origin_대천,origin_완도,standard_12/13미,standard_13/14미,standard_14/15미,standard_15/16미
19924,161,1.0,33400,2020,1,3,0,0,1,0,0,1,0
19926,80,1.0,33400,2020,1,3,0,0,1,0,0,0,1
19938,81,1.0,33000,2020,1,4,0,0,1,1,0,0,0
19939,102,1.0,33100,2020,1,4,0,0,1,0,1,0,0
19941,89,1.0,33000,2020,1,4,0,0,1,0,0,1,0
19943,78,1.0,33000,2020,1,4,0,0,1,0,0,0,1
19959,80,1.0,32000,2020,1,6,0,0,1,1,0,0,0
19961,196,1.0,31600,2020,1,6,0,0,1,0,1,0,0
19963,130,1.0,32300,2020,1,6,0,0,1,0,0,1,0
19965,131,1.0,32000,2020,1,6,0,0,1,0,0,0,1
19979,182,1.0,27900,2020,1,7,0,0,1,1,0,0,0
19981,171,1.0,28700,2020,1,7,0,0,1,0,1,0,0
19982,116,1.0,28100,2020,1,7,0,0,1,0,0,1,0
19984,46,1.0,29000,2020,1,7,0,0,1,0,0,0,1
19998,106,1.0,29100,2020,1,8,0,0,1,1,0,0,0
20000,84,1.0,29000,2020,1,8,0,0,1,0,1,0,0
20001,130,1.0,28500,2020,1,8,0,0,1,0,0,1,0
20003,95,1.0,28700,2020,1,8,0,0,1,0,0,0,1
20018,88,1.0,27800,2020,1,9,0,0,1,1,0,0,0
20020,46,1.0,30500,2020,1,9,0,0,1,0,1,0,0
20021,126,1.0,28400,2020,1,9,0,0,1,0,0,1,0
20022,47,1.0,28900,2020,1,9,0,0,1,0,0,0,1
20038,79,1.0,27700,2020,1,10,0,0,1,1,0,0,0
20039,64,1.0,29100,2020,1,10,0,0,1,0,1,0,0
20040,95,1.0,28400,2020,1,10,0,0,1,0,0,1,0
20042,56,1.0,29000,2020,1,10,0,0,1,0,0,0,1
20058,199,1.0,27200,2020,1,11,0,0,1,1,0,0,0
20059,116,1.0,28100,2020,1,11,0,0,1,0,1,0,0
20061,46,1.0,28000,2020,1,11,0,0,1,0,0,1,0
20063,28,1.0,29200,2020,1,11,0,0,1,0,0,0,1
20078,256,1.0,26500,2020,1,13,0,0,1,1,0,0,0
20080,197,1.0,26700,2020,1,13,0,0,1,0,1,0,0
20082,149,1.0,27700,2020,1,13,0,0,1,0,0,1,0
20084,137,1.0,27000,2020,1,13,0,0,1,0,0,0,1
20097,268,1.0,27000,2020,1,14,0,0,1,1,0,0,0
20098,103,1.0,25400,2020,1,14,0,0,1,0,1,0,0
20099,90,1.0,25400,2020,1,14,0,0,1,0,0,1,0
20101,137,1.0,25500,2020,1,14,0,0,1,0,0,0,1
20118,82,1.0,27700,2020,1,15,0,0,1,1,0,0,0
20119,176,1.0,26800,2020,1,15,0,0,1,0,1,0,0
20120,81,1.0,26700,2020,1,15,0,0,1,0,0,1,0
20122,151,1.0,26000,2020,1,15,0,0,1,0,0,0,1
20138,95,1.0,27000,2020,1,16,0,0,1,1,0,0,0
20140,56,1.0,27200,2020,1,16,0,0,1,0,1,0,0
20141,125,1.0,28000,2020,1,16,0,0,1,0,0,1,0
20143,71,1.0,26800,2020,1,16,0,0,1,0,0,0,1
20160,23,1.0,28000,2020,1,17,0,0,1,0,1,0,0
20162,80,1.0,28400,2020,1,17,0,0,1,0,0,1,0
20163,149,1.0,27800,2020,1,17,0,0,1,0,0,0,1
20179,68,1.0,28500,2020,1,18,0,0,1,1,0,0,0
20180,79,1.0,28800,2020,1,18,0,0,1,0,1,0,0
20181,104,1.0,29000,2020,1,18,0,0,1,0,0,1,0
20182,182,1.0,28200,2020,1,18,0,0,1,0,0,0,1
20199,163,1.0,28600,2020,1,20,0,0,1,1,0,0,0
20201,102,1.0,29000,2020,1,20,0,0,1,0,1,0,0
20202,69,1.0,27500,2020,1,20,0,0,1,0,0,1,0
20204,182,1.0,27200,2020,1,20,0,0,1,0,0,0,1
20219,92,1.0,28100,2020,1,21,0,0,1,1,0,0,0
20221,114,1.0,26500,2020,1,21,0,0,1,0,1,0,0
20222,112,1.0,27900,2020,1,21,0,0,1,0,0,1,0
20223,254,1.0,26000,2020,1,21,0,0,1,0,0,0,1
20239,138,1.0,26800,2020,1,22,0,0,1,1,0,0,0
20241,92,1.0,27200,2020,1,22,0,0,1,0,1,0,0
20243,103,1.0,26900,2020,1,22,0,0,1,0,0,1,0
20245,180,1.0,25800,2020,1,22,0,0,1,0,0,0,1
20258,337,1.0,25800,2020,1,23,0,0,1,1,0,0,0
20260,159,1.0,24800,2020,1,23,0,0,1,0,1,0,0
20261,147,1.0,25700,2020,1,23,0,0,1,0,0,1,0
20263,139,1.0,24700,2020,1,23,0,0,1,0,0,0,1
20278,157,1.0,27400,2020,1,24,0,0,1,1,0,0,0
20279,93,1.0,24700,2020,1,24,0,0,1,0,1,0,0
20280,160,1.0,26400,2020,1,24,0,0,1,0,0,1,0
20281,174,1.0,24900,2020,1,24,0,0,1,0,0,0,1
20298,138,1.0,28700,2020,1,28,0,0,1,1,0,0,0
20299,68,1.0,28000,2020,1,28,0,0,1,0,1,0,0
20300,81,1.0,28000,2020,1,28,0,0,1,0,0,1,0
20301,68,1.0,28000,2020,1,28,0,0,1,0,0,0,1
20317,128,1.0,29500,2020,1,29,0,0,1,1,0,0,0
20318,91,1.0,28400,2020,1,29,0,0,1,0,1,0,0
20319,91,1.0,28000,2020,1,29,0,0,1,0,0,1,0
20320,55,1.0,28000,2020,1,29,0,0,1,0,0,0,1
20337,137,1.0,26400,2020,1,30,0,0,1,1,0,0,0
20338,219,1.0,26300,2020,1,30,0,0,1,0,1,0,0
20339,128,1.0,26400,2020,1,30,0,0,1,0,0,1,0
20340,205,1.0,25700,2020,1,30,0,0,1,0,0,0,1
20356,172,1.0,26600,2020,1,31,0,0,1,1,0,0,0
20357,126,1.0,26300,2020,1,31,0,0,1,0,1,0,0
20358,148,1.0,25600,2020,1,31,0,0,1,0,0,1,0
20359,200,1.0,23600,2020,1,31,0,0,1,0,0,0,1
20378,204,1.0,27000,2020,2,1,0,0,1,1,0,0,0
20379,124,1.0,26200,2020,2,1,0,0,1,0,1,0,0
20380,123,1.0,26700,2020,2,1,0,0,1,0,0,1,0
20381,34,1.0,22400,2020,2,1,0,0,1,0,0,0,1
20397,147,1.0,26800,2020,2,3,0,0,1,1,0,0,0
20398,125,1.0,26100,2020,2,3,0,0,1,0,1,0,0
20399,23,1.0,27000,2020,2,3,0,0,1,0,0,1,0
20400,78,1.0,26900,2020,2,3,0,0,1,0,0,0,1
20417,172,1.0,25900,2020,2,4,0,0,1,1,0,0,0
20418,115,1.0,24900,2020,2,4,0,0,1,0,1,0,0
20419,58,1.0,26200,2020,2,4,0,0,1,0,0,1,0
20420,101,1.0,24400,2020,2,4,0,0,1,0,0,0,1
20437,78,1.0,26700,2020,2,5,0,0,1,1,0,0,0
20438,102,1.0,27000,2020,2,5,0,0,1,0,1,0,0
20439,78,1.0,26000,2020,2,5,0,0,1,0,0,1,0
20440,34,1.0,26000,2020,2,5,0,0,1,0,0,0,1
20457,91,1.0,24400,2020,2,6,0,0,1,1,0,0,0
20458,193,1.0,24000,2020,2,6,0,0,1,0,1,0,0
20459,95,1.0,24000,2020,2,6,0,0,1,0,0,1,0
20460,114,1.0,23100,2020,2,6,0,0,1,0,0,0,1
20477,46,1.0,27800,2020,2,7,0,0,1,1,0,0,0
20478,23,1.0,26000,2020,2,7,0,0,1,0,1,0,0
20479,91,1.0,25700,2020,2,7,0,0,1,0,0,1,0
20480,102,1.0,23500,2020,2,7,0,0,1,0,0,0,1
20497,34,1.0,20000,2020,2,8,0,0,1,1,0,0,0
20498,100,1.0,25300,2020,2,8,0,0,1,0,1,0,0
20499,68,1.0,25800,2020,2,8,0,0,1,0,0,1,0
20500,34,1.0,22000,2020,2,8,0,0,1,0,0,0,1
20517,33,1.0,30000,2020,2,10,0,0,1,1,0,0,0
20518,55,1.0,29200,2020,2,10,0,0,1,0,1,0,0
20519,34,1.0,27300,2020,2,10,0,0,1,0,0,1,0
20521,78,1.0,25100,2020,2,10,0,0,1,0,0,0,1
20537,34,1.0,28300,2020,2,11,0,0,1,1,0,0,0
20538,113,1.0,27100,2020,2,11,0,0,1,0,1,0,0
20539,67,1.0,27000,2020,2,11,0,0,1,0,0,1,0
20540,66,1.0,26700,2020,2,11,0,0,1,0,0,0,1
20558,34,1.0,29000,2020,2,12,0,0,1,1,0,0,0
20559,92,1.0,28200,2020,2,12,0,0,1,0,1,0,0
20560,34,1.0,28000,2020,2,12,0,0,1,0,0,1,0
20561,57,1.0,27000,2020,2,12,0,0,1,0,0,0,1
20577,34,1.0,23000,2020,2,13,0,0,1,1,0,0,0
20578,150,1.0,27900,2020,2,13,0,0,1,0,1,0,0
20579,34,1.0,27000,2020,2,13,0,0,1,0,0,1,0
20580,56,1.0,26400,2020,2,13,0,0,1,0,0,0,1
20597,56,1.0,29200,2020,2,14,0,0,1,1,0,0,0
20598,58,1.0,28000,2020,2,14,0,0,1,0,1,0,0
20600,57,1.0,24200,2020,2,14,0,0,1,0,0,1,0
20601,35,1.0,26000,2020,2,14,0,0,1,0,0,0,1
20617,185,1.0,27000,2020,2,15,0,0,1,1,0,0,0
20618,114,1.0,26700,2020,2,15,0,0,1,0,1,0,0
20620,34,1.0,27000,2020,2,15,0,0,1,0,0,1,0
20621,34,1.0,26000,2020,2,15,0,0,1,0,0,0,1
20637,114,1.0,27800,2020,2,17,0,0,1,1,0,0,0
20638,125,1.0,25900,2020,2,17,0,0,1,0,1,0,0
20640,126,1.0,25800,2020,2,17,0,0,1,0,0,1,0
20641,70,1.0,25800,2020,2,17,0,0,1,0,0,0,1
20657,90,1.0,29000,2020,2,18,0,0,1,1,0,0,0
20659,91,1.0,27900,2020,2,18,0,0,1,0,1,0,0
20661,102,1.0,27300,2020,2,18,0,0,1,0,0,1,0
20663,45,1.0,26000,2020,2,18,0,0,1,0,0,0,1
20677,138,1.0,27900,2020,2,19,0,0,1,1,0,0,0
20678,116,1.0,27300,2020,2,19,0,0,1,0,1,0,0
20680,68,1.0,27500,2020,2,19,0,0,1,0,0,1,0
20682,45,1.0,26000,2020,2,19,0,0,1,0,0,0,1
20697,92,1.0,28000,2020,2,20,0,0,1,1,0,0,0
20698,141,1.0,28700,2020,2,20,0,0,1,0,1,0,0
20699,69,1.0,28000,2020,2,20,0,0,1,0,0,1,0
20700,11,1.0,28000,2020,2,20,0,0,1,0,0,0,1
20717,80,1.0,28100,2020,2,21,0,0,1,1,0,0,0
20718,174,1.0,27500,2020,2,21,0,0,1,0,1,0,0
20719,57,1.0,28000,2020,2,21,0,0,1,0,0,1,0
20720,94,1.0,26100,2020,2,21,0,0,1,0,0,0,1
20737,128,1.0,27500,2020,2,22,0,0,1,1,0,0,0
20739,114,1.0,25800,2020,2,22,0,0,1,0,1,0,0
20741,68,1.0,26500,2020,2,22,0,0,1,0,0,1,0
20742,71,1.0,26800,2020,2,22,0,0,1,0,0,0,1
20757,184,1.0,26200,2020,2,24,0,0,1,1,0,0,0
20758,57,1.0,28000,2020,2,24,0,0,1,0,1,0,0
20760,115,1.0,27800,2020,2,24,0,0,1,0,0,1,0
20761,59,1.0,27000,2020,2,24,0,0,1,0,0,0,1
20777,177,1.0,25800,2020,2,25,0,0,1,1,0,0,0
20778,107,1.0,25900,2020,2,25,0,0,1,0,1,0,0
20779,149,1.0,25800,2020,2,25,0,0,1,0,0,1,0
20781,115,1.0,23700,2020,2,25,0,0,1,0,0,0,1
20797,187,1.0,25000,2020,2,26,0,0,1,1,0,0,0
20798,173,1.0,24200,2020,2,26,0,0,1,0,1,0,0
20799,102,1.0,22400,2020,2,26,0,0,1,0,0,1,0
20800,114,1.0,22700,2020,2,26,0,0,1,0,0,0,1
20817,250,1.0,23700,2020,2,27,0,0,1,1,0,0,0
20818,199,1.0,23900,2020,2,27,0,0,1,0,1,0,0
20819,67,1.0,26000,2020,2,27,0,0,1,0,0,1,0
20820,23,1.0,20000,2020,2,27,0,0,1,0,0,0,1
20836,259,1.0,23000,2020,2,28,0,0,1,1,0,0,0
20837,223,1.0,23200,2020,2,28,0,0,1,0,1,0,0
20839,80,1.0,24300,2020,2,28,0,0,1,0,0,1,0
20840,127,1.0,23000,2020,2,28,0,0,1,0,0,0,1
20857,89,1.0,19100,2020,2,29,0,0,1,1,0,0,0
20858,65,1.0,19100,2020,2,29,0,0,1,0,1,0,0
20860,23,1.0,25000,2020,2,29,0,0,1,0,0,1,0
20862,23,1.0,15000,2020,2,29,0,0,1,0,0,0,1
20877,172,1.0,24700,2020,3,2,0,0,1,1,0,0,0
20878,77,1.0,24300,2020,3,2,0,0,1,0,1,0,0
20879,148,1.0,24300,2020,3,2,0,0,1,0,0,1,0
20881,69,1.0,22300,2020,3,2,0,0,1,0,0,0,1
20897,53,1.0,26300,2020,3,3,0,0,1,1,0,0,0
20898,55,1.0,22000,2020,3,3,0,0,1,0,1,0,0
20899,126,1.0,22800,2020,3,3,0,0,1,0,0,1,0
20900,79,1.0,19900,2020,3,3,0,0,1,0,0,0,1
20917,53,1.0,24400,2020,3,4,0,0,1,1,0,0,0
20918,80,1.0,23800,2020,3,4,0,0,1,0,1,0,0
20919,159,1.0,23200,2020,3,4,0,0,1,0,0,1,0
20920,69,1.0,20100,2020,3,4,0,0,1,0,0,0,1
20937,135,1.0,24100,2020,3,5,0,0,1,1,0,0,0
20938,123,1.0,23500,2020,3,5,0,0,1,0,1,0,0
20939,91,1.0,24900,2020,3,5,0,0,1,0,0,1,0
20940,22,1.0,15000,2020,3,5,0,0,1,0,0,0,1
20956,146,1.0,23200,2020,3,6,0,0,1,1,0,0,0
20957,131,1.0,23400,2020,3,6,0,0,1,0,1,0,0
20958,114,1.0,22200,2020,3,6,0,0,1,0,0,1,0
20959,80,1.0,20900,2020,3,6,0,0,1,0,0,0,1
20977,34,1.0,24600,2020,3,7,0,0,1,1,0,0,0
20978,33,1.0,26300,2020,3,7,0,0,1,0,1,0,0
20979,91,1.0,25100,2020,3,7,0,0,1,0,0,1,0
20980,23,1.0,25000,2020,3,7,0,0,1,0,0,0,1
20997,140,1.0,26300,2020,3,9,0,0,1,1,0,0,0
20999,103,1.0,25000,2020,3,9,0,0,1,0,1,0,0
21000,58,1.0,25000,2020,3,9,0,0,1,0,0,1,0
21001,71,1.0,24700,2020,3,9,0,0,1,0,0,0,1
21017,148,1.0,25700,2020,3,10,0,0,1,1,0,0,0
21018,81,1.0,26200,2020,3,10,0,0,1,0,1,0,0
21019,33,1.0,25700,2020,3,10,0,0,1,0,0,1,0
21020,23,1.0,25000,2020,3,10,0,0,1,0,0,0,1
21037,33,1.0,24800,2020,3,11,0,0,1,1,0,0,0
21038,46,1.0,26200,2020,3,11,0,0,1,0,1,0,0
21039,45,1.0,26700,2020,3,11,0,0,1,0,0,1,0
21040,45,1.0,24800,2020,3,11,0,0,1,0,0,0,1
21056,56,1.0,27000,2020,3,12,0,0,1,1,0,0,0
21057,78,1.0,26900,2020,3,12,0,0,1,0,1,0,0
21058,23,1.0,26000,2020,3,12,0,0,1,0,0,1,0
21059,22,1.0,25000,2020,3,12,0,0,1,0,0,0,1
21077,150,1.0,24400,2020,3,13,0,0,1,1,0,0,0
21078,67,1.0,25200,2020,3,13,0,0,1,0,1,0,0
21079,31,1.0,26500,2020,3,13,0,0,1,0,0,1,0
21080,92,1.0,24500,2020,3,13,0,0,1,0,0,0,1
21098,80,1.0,25000,2020,3,14,0,0,1,1,0,0,0
21099,56,1.0,23800,2020,3,14,0,0,1,0,1,0,0
21100,34,1.0,27000,2020,3,14,0,0,1,0,0,1,0
21101,34,1.0,25700,2020,3,14,0,0,1,0,0,0,1
21117,102,1.0,25700,2020,3,16,0,0,1,1,0,0,0
21118,56,1.0,26600,2020,3,16,0,0,1,0,1,0,0
21120,34,1.0,26000,2020,3,16,0,0,1,0,0,1,0
21121,82,1.0,25400,2020,3,16,0,0,1,0,0,0,1
21138,124,1.0,22400,2020,3,17,0,0,1,1,0,0,0
21139,80,1.0,25600,2020,3,17,0,0,1,0,1,0,0
21141,68,1.0,25200,2020,3,17,0,0,1,0,0,1,0
21143,23,1.0,25000,2020,3,17,0,0,1,0,0,0,1
21157,34,1.0,15000,2020,3,18,0,0,1,1,0,0,0
21158,45,1.0,25800,2020,3,18,0,0,1,0,1,0,0
21159,45,1.0,26500,2020,3,18,0,0,1,0,0,1,0
21160,107,1.0,24400,2020,3,18,0,0,1,0,0,0,1
21177,128,1.0,25900,2020,3,19,0,0,1,1,0,0,0
21178,56,1.0,26400,2020,3,19,0,0,1,0,1,0,0
21179,45,1.0,26200,2020,3,19,0,0,1,0,0,1,0
21180,116,1.0,24200,2020,3,19,0,0,1,0,0,0,1
21196,128,1.0,26400,2020,3,20,0,0,1,1,0,0,0
21197,35,1.0,26000,2020,3,20,0,0,1,0,1,0,0
21198,56,1.0,26400,2020,3,20,0,0,1,0,0,1,0
21199,93,1.0,24600,2020,3,20,0,0,1,0,0,0,1
21217,128,1.0,23400,2020,3,21,0,0,1,1,0,0,0
21218,128,1.0,24900,2020,3,21,0,0,1,0,1,0,0
21219,34,1.0,26000,2020,3,21,0,0,1,0,0,1,0
21221,24,1.0,24000,2020,3,21,0,0,1,0,0,0,1
21238,102,1.0,26200,2020,3,23,0,0,1,1,0,0,0
21239,171,1.0,24100,2020,3,23,0,0,1,0,1,0,0
21240,67,1.0,22600,2020,3,23,0,0,1,0,0,1,0
21242,115,1.0,22500,2020,3,23,0,0,1,0,0,0,1
21257,113,1.0,24500,2020,3,24,0,0,1,1,0,0,0
21258,79,1.0,24700,2020,3,24,0,0,1,0,1,0,0
21259,94,1.0,24600,2020,3,24,0,0,1,0,0,1,0
21260,127,1.0,22800,2020,3,24,0,0,1,0,0,0,1
21279,136,1.0,25800,2020,3,25,0,0,1,1,0,0,0
21280,73,1.0,24100,2020,3,25,0,0,1,0,1,0,0
21281,58,1.0,25000,2020,3,25,0,0,1,0,0,1,0
21283,56,1.0,23200,2020,3,25,0,0,1,0,0,0,1
21297,125,1.0,24600,2020,3,26,0,0,1,1,0,0,0
21298,91,1.0,25300,2020,3,26,0,0,1,0,1,0,0
21299,68,1.0,24800,2020,3,26,0,0,1,0,0,1,0
21300,34,1.0,21300,2020,3,26,0,0,1,0,0,0,1
21318,171,1.0,23400,2020,3,27,0,0,1,1,0,0,0
21319,81,1.0,24400,2020,3,27,0,0,1,0,1,0,0
21320,91,1.0,22700,2020,3,27,0,0,1,0,0,1,0
21321,35,1.0,18700,2020,3,27,0,0,1,0,0,0,1
21336,158,1.0,25800,2020,3,28,0,0,1,1,0,0,0
21337,58,1.0,25600,2020,3,28,0,0,1,0,1,0,0
21338,57,1.0,26000,2020,3,28,0,0,1,0,0,1,0
21339,92,1.0,22300,2020,3,28,0,0,1,0,0,0,1
21358,81,1.0,25300,2020,3,30,0,0,1,1,0,0,0
21360,116,1.0,24600,2020,3,30,0,0,1,0,1,0,0
21362,71,1.0,21900,2020,3,30,0,0,1,0,0,1,0
21363,177,1.0,23000,2020,3,30,0,0,1,0,0,0,1
21377,127,1.0,22300,2020,3,31,0,0,1,1,0,0,0
21378,71,1.0,24300,2020,3,31,0,0,1,0,1,0,0
21380,94,1.0,24500,2020,3,31,0,0,1,0,0,1,0
21381,23,1.0,20500,2020,3,31,0,0,1,0,0,0,1
21397,200,1.0,22600,2020,4,1,0,0,1,1,0,0,0
21398,45,1.0,22500,2020,4,1,0,0,1,0,1,0,0
21400,79,1.0,21900,2020,4,1,0,0,1,0,0,1,0
21401,45,1.0,19500,2020,4,1,0,0,1,0,0,0,1
21416,97,1.0,24600,2020,4,2,0,0,1,1,0,0,0
21417,138,1.0,23500,2020,4,2,0,0,1,0,1,0,0
21418,80,1.0,23400,2020,4,2,0,0,1,0,0,1,0
21419,58,1.0,21400,2020,4,2,0,0,1,0,0,0,1
21437,171,1.0,23100,2020,4,3,0,0,1,1,0,0,0
21438,216,1.0,22800,2020,4,3,0,0,1,0,1,0,0
21440,90,1.0,21500,2020,4,3,0,0,1,0,0,1,0
21441,91,1.0,21500,2020,4,3,0,0,1,0,0,0,1
21456,138,1.0,23900,2020,4,4,0,0,1,1,0,0,0
21458,101,1.0,22600,2020,4,4,0,0,1,0,1,0,0
21459,79,1.0,21700,2020,4,4,0,0,1,0,0,1,0
21460,35,1.0,21400,2020,4,4,0,0,1,0,0,0,1
21478,56,1.0,25400,2020,4,6,0,0,1,1,0,0,0
21480,100,1.0,25400,2020,4,6,0,0,1,0,1,0,0
21482,45,1.0,25000,2020,4,6,0,0,1,0,0,1,0
21484,115,1.0,24200,2020,4,6,0,0,1,0,0,0,1
21497,114,1.0,25500,2020,4,7,0,0,1,1,0,0,0
21499,95,1.0,25300,2020,4,7,0,0,1,0,1,0,0
21501,81,1.0,24600,2020,4,7,0,0,1,0,0,1,0
21502,23,1.0,24000,2020,4,7,0,0,1,0,0,0,1
21517,139,1.0,25100,2020,4,8,0,0,1,1,0,0,0
21518,92,1.0,24600,2020,4,8,0,0,1,0,1,0,0
21519,55,1.0,25000,2020,4,8,0,0,1,0,0,1,0
21520,59,1.0,23800,2020,4,8,0,0,1,0,0,0,1
21538,115,1.0,24400,2020,4,9,0,0,1,1,0,0,0
21539,71,1.0,23300,2020,4,9,0,0,1,0,1,0,0
21541,68,1.0,24500,2020,4,9,0,0,1,0,0,1,0
21542,92,1.0,21100,2020,4,9,0,0,1,0,0,0,1
21557,126,1.0,25000,2020,4,10,0,0,1,1,0,0,0
21559,82,1.0,24900,2020,4,10,0,0,1,0,1,0,0
21561,68,1.0,25200,2020,4,10,0,0,1,0,0,1,0
21562,59,1.0,23400,2020,4,10,0,0,1,0,0,0,1
21579,113,1.0,25300,2020,4,11,0,0,1,1,0,0,0
21580,117,1.0,23500,2020,4,11,0,0,1,0,1,0,0
21581,104,1.0,24400,2020,4,11,0,0,1,0,0,1,0
21583,47,1.0,23200,2020,4,11,0,0,1,0,0,0,1
21598,150,1.0,25000,2020,4,13,0,0,1,1,0,0,0
21599,200,1.0,24600,2020,4,13,0,0,1,0,1,0,0
21601,109,1.0,24300,2020,4,13,0,0,1,0,0,1,0
21602,143,1.0,22900,2020,4,13,0,0,1,0,0,0,1
21616,104,1.0,23300,2020,4,14,0,0,1,1,0,0,0
21617,177,1.0,22600,2020,4,14,0,0,1,0,1,0,0
21618,91,1.0,22600,2020,4,14,0,0,1,0,0,1,0
21619,23,1.0,20500,2020,4,14,0,0,1,0,0,0,1
21637,206,1.0,23200,2020,4,15,0,0,1,1,0,0,0
21638,176,1.0,23300,2020,4,15,0,0,1,0,1,0,0
21639,68,1.0,23200,2020,4,15,0,0,1,0,0,1,0
21640,83,1.0,21300,2020,4,15,0,0,1,0,0,0,1
21657,184,1.0,23900,2020,4,16,0,0,1,1,0,0,0
21658,136,1.0,22900,2020,4,16,0,0,1,0,1,0,0
21659,118,1.0,22600,2020,4,16,0,0,1,0,0,1,0
21660,80,1.0,22600,2020,4,16,0,0,1,0,0,0,1
21679,57,1.0,24200,2020,4,17,0,0,1,1,0,0,0
21681,23,1.0,23000,2020,4,17,0,0,1,0,1,0,0
21683,11,1.0,27000,2020,4,17,0,0,1,0,0,1,0
21685,23,1.0,23000,2020,4,17,0,0,1,0,0,0,1
21697,134,1.0,25600,2020,4,18,0,0,1,1,0,0,0
21698,104,1.0,23700,2020,4,18,0,0,1,0,1,0,0
21699,23,1.0,25000,2020,4,18,0,0,1,0,0,1,0
21700,45,1.0,23800,2020,4,18,0,0,1,0,0,0,1
21718,151,1.0,25200,2020,4,20,0,0,1,1,0,0,0
21720,172,1.0,24300,2020,4,20,0,0,1,0,1,0,0
21721,90,1.0,25300,2020,4,20,0,0,1,0,0,1,0
21723,139,1.0,23700,2020,4,20,0,0,1,0,0,0,1
21737,192,1.0,24800,2020,4,21,0,0,1,1,0,0,0
21738,77,1.0,23900,2020,4,21,0,0,1,0,1,0,0
21740,67,1.0,23500,2020,4,21,0,0,1,0,0,1,0
21742,224,1.0,21600,2020,4,21,0,0,1,0,0,0,1
21758,172,1.0,23500,2020,4,22,0,0,1,1,0,0,0
21759,168,1.0,22100,2020,4,22,0,0,1,0,1,0,0
21760,125,1.0,21500,2020,4,22,0,0,1,0,0,1,0
21762,79,1.0,20300,2020,4,22,0,0,1,0,0,0,1
21778,191,1.0,23900,2020,4,23,0,0,1,1,0,0,0
21779,98,1.0,23800,2020,4,23,0,0,1,0,1,0,0
21780,34,1.0,23700,2020,4,23,0,0,1,0,0,1,0
21781,32,1.0,23000,2020,4,23,0,0,1,0,0,0,1
21798,185,1.0,24200,2020,4,24,0,0,1,1,0,0,0
21800,157,1.0,22600,2020,4,24,0,0,1,0,1,0,0
21801,127,1.0,22500,2020,4,24,0,0,1,0,0,1,0
21803,149,1.0,21000,2020,4,24,0,0,1,0,0,0,1
21818,217,1.0,23400,2020,4,25,0,0,1,1,0,0,0
21820,100,1.0,22400,2020,4,25,0,0,1,0,1,0,0
21821,207,1.0,23200,2020,4,25,0,0,1,0,0,1,0
21823,206,1.0,22300,2020,4,25,0,0,1,0,0,0,1
21838,111,1.0,24900,2020,4,27,0,0,1,1,0,0,0
21839,81,1.0,23300,2020,4,27,0,0,1,0,1,0,0
21840,221,1.0,22800,2020,4,27,0,0,1,0,0,1,0
21841,35,1.0,18000,2020,4,27,0,0,1,0,0,0,1
21858,161,1.0,24300,2020,4,28,0,0,1,1,0,0,0
21859,78,1.0,24900,2020,4,28,0,0,1,0,1,0,0
21860,176,1.0,23400,2020,4,28,0,0,1,0,0,1,0
21862,139,1.0,21300,2020,4,28,0,0,1,0,0,0,1
21878,174,1.0,24800,2020,4,29,0,0,1,1,0,0,0
21879,165,1.0,23800,2020,4,29,0,0,1,0,1,0,0
21880,46,1.0,24000,2020,4,29,0,0,1,0,0,1,0
21882,124,1.0,22300,2020,4,29,0,0,1,0,0,0,1
21897,106,1.0,24200,2020,4,30,0,0,1,1,0,0,0
21898,173,1.0,23300,2020,4,30,0,0,1,0,1,0,0
21899,132,1.0,21300,2020,4,30,0,0,1,0,0,1,0
21900,278,1.0,20900,2020,4,30,0,0,1,0,0,0,1
21917,129,1.0,22800,2020,5,1,0,0,1,1,0,0,0
21918,118,1.0,23200,2020,5,1,0,0,1,0,1,0,0
21919,177,1.0,21500,2020,5,1,0,0,1,0,0,1,0
21920,294,1.0,20200,2020,5,1,0,0,1,0,0,0,1
21937,120,1.0,26400,2020,5,2,0,0,1,1,0,0,0
21938,68,1.0,24000,2020,5,2,0,0,1,0,1,0,0
21939,117,1.0,23100,2020,5,2,0,0,1,0,0,1,0
21940,142,1.0,21400,2020,5,2,0,0,1,0,0,0,1
21958,145,1.0,24000,2020,5,4,0,0,1,1,0,0,0
21960,90,1.0,24100,2020,5,4,0,0,1,0,1,0,0
21961,177,1.0,21800,2020,5,4,0,0,1,0,0,1,0
21962,126,1.0,21400,2020,5,4,0,0,1,0,0,0,1
21978,196,1.0,24400,2020,5,5,0,0,1,1,0,0,0
21979,77,1.0,22400,2020,5,5,0,0,1,0,1,0,0
21980,115,1.0,21600,2020,5,5,0,0,1,0,0,1,0
21982,135,1.0,21100,2020,5,5,0,0,1,0,0,0,1
21998,305,1.0,22700,2020,5,6,0,0,1,1,0,0,0
21999,80,1.0,22800,2020,5,6,0,0,1,0,1,0,0
22000,117,1.0,23900,2020,5,6,0,0,1,0,0,1,0
22002,206,1.0,22500,2020,5,6,0,0,1,0,0,0,1
22017,288,1.0,23400,2020,5,7,0,0,1,1,0,0,0
22018,102,1.0,23500,2020,5,7,0,0,1,0,1,0,0
22019,199,1.0,22700,2020,5,7,0,0,1,0,0,1,0
22021,215,1.0,21100,2020,5,7,0,0,1,0,0,0,1
22037,183,1.0,23000,2020,5,8,0,0,1,1,0,0,0
