amount,weight,avg_price,yyyy,mm,dd,origin_부산(기장),origin_삼천포,origin_안흥,origin_제주도,origin_포항,standard_18미,standard_20미,standard_28미,standard_중
3851,55,10.0,23000,2018,2,12,0,0,0,1,0,1,0,0,0
3853,57,15.0,31600,2018,2,12,0,0,0,1,0,0,0,0,1
3860,192,18.0,40500,2018,2,13,1,0,0,0,0,0,1,0,0
3867,93,15.0,10000,2018,2,13,0,0,0,1,0,1,0,0,0
3870,51,15.0,27300,2018,2,13,0,0,0,1,0,0,0,0,1
3884,75,18.0,72600,2018,2,21,1,0,0,0,0,1,0,0,0
3885,2,18.0,65000,2018,2,21,1,0,0,0,0,0,1,0,0
3895,95,18.0,68200,2018,2,22,1,0,0,0,0,1,0,0,0
3896,255,18.0,46100,2018,2,22,1,0,0,0,0,0,1,0,0
3903,2,18.0,10000,2018,2,22,1,0,0,0,0,0,0,0,1
3908,105,18.0,40000,2018,2,23,1,0,0,0,0,1,0,0,0
3909,6,10.0,40000,2018,2,23,1,0,0,0,0,0,1,0,0
3910,297,18.0,40500,2018,2,23,1,0,0,0,0,0,1,0,0
3922,124,18.0,34300,2018,2,24,1,0,0,0,0,0,1,0,0
3927,28,10.0,40000,2018,2,26,1,0,0,0,0,1,0,0,0
3928,16,18.0,40000,2018,2,26,1,0,0,0,0,1,0,0,0
3929,88,10.0,35000,2018,2,26,1,0,0,0,0,0,1,0,0
3930,313,18.0,33600,2018,2,26,1,0,0,0,0,0,1,0,0
3935,63,18.0,15000,2018,2,26,1,0,0,0,0,0,0,1,0
3942,4,15.0,20000,2018,2,26,0,0,0,1,0,1,0,0,0
3943,1,15.0,30000,2018,2,26,0,0,0,1,0,0,0,0,1
3954,37,18.0,60000,2018,2,27,1,0,0,0,0,1,0,0,0
3955,162,18.0,34600,2018,2,27,1,0,0,0,0,0,1,0,0
3958,55,18.0,25000,2018,2,27,1,0,0,0,0,0,0,1,0
3961,3,15.0,45000,2018,2,27,0,0,0,1,0,1,0,0,0
3967,50,18.0,55000,2018,2,28,1,0,0,0,0,1,0,0,0
3968,280,18.0,51100,2018,2,28,1,0,0,0,0,0,1,0,0
3970,243,18.0,27000,2018,2,28,1,0,0,0,0,0,0,1,0
3976,14,10.0,13000,2018,2,28,0,0,0,1,0,1,0,0,0
3977,20,15.0,38000,2018,2,28,0,0,0,1,0,0,0,0,1
3983,46,18.0,50000,2018,3,1,1,0,0,0,0,0,1,0,0
3985,52,18.0,30000,2018,3,1,1,0,0,0,0,0,0,1,0
3992,13,15.0,20000,2018,3,1,0,0,0,1,0,1,0,0,0
3994,28,18.0,60000,2018,3,2,1,0,0,0,0,0,1,0,0
3996,130,18.0,10000,2018,3,2,1,0,0,0,0,0,0,0,1
3999,7,15.0,22000,2018,3,2,0,0,0,1,0,1,0,0,0
4001,5,15.0,30000,2018,3,2,0,0,0,1,0,0,0,0,1
4005,1,15.0,30000,2018,3,5,0,0,0,1,0,0,0,0,1
4008,7,1.0,27000,2018,3,6,0,0,0,1,0,1,0,0,0
4010,10,15.0,32800,2018,3,6,0,0,0,1,0,0,0,0,1
4035,17,15.0,90000,2018,3,13,1,0,0,0,0,1,0,0,0
4036,22,18.0,80000,2018,3,13,1,0,0,0,0,0,1,0,0
4042,1,15.0,50000,2018,3,13,1,0,0,0,0,0,0,0,1
4043,200,18.0,16000,2018,3,13,1,0,0,0,0,0,0,0,1
4053,49,10.0,90000,2018,3,15,1,0,0,0,0,1,0,0,0
4054,108,13.0,80000,2018,3,15,1,0,0,0,0,0,1,0,0
4056,100,143.0,27000,2018,3,15,1,0,0,0,0,0,0,1,0
4063,1,13.0,70000,2018,3,15,0,0,0,1,0,0,0,0,1
4067,36,13.0,55000,2018,3,16,0,0,0,1,0,0,1,0,0
4074,135,18.0,55500,2018,3,17,1,0,0,0,0,0,1,0,0
4076,28,18.0,30000,2018,3,17,1,0,0,0,0,0,0,0,1
4079,25,18.0,40000,2018,3,19,0,1,0,0,0,1,0,0,0
4085,117,10.0,80000,2018,3,20,1,0,0,0,0,1,0,0,0
4086,38,10.0,70000,2018,3,20,1,0,0,0,0,0,1,0,0
4087,80,18.0,60000,2018,3,20,1,0,0,0,0,0,1,0,0
4089,149,18.0,35000,2018,3,20,1,0,0,0,0,0,0,1,0
4093,19,10.0,30000,2018,3,20,1,0,0,0,0,0,0,0,1
4098,94,18.0,77700,2018,3,21,1,0,0,0,0,0,1,0,0
4104,28,10.0,39300,2018,3,21,0,0,0,1,0,0,0,0,1
4119,166,18.0,62600,2018,3,24,1,0,0,0,0,1,0,0,0
4120,55,18.0,60000,2018,3,24,1,0,0,0,0,0,1,0,0
4123,103,18.0,60000,2018,3,26,1,0,0,0,0,1,0,0,0
4124,113,18.0,45800,2018,3,26,1,0,0,0,0,0,1,0,0
4127,51,18.0,20000,2018,3,26,1,0,0,0,0,0,0,1,0
4133,81,10.0,54300,2018,3,26,0,0,0,1,0,0,0,0,1
4139,19,18.0,50000,2018,3,27,1,0,0,0,0,1,0,0,0
4140,19,18.0,45000,2018,3,27,1,0,0,0,0,0,1,0,0
4142,89,18.0,20000,2018,3,27,1,0,0,0,0,0,0,1,0
4150,24,18.0,30000,2018,3,27,0,0,0,1,0,0,0,0,1
4155,68,18.0,70000,2018,3,28,1,0,0,0,0,0,1,0,0
4170,143,18.0,22200,2018,3,29,1,0,0,0,0,0,0,0,1
4171,6,18.0,25000,2018,3,29,0,0,0,1,0,0,0,0,1
4182,40,18.0,83000,2018,3,31,1,0,0,0,0,0,0,0,1
4183,64,18.0,8800,2018,3,31,0,1,0,0,0,0,0,0,1
4187,13,18.0,9000,2018,3,31,0,0,0,1,0,1,0,0,0
4199,3,13.0,20000,2018,4,3,0,0,0,1,0,0,0,0,1
4206,1,18.0,20000,2018,4,5,0,0,0,1,0,0,0,0,1
4217,41,15.0,85000,2018,4,7,1,0,0,0,0,1,0,0,0
4218,52,15.0,80000,2018,4,7,1,0,0,0,0,0,1,0,0
4229,61,15.0,60000,2018,4,9,1,0,0,0,0,1,0,0,0
4230,211,15.0,53000,2018,4,9,1,0,0,0,0,0,1,0,0
4245,100,15.0,13000,2018,4,11,1,0,0,0,0,0,0,0,1
4247,2,13.0,30000,2018,4,11,0,0,0,1,0,0,1,0,0
4248,1,13.0,70000,2018,4,11,0,0,0,1,0,0,0,0,1
4257,27,15.0,85000,2018,4,12,1,0,0,0,0,1,0,0,0
4258,12,15.0,65000,2018,4,12,1,0,0,0,0,0,1,0,0
4287,10,15.0,80000,2018,4,16,1,0,0,0,0,1,0,0,0
4288,44,15.0,75000,2018,4,16,1,0,0,0,0,0,1,0,0
4292,31,15.0,20000,2018,4,16,1,0,0,0,0,0,0,1,0
4299,3,15.0,50000,2018,4,16,0,0,0,1,0,0,0,0,1
4317,9,13.0,15000,2018,4,18,0,0,0,1,0,0,0,0,1
4322,55,15.0,75000,2018,4,19,1,0,0,0,0,1,0,0,0
4323,41,15.0,73800,2018,4,19,1,0,0,0,0,0,1,0,0
4325,147,15.0,20400,2018,4,19,1,0,0,0,0,0,0,1,0
4330,1,15.0,40000,2018,4,19,1,0,0,0,0,0,0,0,1
4338,160,15.0,90000,2018,4,20,1,0,0,0,0,1,0,0,0
4339,25,13.0,70000,2018,4,20,1,0,0,0,0,0,1,0,0
4340,15,15.0,90000,2018,4,20,1,0,0,0,0,0,1,0,0
4342,53,15.0,20000,2018,4,20,1,0,0,0,0,0,0,1,0
4345,1,13.0,30000,2018,4,20,1,0,0,0,0,0,0,0,1
4349,44,15.0,50000,2018,4,21,1,0,0,0,0,1,0,0,0
4350,308,15.0,56900,2018,4,21,1,0,0,0,0,0,1,0,0
4354,1,15.0,30000,2018,4,21,1,0,0,0,0,0,0,0,1
4355,109,15.0,66000,2018,4,23,1,0,0,0,0,1,0,0,0
4356,14,13.0,40000,2018,4,23,1,0,0,0,0,0,1,0,0
4357,138,15.0,62000,2018,4,23,1,0,0,0,0,0,1,0,0
4372,46,15.0,35000,2018,4,24,1,0,0,0,0,1,0,0,0
4373,110,15.0,35000,2018,4,24,1,0,0,0,0,0,1,0,0
4381,66,15.0,26200,2018,4,24,0,0,0,1,0,0,0,0,1
4403,75,15.0,95000,2018,4,28,1,0,0,0,0,0,1,0,0
4405,16,15.0,110000,2018,4,30,1,0,0,0,0,0,1,0,0
4427,4,15.0,20000,2018,5,1,0,0,0,1,0,0,0,0,1
4437,86,15.0,27000,2018,5,3,0,0,0,1,0,0,0,1,0
4439,228,15.0,47800,2018,5,3,0,0,0,1,0,0,0,0,1
4445,79,10.0,49400,2018,5,4,0,0,0,1,0,0,0,0,1
4450,48,15.0,8000,2018,5,5,0,0,0,0,1,0,1,0,0
4451,53,15.0,8000,2018,5,5,0,0,0,0,1,0,0,0,1
4452,40,15.0,90000,2018,5,7,0,0,0,1,0,1,0,0,0
4453,46,15.0,65000,2018,5,7,0,0,0,1,0,0,1,0,0
4456,4,15.0,30000,2018,5,7,0,0,0,1,0,0,0,0,1
4471,107,15.0,48600,2018,5,11,0,0,0,1,0,0,0,0,1
4477,59,15.0,70000,2018,5,12,0,0,0,1,0,0,1,0,0
4480,14,10.0,80000,2018,5,14,0,0,0,1,0,0,1,0,0
4482,376,10.0,43200,2018,5,14,0,0,0,1,0,0,0,0,1
4483,127,15.0,63900,2018,5,14,0,0,0,1,0,0,0,0,1
4487,120,15.0,13000,2018,5,14,0,0,0,0,1,0,0,0,1
4493,137,15.0,50000,2018,5,15,0,0,0,1,0,0,0,0,1
4502,55,15.0,50000,2018,5,16,0,0,0,1,0,0,1,0,0
4503,203,15.0,40100,2018,5,16,0,0,0,1,0,0,0,0,1
4511,1,15.0,45000,2018,5,17,0,0,0,1,0,0,1,0,0
4514,2,15.0,37000,2018,5,17,0,0,0,1,0,0,0,0,1
4518,100,15.0,14000,2018,5,18,0,1,0,0,0,0,0,0,1
4524,10,15.0,43000,2018,5,18,0,0,0,1,0,1,0,0,0
4525,2,15.0,40000,2018,5,18,0,0,0,1,0,0,1,0,0
4531,12,13.0,45000,2018,5,19,1,0,0,0,0,0,1,0,0
4533,50,15.0,5000,2018,5,19,0,0,0,0,1,0,0,0,1
4535,54,13.0,61200,2018,5,21,0,0,0,1,0,0,0,0,1
4536,5,15.0,110000,2018,5,21,0,0,0,1,0,0,0,0,1
4549,2,15.0,45000,2018,5,24,0,0,0,1,0,0,0,0,1
4564,154,15.0,74400,2018,5,26,0,0,0,1,0,0,0,0,1
4567,3,15.0,30000,2018,5,26,0,0,0,0,1,0,0,0,1
4570,27,15.0,84600,2018,5,28,0,0,0,1,0,0,0,0,1
4572,2,15.0,40000,2018,5,28,0,0,0,0,1,0,0,0,1
4581,75,15.0,91300,2018,5,29,0,0,0,1,0,0,0,0,1
4589,1,15.0,65000,2018,5,30,0,0,0,1,0,0,1,0,0
4593,14,10.0,60700,2018,5,30,0,0,0,1,0,0,0,0,1
4600,5,15.0,61400,2018,5,31,0,0,0,1,0,1,0,0,0
4601,1,15.0,65000,2018,5,31,0,0,0,1,0,0,1,0,0
4604,1,15.0,38000,2018,5,31,0,0,0,1,0,0,0,1,0
4608,79,15.0,56800,2018,5,31,0,0,0,1,0,0,0,0,1
4609,7,15.0,20000,2018,5,31,0,0,0,0,1,0,0,0,1
4618,1,15.0,42000,2018,6,1,0,0,0,1,0,0,0,1,0
4620,27,15.0,81100,2018,6,1,0,0,0,1,0,0,0,0,1
4626,55,15.0,55000,2018,6,2,0,0,0,1,0,0,1,0,0
4631,97,15.0,67600,2018,6,2,0,0,0,1,0,0,0,0,1
4632,4,15.0,10000,2018,6,2,0,0,0,0,1,0,0,0,1
4634,100,15.0,25000,2018,6,4,1,0,0,0,0,0,0,0,1
4636,69,15.0,35100,2018,6,4,0,0,0,1,0,0,1,0,0
4640,117,15.0,20100,2018,6,4,0,0,0,1,0,0,0,1,0
4642,229,15.0,29700,2018,6,4,0,0,0,1,0,0,0,0,1
4649,23,15.0,48600,2018,6,5,0,0,0,1,0,1,0,0,0
4650,252,15.0,33000,2018,6,5,0,0,0,1,0,0,1,0,0
4653,3,15.0,17000,2018,6,5,0,0,0,1,0,0,0,1,0
4655,212,15.0,32000,2018,6,5,0,0,0,1,0,0,0,0,1
4656,2,15.0,15000,2018,6,5,0,0,0,0,1,0,0,0,1
4664,5,15.0,30000,2018,6,6,1,0,0,0,0,1,0,0,0
4665,77,15.0,21000,2018,6,6,1,0,0,0,0,0,1,0,0
4667,274,15.0,33900,2018,6,6,0,0,0,1,0,0,0,0,1
4672,109,15.0,49100,2018,6,7,0,0,0,1,0,0,0,0,1
4678,49,15.0,76800,2018,6,8,0,0,0,1,0,0,0,0,1
4683,3,15.0,45000,2018,6,9,0,0,0,1,0,0,1,0,0
4686,62,15.0,29900,2018,6,9,0,0,0,1,0,0,0,1,0
4688,226,15.0,39700,2018,6,9,0,0,0,1,0,0,0,0,1
4692,5,15.0,50000,2018,6,11,0,0,0,1,0,1,0,0,0
4693,1,25.0,30000,2018,6,11,0,0,0,1,0,1,0,0,0
4694,10,25.0,36500,2018,6,11,0,0,0,1,0,0,1,0,0
4705,22,15.0,25800,2018,6,13,0,0,0,1,0,1,0,0,0
4706,23,15.0,18300,2018,6,13,0,0,0,1,0,0,1,0,0
4709,111,15.0,96000,2018,6,13,0,0,0,1,0,0,0,0,1
4710,3,15.0,10000,2018,6,13,0,0,0,0,1,0,0,0,1
4714,3,15.0,65000,2018,6,14,0,0,0,1,0,1,0,0,0
4715,3,15.0,70000,2018,6,14,0,0,0,1,0,0,1,0,0
4717,125,15.0,78600,2018,6,14,0,0,0,1,0,0,0,0,1
4731,1,15.0,70000,2018,6,15,0,0,0,1,0,1,0,0,0
4732,84,15.0,55600,2018,6,15,0,0,0,1,0,0,1,0,0
4735,149,15.0,59300,2018,6,15,0,0,0,1,0,0,0,0,1
4742,6,15.0,15000,2018,6,16,0,0,0,0,1,0,0,0,1
4747,3,15.0,22000,2018,6,18,0,0,0,1,0,0,0,1,0
4753,165,15.0,61200,2018,6,19,0,0,0,1,0,0,0,0,1
4754,15,15.0,15000,2018,6,19,0,0,0,0,1,0,0,0,1
4762,21,15.0,42000,2018,6,20,0,0,0,1,0,0,0,1,0
4763,18,15.0,65800,2018,6,20,0,0,0,1,0,0,0,0,1
4769,5,13.0,35000,2018,6,21,1,0,0,0,0,0,0,0,1
4773,2,15.0,90000,2018,6,21,0,0,0,1,0,1,0,0,0
4774,35,15.0,80000,2018,6,21,0,0,0,1,0,0,1,0,0
4775,145,15.0,94000,2018,6,21,0,0,0,1,0,0,0,0,1
4776,3,15.0,25000,2018,6,21,0,0,0,0,1,0,0,0,1
4785,4,15.0,45000,2018,6,22,1,0,0,0,0,1,0,0,0
4786,7,15.0,45000,2018,6,22,1,0,0,0,0,0,1,0,0
4788,17,15.0,20000,2018,6,22,1,0,0,0,0,0,0,0,1
4795,34,15.0,74600,2018,6,22,0,0,0,1,0,1,0,0,0
4804,14,15.0,30000,2018,6,23,1,0,0,0,0,0,1,0,0
4805,4,15.0,25000,2018,6,23,1,0,0,0,0,0,0,1,0
4811,5,15.0,55000,2018,6,23,0,0,0,1,0,1,0,0,0
4812,29,15.0,41700,2018,6,23,0,0,0,1,0,0,1,0,0
4813,23,15.0,31300,2018,6,23,0,0,0,1,0,0,0,0,1
4814,206,15.0,17000,2018,6,23,0,0,0,0,1,0,0,0,1
4815,1,15.0,60000,2018,6,25,1,0,0,0,0,0,0,0,1
4821,5,10.0,35000,2018,6,25,0,0,0,1,0,1,0,0,0
4822,35,10.0,63000,2018,6,25,0,0,0,1,0,0,1,0,0
4823,10,10.0,50000,2018,6,25,0,0,0,1,0,0,0,0,1
4826,211,15.0,15000,2018,6,25,0,0,0,0,1,0,0,0,1
4834,12,15.0,56700,2018,6,26,0,0,0,1,0,1,0,0,0
4835,10,15.0,46000,2018,6,26,0,0,0,1,0,0,1,0,0
4838,49,15.0,69000,2018,6,26,0,0,0,1,0,0,0,0,1
4839,128,15.0,14000,2018,6,26,0,0,0,0,1,0,0,0,1
4848,36,15.0,40000,2018,6,27,1,0,0,0,0,0,1,0,0
4856,4,15.0,42000,2018,6,27,0,0,0,1,0,0,1,0,0
4860,1,15.0,30000,2018,6,27,0,0,0,1,0,0,0,1,0
4866,3,15.0,30000,2018,6,28,0,0,0,1,0,0,1,0,0
4868,11,8.0,70000,2018,6,28,0,0,0,1,0,0,0,0,1
4869,43,15.0,56900,2018,6,28,0,0,0,1,0,0,0,0,1
4872,1,13.0,50000,2018,6,29,0,0,0,1,0,0,0,0,1
4873,6,15.0,40000,2018,6,29,0,0,0,1,0,0,0,0,1
4874,3,16.0,50000,2018,6,29,0,0,0,1,0,0,0,0,1
4875,5,13.0,35000,2018,6,29,0,0,0,0,1,0,0,0,1
4880,6,10.0,50000,2018,6,30,0,0,0,1,0,0,1,0,0
4881,23,15.0,75400,2018,6,30,0,0,0,1,0,0,0,0,1
4884,28,15.0,15000,2018,6,30,0,0,0,0,1,0,0,0,1
4889,2,15.0,50000,2018,7,2,0,0,0,1,0,0,1,0,0
4893,5,15.0,34200,2018,7,2,0,0,0,1,0,0,0,1,0
4897,72,10.0,48300,2018,7,2,0,0,0,1,0,0,0,0,1
4898,69,15.0,59800,2018,7,2,0,0,0,1,0,0,0,0,1
4903,60,13.0,58900,2018,7,3,0,0,0,1,0,0,0,0,1
4911,19,18.0,54700,2018,7,5,0,0,0,1,0,0,0,0,1
4918,35,13.0,75000,2018,7,6,1,0,0,0,0,0,1,0,0
4922,27,13.0,60000,2018,7,6,0,0,0,1,0,1,0,0,0
4923,60,13.0,87300,2018,7,6,0,0,0,1,0,0,0,0,1
4924,18,18.0,70000,2018,7,6,0,0,0,1,0,0,0,0,1
4932,279,13.0,35300,2018,7,7,1,0,0,0,0,0,1,0,0
4936,407,13.0,14200,2018,7,7,1,0,0,0,0,0,0,1,0
4945,330,13.0,50000,2018,7,9,1,0,0,0,0,1,0,0,0
4946,269,13.0,26900,2018,7,9,1,0,0,0,0,0,1,0,0
4949,100,13.0,12000,2018,7,9,1,0,0,0,0,0,0,1,0
4951,1,13.0,10000,2018,7,9,1,0,0,0,0,0,0,0,1
4952,3,13.0,15000,2018,7,9,0,0,0,1,0,0,0,0,1
4961,591,13.0,20500,2018,7,10,1,0,0,0,0,0,1,0,0
4965,465,13.0,12000,2018,7,10,1,0,0,0,0,0,0,1,0
4967,300,13.0,12000,2018,7,10,1,0,0,0,0,0,0,0,1
4971,9,13.0,11000,2018,7,10,0,0,0,1,0,1,0,0,0
4983,1,10.0,10000,2018,7,11,0,0,0,1,0,0,0,0,1
4993,762,13.0,15000,2018,7,12,1,0,0,0,0,0,0,1,0
4998,14,13.0,15300,2018,7,12,0,0,0,1,0,1,0,0,0
4999,3,13.0,17000,2018,7,12,0,0,0,1,0,0,1,0,0
5003,50,13.0,35000,2018,7,13,1,0,0,0,0,1,0,0,0
5004,386,13.0,32300,2018,7,13,1,0,0,0,0,0,1,0,0
5007,220,13.0,15000,2018,7,13,1,0,0,0,0,0,0,1,0
5009,101,13.0,39700,2018,7,13,1,0,0,0,0,0,0,0,1
5012,5,18.0,30000,2018,7,13,0,0,0,1,0,0,0,0,1
5018,10,13.0,40000,2018,7,14,1,0,0,0,0,1,0,0,0
5019,153,13.0,42600,2018,7,14,1,0,0,0,0,0,1,0,0
5027,3,13.0,25000,2018,7,14,0,0,0,1,0,0,0,0,1
5031,321,13.0,45000,2018,7,16,1,0,0,0,0,1,0,0,0
5032,47,13.0,40000,2018,7,16,1,0,0,0,0,0,1,0,0
5040,3,10.0,16000,2018,7,16,0,0,0,1,0,0,0,0,1
5045,60,13.0,50000,2018,7,17,1,0,0,0,0,1,0,0,0
5046,30,13.0,40000,2018,7,17,1,0,0,0,0,0,1,0,0
5048,933,13.0,15200,2018,7,17,1,0,0,0,0,0,0,1,0
5060,377,13.0,31900,2018,7,18,1,0,0,0,0,0,1,0,0
5062,577,13.0,10000,2018,7,18,1,0,0,0,0,0,0,1,0
5064,13,13.0,45000,2018,7,18,0,1,0,0,0,1,0,0,0
5065,200,13.0,20000,2018,7,18,0,1,0,0,0,0,0,1,0
5068,49,13.0,34200,2018,7,18,0,0,0,1,0,0,0,0,1
5073,50,13.0,50000,2018,7,19,1,0,0,0,0,1,0,0,0
5074,75,13.0,50000,2018,7,19,1,0,0,0,0,0,1,0,0
5078,28,13.0,28000,2018,7,19,0,0,0,1,0,0,0,0,1
5079,55,13.0,43600,2018,7,20,1,0,0,0,0,1,0,0,0
5080,217,13.0,37600,2018,7,20,1,0,0,0,0,0,1,0,0
5083,471,13.0,12700,2018,7,20,1,0,0,0,0,0,0,1,0
5085,41,13.0,28000,2018,7,20,0,0,0,1,0,1,0,0,0
5086,71,13.0,49600,2018,7,20,0,0,0,1,0,0,0,0,1
5087,12,13.0,5000,2018,7,20,0,0,0,0,1,0,0,0,1
5091,41,13.0,50000,2018,7,21,1,0,0,0,0,1,0,0,0
5092,53,13.0,40000,2018,7,21,1,0,0,0,0,0,1,0,0
5096,24,13.0,25000,2018,7,21,0,0,0,1,0,0,0,0,1
5099,98,13.0,49800,2018,7,23,1,0,0,0,0,0,1,0,0
5100,654,13.0,23400,2018,7,23,1,0,0,0,0,0,0,1,0
5105,21,13.0,50000,2018,7,24,1,0,0,0,0,1,0,0,0
5106,120,13.0,38500,2018,7,24,1,0,0,0,0,0,1,0,0
5110,10,13.0,5000,2018,7,24,0,0,0,0,1,0,0,0,1
5113,15,13.0,35000,2018,7,25,1,0,0,0,0,1,0,0,0
5114,285,13.0,41400,2018,7,25,1,0,0,0,0,0,1,0,0
5118,180,13.0,22800,2018,7,25,1,0,0,0,0,0,0,1,0
5120,1,13.0,10000,2018,7,25,1,0,0,0,0,0,0,0,1
5124,8,13.0,25000,2018,7,25,0,0,0,1,0,1,0,0,0
5125,2,13.0,25000,2018,7,25,0,0,0,1,0,0,1,0,0
5126,1,14.0,15000,2018,7,25,0,0,0,1,0,0,0,0,1
5127,8,16.0,25000,2018,7,25,0,0,0,1,0,0,0,0,1
5128,3,18.0,25000,2018,7,25,0,0,0,1,0,0,0,0,1
5138,90,13.0,50000,2018,7,26,1,0,0,0,0,1,0,0,0
5139,246,13.0,40700,2018,7,26,1,0,0,0,0,0,1,0,0
5143,775,13.0,16900,2018,7,26,1,0,0,0,0,0,0,1,0
5146,28,13.0,25000,2018,7,26,0,0,0,1,0,0,0,0,1
5147,7,18.0,25000,2018,7,26,0,0,0,1,0,0,0,0,1
5150,129,13.0,47300,2018,7,27,1,0,0,0,0,0,1,0,0
5151,249,13.0,14000,2018,7,27,1,0,0,0,0,0,0,1,0
5152,17,18.0,28200,2018,7,27,0,0,0,1,0,0,0,0,1
5158,39,13.0,65000,2018,7,30,0,0,0,1,0,0,0,0,1
5159,16,18.0,30000,2018,7,30,0,0,0,1,0,0,0,0,1
5161,14,13.0,40000,2018,7,31,1,0,0,0,0,0,1,0,0
5163,47,13.0,52700,2018,7,31,0,0,0,1,0,0,0,0,1
5164,2,16.0,40000,2018,7,31,0,0,0,1,0,0,0,0,1
5167,26,10.0,46300,2018,8,1,0,0,0,1,0,0,1,0,0
5168,3,18.0,30000,2018,8,1,0,0,0,1,0,0,0,0,1
5171,80,13.0,55000,2018,8,2,1,0,0,0,0,0,1,0,0
5173,1,13.0,50000,2018,8,2,0,0,0,1,0,1,0,0,0
5174,3,13.0,45000,2018,8,2,0,0,0,1,0,0,1,0,0
5177,57,13.0,60900,2018,8,2,0,0,0,1,0,0,0,0,1
5178,2,17.0,50000,2018,8,2,0,0,0,1,0,0,0,0,1
5179,9,18.0,30000,2018,8,2,0,0,0,1,0,0,0,0,1
5186,40,13.0,50000,2018,8,3,1,0,0,0,0,1,0,0,0
5187,312,13.0,42700,2018,8,3,1,0,0,0,0,0,1,0,0
5190,733,13.0,15000,2018,8,3,1,0,0,0,0,0,0,1,0
5195,6,13.0,30000,2018,8,3,0,0,0,1,0,1,0,0,0
5197,34,13.0,45000,2018,8,4,1,0,0,0,0,1,0,0,0
5198,184,13.0,29600,2018,8,4,1,0,0,0,0,0,1,0,0
5200,409,13.0,19000,2018,8,4,1,0,0,0,0,0,0,1,0
5202,128,13.0,20000,2018,8,4,1,0,0,0,0,0,0,0,1
5207,39,13.0,53000,2018,8,4,0,0,0,1,0,0,0,0,1
5208,100,13.0,47800,2018,8,6,1,0,0,0,0,1,0,0,0
5209,44,10.0,30000,2018,8,6,1,0,0,0,0,0,1,0,0
5210,255,13.0,26100,2018,8,6,1,0,0,0,0,0,1,0,0
5213,940,13.0,12100,2018,8,6,1,0,0,0,0,0,0,1,0
5216,57,13.0,44400,2018,8,6,0,0,0,1,0,0,0,0,1
5223,41,13.0,40000,2018,8,7,1,0,0,0,0,1,0,0,0
5224,465,13.0,28700,2018,8,7,1,0,0,0,0,0,1,0,0
5226,1180,13.0,12500,2018,8,7,1,0,0,0,0,0,0,1,0
5230,140,13.0,50000,2018,8,8,1,0,0,0,0,1,0,0,0
5231,153,13.0,23800,2018,8,8,1,0,0,0,0,0,1,0,0
5233,444,13.0,13400,2018,8,8,1,0,0,0,0,0,0,1,0
5234,34,13.0,22000,2018,8,8,0,0,0,1,0,1,0,0,0
5235,19,13.0,18000,2018,8,8,0,0,0,1,0,0,1,0,0
5236,79,13.0,42000,2018,8,8,0,0,0,1,0,0,0,0,1
5237,4,18.0,30000,2018,8,8,0,0,0,1,0,0,0,0,1
5240,156,13.0,29000,2018,8,9,1,0,0,0,0,0,1,0,0
5243,939,13.0,12500,2018,8,9,1,0,0,0,0,0,0,1,0
5247,241,13.0,47000,2018,8,10,1,0,0,0,0,1,0,0,0
5248,168,13.0,30400,2018,8,10,1,0,0,0,0,0,1,0,0
5251,562,13.0,12200,2018,8,10,1,0,0,0,0,0,0,1,0
5253,70,13.0,30700,2018,8,10,1,0,0,0,0,0,0,0,1
5254,115,13.0,38400,2018,8,10,0,0,0,1,0,0,0,0,1
5255,14,18.0,10000,2018,8,10,0,0,0,1,0,0,0,0,1
5261,92,13.0,50000,2018,8,11,1,0,0,0,0,1,0,0,0
5262,188,13.0,32100,2018,8,11,1,0,0,0,0,0,1,0,0
5264,783,13.0,12000,2018,8,11,1,0,0,0,0,0,0,1,0
5267,172,13.0,45000,2018,8,13,1,0,0,0,0,1,0,0,0
5268,175,13.0,26200,2018,8,13,1,0,0,0,0,0,1,0,0
5271,551,13.0,12200,2018,8,13,1,0,0,0,0,0,0,1,0
5272,80,13.0,37000,2018,8,13,1,0,0,0,0,0,0,0,1
5274,95,13.0,30500,2018,8,13,0,0,0,1,0,0,0,0,1
5278,119,13.0,30900,2018,8,14,1,0,0,0,0,0,1,0,0
5279,515,13.0,15600,2018,8,14,1,0,0,0,0,0,0,1,0
5280,100,15.0,16000,2018,8,14,1,0,0,0,0,0,0,1,0
5281,7,13.0,20000,2018,8,14,0,0,0,1,0,0,0,0,1
5285,61,13.0,40000,2018,8,15,1,0,0,0,0,1,0,0,0
5286,37,10.0,40000,2018,8,15,1,0,0,0,0,0,1,0,0
5287,265,13.0,37800,2018,8,15,1,0,0,0,0,0,1,0,0
5288,107,10.0,20000,2018,8,15,1,0,0,0,0,0,0,1,0
5289,677,13.0,20000,2018,8,15,1,0,0,0,0,0,0,1,0
5290,21,13.0,60000,2018,8,15,1,0,0,0,0,0,0,0,1
5294,150,13.0,50000,2018,8,16,1,0,0,0,0,1,0,0,0
5295,281,13.0,28600,2018,8,16,1,0,0,0,0,0,1,0,0
5300,207,13.0,17700,2018,8,16,1,0,0,0,0,0,0,0,1
5309,90,13.0,41700,2018,8,17,1,0,0,0,0,1,0,0,0
5310,393,13.0,29400,2018,8,17,1,0,0,0,0,0,1,0,0
5312,2064,13.0,13700,2018,8,17,1,0,0,0,0,0,0,1,0
