date,species,origin,standard,unit,amount,weight,avg_price
2017-06-13,(선)가자미,방어진,대,S/P,3,20.0,130000
2017-06-13,(선)가자미,속초,16미,S/P,17,13.0,6000
2017-06-13,(선)가자미,속초,중,S/P,26,13.0,8300
2017-06-13,(선)가자미,죽변,중,S/P,27,13.0,14300
2017-06-13,(선)가자미,태안,16미,c/s(상자),4,13.0,25000
2017-06-13,(선)가자미,태안,20미,c/s(상자),8,13.0,18000
2017-06-13,(선)가자미,태안,30미,c/s(상자),4,13.0,13000
2017-06-14,(선)가자미,방어진,1단,S/P,5,20.0,130000
2017-06-14,(선)가자미,속초,14미,S/P,9,13.0,5000
2017-06-14,(선)가자미,속초,중,S/P,25,13.0,8800
2017-06-14,(선)가자미,안흥,15미,c/s(상자),6,13.0,15000
2017-06-14,(선)가자미,안흥,18미,c/s(상자),11,13.0,13000
2017-06-14,(선)가자미,안흥,20미,c/s(상자),10,13.0,11000
2017-06-14,(선)가자미,안흥,30미,c/s(상자),11,13.0,17000
2017-06-14,(선)가자미,안흥,바라,c/s(상자),1,13.0,8000
2017-06-14,(선)가자미,태안,26미,c/s(상자),7,13.0,12000
2017-06-14,(선)가자미,태안,30미,c/s(상자),6,13.0,12000
2017-06-14,(선)가자미,태안,중,c/s(상자),2,13.0,10000
2017-06-15,(선)가자미,군산,중,S/P,3,10.0,13000
2017-06-15,(선)가자미,방어진,6미,S/P,10,13.0,5000
2017-06-15,(선)가자미,속초,중,S/P,53,13.0,8300
2017-06-15,(선)가자미,안흥,중,c/s(상자),16,14.0,15000
2017-06-15,(선)가자미,인천,대,S/P,5,20.0,42000
2017-06-15,(선)가자미,태안,12미,c/s(상자),5,13.0,20000
2017-06-15,(선)가자미,태안,14미,c/s(상자),1,13.0,14000
2017-06-15,(선)가자미,태안,16미,c/s(상자),5,13.0,16000
2017-06-15,(선)가자미,태안,8미,c/s(상자),2,13.0,17000
2017-06-16,(선)가자미,속초,중,S/P,30,13.0,8900
2017-06-16,(선)가자미,안흥,18미,c/s(상자),1,13.0,15000
2017-06-16,(선)가자미,안흥,20미,c/s(상자),2,13.0,25000
2017-06-16,(선)가자미,안흥,21미,c/s(상자),1,13.0,30000
2017-06-16,(선)가자미,안흥,중,c/s(상자),3,1.0,3000
2017-06-16,(선)가자미,안흥,중,c/s(상자),4,16.0,10000
2017-06-16,(선)가자미,완도,중,kg,15,1.0,7000
2017-06-16,(선)가자미,태안,12미,c/s(상자),10,13.0,24700
2017-06-16,(선)가자미,태안,14미,c/s(상자),12,13.0,17200
2017-06-16,(선)가자미,태안,16미,c/s(상자),1,13.0,18000
2017-06-16,(선)가자미,태안,19미,c/s(상자),1,13.0,12000
2017-06-16,(선)가자미,태안,20미,c/s(상자),10,13.0,13000
2017-06-16,(선)가자미,태안,22미,c/s(상자),1,13.0,17000
2017-06-16,(선)가자미,태안,30미,c/s(상자),12,13.0,13000
2017-06-16,(선)가자미,태안,32미,c/s(상자),3,13.0,15000
2017-06-16,(선)가자미,태안,6미,c/s(상자),1,13.0,20000
2017-06-16,(선)가자미,태안,8미,c/s(상자),1,13.0,20000
2017-06-16,(선)가자미,태안,중,c/s(상자),4,13.0,11000
2017-06-16,(선)가자미,태안,중,kg,9,1.0,4500
2017-06-17,(선)가자미,감포,중,S/P,25,18.0,30000
2017-06-17,(선)가자미,군산,중,S/P,1,10.0,12000
2017-06-17,(선)가자미,방어진,1단,S/P,9,20.0,130000
2017-06-17,(선)가자미,방어진,대,S/P,15,20.0,130000
2017-06-17,(선)가자미,속초,중,S/P,54,13.0,10000
2017-06-17,(선)가자미,안흥,11미,c/s(상자),1,13.0,20000
2017-06-17,(선)가자미,안흥,8미,c/s(상자),1,13.0,20000
2017-06-17,(선)가자미,안흥,중,kg,33,1.0,4400
2017-06-17,(선)가자미,제주도,대,S/P,64,1.0,5300
2017-06-19,(선)가자미,감포,24미,S/P,22,13.0,28000
2017-06-19,(선)가자미,방어진,2단,S/P,5,20.0,130000
2017-06-19,(선)가자미,방어진,3단,S/P,5,20.0,130000
2017-06-19,(선)가자미,방어진,9미,S/P,1,13.0,10000
2017-06-19,(선)가자미,보령,24미,c/s(상자),3,15.0,15000
2017-06-19,(선)가자미,보령,30미,c/s(상자),1,15.0,15000
2017-06-19,(선)가자미,속초,중,S/P,27,13.0,9300
2017-06-19,(선)가자미,태안,14미,c/s(상자),3,13.0,20000
2017-06-19,(선)가자미,태안,16미,c/s(상자),6,13.0,6000
2017-06-19,(선)가자미,태안,20미,c/s(상자),15,13.0,7000
2017-06-19,(선)가자미,태안,30미,c/s(상자),18,13.0,11000
2017-06-19,(선)가자미,태안,바라,c/s(상자),7,13.0,6000
2017-06-20,(선)가자미,감포,진통,S/P,8,15.0,130000
2017-06-20,(선)가자미,목포,중,S/P,1,15.0,5000
2017-06-20,(선)가자미,보령,중,S/P,25,15.0,39600
2017-06-20,(선)가자미,삼천포,대,S/P,1,15.0,200000
2017-06-20,(선)가자미,속초,중,S/P,57,13.0,5100
2017-06-20,(선)가자미,안흥,15미,c/s(상자),1,13.0,20000
2017-06-20,(선)가자미,안흥,30미,c/s(상자),1,13.0,18000
2017-06-20,(선)가자미,안흥,6미,c/s(상자),1,13.0,13000
2017-06-20,(선)가자미,안흥,중,c/s(상자),40,1.0,5100
2017-06-20,(선)가자미,완도,중,kg,8,1.0,5000
2017-06-20,(선)가자미,임원,중,S/P,83,1.0,6000
2017-06-21,(선)가자미,감포,소,S/P,7,13.0,80000
2017-06-21,(선)가자미,방어진,대,S/P,8,13.0,130000
2017-06-21,(선)가자미,방어진,소,S/P,2,13.0,130000
2017-06-21,(선)가자미,보령,대,S/P,15,15.0,56400
2017-06-21,(선)가자미,보령,중,S/P,33,15.0,50300
2017-06-21,(선)가자미,속초,14미,S/P,11,13.0,5000
2017-06-21,(선)가자미,속초,중,S/P,31,13.0,7700
2017-06-21,(선)가자미,안흥,중,c/s(상자),3,15.0,10000
2017-06-21,(선)가자미,완도,중,kg,9,1.0,7000
2017-06-21,(선)가자미,제주도,대,S/P,2,18.0,84000
2017-06-21,(선)가자미,제주도,중,S/P,3,10.0,7000
2017-06-21,(선)가자미,죽변,12미,S/P,5,13.0,5000
2017-06-22,(선)가자미,군산,중,kg,14,1.0,4000
2017-06-22,(선)가자미,목포,중,kg,20,1.0,5400
2017-06-22,(선)가자미,방어진,대,S/P,2,15.0,70000
2017-06-22,(선)가자미,보령,중,S/P,3,15.0,10000
2017-06-22,(선)가자미,속초,중,S/P,22,13.0,9600
2017-06-22,(선)가자미,완도,중,kg,32,1.0,8000
2017-06-23,(선)가자미,방어진,2단,S/P,1,20.0,130000
2017-06-23,(선)가자미,방어진,대,S/P,3,20.0,130000
2017-06-23,(선)가자미,삼천포,중,S/P,2,10.0,80000
2017-06-23,(선)가자미,속초,중,S/P,15,13.0,10000
2017-06-23,(선)가자미,안흥,14미,c/s(상자),1,13.0,18000
2017-06-23,(선)가자미,안흥,22미,c/s(상자),1,13.0,15000
2017-06-23,(선)가자미,안흥,30미,c/s(상자),2,13.0,15000
2017-06-23,(선)가자미,안흥,4미,c/s(상자),1,13.0,13000
2017-06-23,(선)가자미,안흥,8미,c/s(상자),1,13.0,20000
2017-06-23,(선)가자미,안흥,중,S/P,191,1.0,1500
2017-06-23,(선)가자미,안흥,중,c/s(상자),10,1.0,8100
2017-06-23,(선)가자미,안흥,중,c/s(상자),6,15.0,5000
2017-06-23,(선)가자미,안흥,중,kg,16,1.0,4300
2017-06-23,(선)가자미,태안,12미,c/s(상자),3,13.0,12000
2017-06-23,(선)가자미,태안,14미,c/s(상자),5,13.0,11000
2017-06-23,(선)가자미,태안,16미,c/s(상자),1,13.0,10000
2017-06-23,(선)가자미,태안,20미,c/s(상자),11,13.0,8000
2017-06-23,(선)가자미,태안,23미,c/s(상자),1,13.0,5000
2017-06-23,(선)가자미,태안,30미,c/s(상자),5,13.0,10000
2017-06-23,(선)가자미,태안,중,c/s(상자),5,13.0,5000
2017-06-24,(선)가자미,방어진,2단,S/P,2,20.0,130000
2017-06-24,(선)가자미,방어진,3단,S/P,2,20.0,130000
2017-06-24,(선)가자미,보령,15미,S/P,38,15.0,30400
2017-06-24,(선)가자미,삼천포,중,S/P,3,10.0,80000
2017-06-24,(선)가자미,속초,중,S/P,37,13.0,7600
2017-06-24,(선)가자미,완도,중,kg,44,1.0,2400
2017-06-26,(선)가자미,군산,중,kg,35,1.0,8600
2017-06-26,(선)가자미,목포,중,S/P,1,22.0,5000
2017-06-26,(선)가자미,목포,중,kg,6,1.0,8000
2017-06-26,(선)가자미,방어진,1단,S/P,6,20.0,130000
2017-06-26,(선)가자미,방어진,2단,S/P,8,20.0,130000
2017-06-26,(선)가자미,방어진,대,S/P,9,20.0,130000
2017-06-26,(선)가자미,보령,중,c/s(상자),4,15.0,50000
2017-06-26,(선)가자미,속초,14미,S/P,14,13.0,6000
2017-06-26,(선)가자미,속초,20미,S/P,26,13.0,6000
2017-06-26,(선)가자미,속초,중,S/P,44,13.0,7400
2017-06-26,(선)가자미,안흥,12미,c/s(상자),1,13.0,14000
2017-06-26,(선)가자미,안흥,9미,c/s(상자),1,13.0,15000
2017-06-26,(선)가자미,안흥,중,c/s(상자),7,15.0,10000
2017-06-26,(선)가자미,완도,중,kg,60,1.0,4400
2017-06-26,(선)가자미,죽변,16미,S/P,20,13.0,7000
2017-06-26,(선)가자미,죽변,8미,S/P,10,13.0,10000
2017-06-27,(선)가자미,동해시,10미,S/P,2,13.0,8000
2017-06-27,(선)가자미,동해시,11미,S/P,49,13.0,7000
2017-06-27,(선)가자미,목포,중,kg,16,1.0,4000
2017-06-27,(선)가자미,방어진,1단,S/P,8,20.0,130000
2017-06-27,(선)가자미,방어진,중,S/P,10,13.0,12000
2017-06-27,(선)가자미,속초,중,S/P,15,13.0,10000
2017-06-27,(선)가자미,안흥,중,c/s(상자),8,20.0,15000
2017-06-27,(선)가자미,안흥,중,kg,43,1.0,6200
2017-06-27,(선)가자미,임원,중,S/P,38,1.0,5300
2017-06-27,(선)가자미,죽변,16미,S/P,26,13.0,7000
2017-06-27,(선)가자미,죽변,8미,S/P,16,13.0,7000
2017-06-28,(선)가자미,방어진,10미,S/P,1,10.0,20000
2017-06-28,(선)가자미,방어진,대,S/P,8,20.0,130000
2017-06-28,(선)가자미,보령,중,c/s(상자),2,13.0,10000
2017-06-28,(선)가자미,속초,중,S/P,18,13.0,10000
2017-06-28,(선)가자미,안흥,중,kg,270,1.0,4300
2017-06-28,(선)가자미,죽변,18미,S/P,20,13.0,7000
2017-06-28,(선)가자미,죽변,중,S/P,10,13.0,10000
2017-06-28,(선)가자미,축산,중,S/P,44,13.0,5000
2017-06-29,(선)가자미,방어진,6미,S/P,4,18.0,10000
2017-06-29,(선)가자미,속초,중,S/P,54,13.0,6300
2017-06-29,(선)가자미,안흥,중,S/P,4,1.0,6500
2017-06-29,(선)가자미,안흥,중,c/s(상자),9,20.0,15000
2017-06-29,(선)가자미,안흥,중,kg,59,1.0,4700
2017-06-29,(선)가자미,축산,중,S/P,15,13.0,5000
2017-06-30,(선)가자미,방어진,2단,S/P,2,20.0,130000
2017-06-30,(선)가자미,속초,중,S/P,15,13.0,10000
2017-06-30,(선)가자미,안흥,중,c/s(상자),16,15.0,10000
2017-06-30,(선)가자미,안흥,중,c/s(상자),2,20.0,15000
2017-06-30,(선)가자미,임원,대,S/P,92,1.0,6200
2017-07-01,(선)가자미,동해시,중,S/P,33,13.0,5000
2017-07-01,(선)가자미,목포,바라,S/P,1,22.0,5000
2017-07-01,(선)가자미,보령,중,c/s(상자),5,13.0,15000
2017-07-01,(선)가자미,속초,중,S/P,56,13.0,7600
2017-07-01,(선)가자미,안흥,중,c/s(상자),3,18.0,10000
2017-07-01,(선)가자미,임원,중,S/P,2,18.0,78000
2017-07-01,(선)가자미,죽변,중,S/P,9,13.0,7000
2017-07-03,(선)가자미,방어진,중,S/P,7,13.0,130000
2017-07-03,(선)가자미,속초,14미,S/P,12,13.0,6000
2017-07-03,(선)가자미,속초,중,S/P,40,13.0,7500
2017-07-03,(선)가자미,안흥,중,kg,180,1.0,3600
2017-07-03,(선)가자미,제주도,대,S/P,1,7.3,36500
2017-07-03,(선)가자미,죽변,소,S/P,7,13.0,5000
2017-07-03,(선)가자미,죽변,중,S/P,16,13.0,6300
2017-07-03,(선)가자미,포항,중,S/P,3,13.0,15000
2017-07-04,(선)가자미,방어진,1단,S/P,5,20.0,130000
2017-07-04,(선)가자미,방어진,2단,S/P,6,20.0,130000
2017-07-04,(선)가자미,방어진,3단,S/P,2,20.0,130000
2017-07-04,(선)가자미,삼천포,중,S/P,1,10.0,15000
2017-07-04,(선)가자미,속초,중,S/P,10,13.0,10000
2017-07-04,(선)가자미,완도,중,box,8,1.0,3000
2017-07-04,(선)가자미,임원,중,S/P,72,1.0,7000
2017-07-04,(선)가자미,임원,중,S/P,1,13.0,7000
2017-07-04,(선)가자미,임원,중,S/P,1,18.0,126500
2017-07-04,(선)가자미,제주도,중,S/P,37,1.0,9900
2017-07-04,(선)가자미,제주도,중,S/P,13,15.0,95400
2017-07-05,(선)가자미,동해시,중,S/P,33,13.0,5000
2017-07-05,(선)가자미,방어진,2단,S/P,6,20.0,140000
2017-07-05,(선)가자미,방어진,대,S/P,6,20.0,140000
2017-07-05,(선)가자미,속초,중,S/P,56,13.0,6900
2017-07-05,(선)가자미,제주도,중,S/P,60,1.0,10000
2017-07-05,(선)가자미,제주도,중,S/P,5,15.0,101400
2017-07-06,(선)가자미,방어진,1단,S/P,3,18.0,80000
2017-07-06,(선)가자미,방어진,2단,S/P,3,20.0,140000
2017-07-06,(선)가자미,방어진,3단,S/P,4,13.0,150000
2017-07-06,(선)가자미,방어진,3단,S/P,5,20.0,140000
2017-07-06,(선)가자미,방어진,대,S/P,16,20.0,120000
2017-07-06,(선)가자미,속초,중,S/P,62,13.0,6400
2017-07-07,(선)가자미,군산,중,S/P,2,18.0,8000
2017-07-07,(선)가자미,방어진,1단,S/P,12,20.0,140000
2017-07-07,(선)가자미,방어진,3단,S/P,5,20.0,150000
2017-07-07,(선)가자미,방어진,5단,S/P,3,20.0,50000
2017-07-07,(선)가자미,방어진,대,S/P,6,20.0,140000
2017-07-07,(선)가자미,방어진,소,S/P,2,13.0,15000
2017-07-07,(선)가자미,부산(기장),중,S/P,20,13.0,25000
2017-07-07,(선)가자미,속초,중,S/P,76,13.0,6000
2017-07-07,(선)가자미,안흥,중,kg,18,1.0,4200
2017-07-07,(선)가자미,임원,중,S/P,26,1.0,7000
2017-07-08,(선)가자미,군산,중,S/P,4,18.0,10000
2017-07-08,(선)가자미,방어진,대,S/P,5,28.0,124000
2017-07-08,(선)가자미,속초,중,S/P,5,13.0,5000
2017-07-08,(선)가자미,완도,중,box,74,1.0,4100
2017-07-08,(선)가자미,완도,중,kg,87,1.0,5300
2017-07-08,(선)가자미,임원,중,S/P,19,1.0,7000
2017-07-08,(선)가자미,제주도,대,S/P,161,1.0,7600
2017-07-08,(선)가자미,제주도,중,S/P,13,17.0,70300
2017-07-10,(선)가자미,감포,대중,S/P,81,1.0,3400
2017-07-10,(선)가자미,동해시,중,S/P,30,10.0,6000
2017-07-10,(선)가자미,방어진,1단,S/P,9,13.0,130000
2017-07-10,(선)가자미,방어진,2단,S/P,16,13.0,130000
2017-07-10,(선)가자미,방어진,3단,S/P,10,18.0,150000
2017-07-10,(선)가자미,방어진,대,S/P,8,13.0,40000
2017-07-10,(선)가자미,방어진,대,S/P,2,18.0,130000
2017-07-10,(선)가자미,방어진,소,S/P,6,13.0,120000
2017-07-10,(선)가자미,방어진,중,S/P,10,18.0,115000
2017-07-10,(선)가자미,속초,중,S/P,89,13.0,6100
2017-07-10,(선)가자미,안흥,중,kg,21,1.0,3300
2017-07-10,(선)가자미,완도,중,kg,147,1.0,4000
2017-07-10,(선)가자미,죽변,20미,S/P,30,13.0,55000
2017-07-11,(선)가자미,구룡포,20미,S/P,43,13.0,50000
2017-07-11,(선)가자미,구룡포,30미,S/P,5,13.0,50000
2017-07-11,(선)가자미,방어진,1단,S/P,5,25.0,130000
2017-07-11,(선)가자미,방어진,대,S/P,7,25.0,130000
2017-07-11,(선)가자미,방어진,중,S/P,14,25.0,80000
2017-07-11,(선)가자미,삼천포,중,S/P,1,13.0,200000
2017-07-11,(선)가자미,삼천포,중,S/P,2,25.0,150000
2017-07-11,(선)가자미,속초,중,S/P,13,10.0,10000
2017-07-11,(선)가자미,완도,중,kg,7,1.0,6000
2017-07-11,(선)가자미,임원,중,S/P,1,18.0,120000
2017-07-11,(선)가자미,임원,중,S/P,1,25.0,100000
2017-07-12,(선)가자미,구룡포,중,S/P,10,13.0,50000
2017-07-12,(선)가자미,방어진,2단,S/P,6,13.0,120000
2017-07-12,(선)가자미,방어진,대,S/P,16,13.0,66900
2017-07-12,(선)가자미,속초,중,S/P,31,13.0,10000
2017-07-12,(선)가자미,제주도,21미,S/P,1,8.0,65600
2017-07-12,(선)가자미,태안,중,S/P,8,1.0,4000
2017-07-13,(선)가자미,삼천포,중,S/P,1,20.0,200000
2017-07-13,(선)가자미,속초,중,S/P,52,10.0,7000
2017-07-13,(선)가자미,안흥,중,kg,155,1.0,6100
2017-07-13,(선)가자미,임원,중,S/P,20,1.0,8500
2017-07-13,(선)가자미,임원,중,S/P,1,18.0,70000
2017-07-13,(선)가자미,제주도,21미,S/P,1,8.0,76000
2017-07-13,(선)가자미,제주도,22미,S/P,1,8.0,73600
2017-07-13,(선)가자미,통영,중,S/P,13,13.0,22500
2017-07-14,(선)가자미,방어진,1단,S/P,11,25.0,130000
2017-07-14,(선)가자미,방어진,대,S/P,7,25.0,130000
2017-07-14,(선)가자미,속초,중,S/P,16,13.0,10000
2017-07-14,(선)가자미,안흥,중,kg,232,1.0,5600
2017-07-14,(선)가자미,임원,중,S/P,3,18.0,100000
2017-07-14,(선)가자미,제주도,중,S/P,4,1.0,4000
2017-07-14,(선)가자미,제주도,중,S/P,1,15.0,50000
2017-07-15,(선)가자미,방어진,대,S/P,1,22.0,130000
2017-07-15,(선)가자미,속초,중,S/P,4,10.0,10000
2017-07-15,(선)가자미,안흥,중,c/s(상자),2,15.0,27500
2017-07-15,(선)가자미,임원,3미,S/P,3,1.0,5000
2017-07-15,(선)가자미,임원,대,S/P,2,18.0,120000
2017-07-17,(선)가자미,격포,중,kg,162,1.0,6600
2017-07-17,(선)가자미,방어진,1단,S/P,4,22.0,130000
2017-07-17,(선)가자미,속초,중,S/P,75,10.0,5800
2017-07-17,(선)가자미,임원,중,S/P,20,1.0,4600
2017-07-17,(선)가자미,임원,중,S/P,53,5.0,7500
2017-07-17,(선)가자미,임원,중,S/P,25,10.0,6800
2017-07-18,(선)가자미,구룡포,20미,S/P,60,13.0,50000
2017-07-18,(선)가자미,구룡포,30미,S/P,24,13.0,50000
2017-07-18,(선)가자미,방어진,1단,S/P,6,22.0,130000
2017-07-18,(선)가자미,속초,중,S/P,60,10.0,9200
2017-07-18,(선)가자미,임원,중,S/P,38,1.0,8000
2017-07-18,(선)가자미,죽변,11미,S/P,31,10.0,8000
2017-07-18,(선)가자미,죽변,20미,S/P,49,10.0,10000
2017-07-18,(선)가자미,죽변,중,S/P,20,10.0,13000
2017-07-18,(선)가자미,중국,15미,S/P,29,1.0,7300
2017-07-19,(선)가자미,군산,중,S/P,2,13.0,15000
2017-07-19,(선)가자미,방어진,1단,S/P,7,22.0,140000
2017-07-19,(선)가자미,방어진,3단,S/P,8,22.0,70000
2017-07-19,(선)가자미,방어진,대,S/P,33,22.0,100000
2017-07-19,(선)가자미,방어진,중,S/P,8,22.0,80000
2017-07-19,(선)가자미,속초,중,S/P,35,10.0,7900
2017-07-19,(선)가자미,임원,중,S/P,40,1.0,7200
2017-07-19,(선)가자미,임원,중,S/P,1,10.0,6000
2017-07-19,(선)가자미,죽변,15미,S/P,40,10.0,7000
2017-07-19,(선)가자미,죽변,20미,S/P,30,10.0,5000
2017-07-19,(선)가자미,죽변,9미,S/P,22,10.0,8000
2017-07-19,(선)가자미,죽변,중,S/P,35,10.0,5000
2017-07-20,(선)가자미,군산,중,S/P,13,6.0,10000
2017-07-20,(선)가자미,방어진,1단,S/P,15,22.0,130000
2017-07-20,(선)가자미,방어진,대,S/P,7,22.0,130000
2017-07-20,(선)가자미,삼천포,중,S/P,1,13.0,200000
2017-07-20,(선)가자미,속초,중,S/P,64,10.0,6100
2017-07-20,(선)가자미,임원,대,S/P,2,22.0,60000
2017-07-20,(선)가자미,임원,중,S/P,16,1.0,6300
2017-07-20,(선)가자미,제주도,대,S/P,1,15.0,140000
2017-07-20,(선)가자미,죽변,4미,S/P,1,10.0,10000
2017-07-20,(선)가자미,죽변,중,S/P,8,10.0,10000
2017-07-21,(선)가자미,구룡포,대,S/P,17,22.0,70000
2017-07-21,(선)가자미,동해시,중,S/P,25,10.0,2000
2017-07-21,(선)가자미,방어진,대,S/P,2,13.0,30000
2017-07-21,(선)가자미,삼천포,대,S/P,3,15.0,200000
2017-07-21,(선)가자미,삼천포,중,S/P,6,10.0,35000
2017-07-21,(선)가자미,속초,중,S/P,14,10.0,5000
2017-07-21,(선)가자미,안흥,12미,S/P,1,13.0,22000
2017-07-21,(선)가자미,안흥,18미,S/P,6,13.0,15300
2017-07-21,(선)가자미,안흥,24미,S/P,1,13.0,12000
2017-07-21,(선)가자미,안흥,28미,S/P,2,13.0,15000
2017-07-21,(선)가자미,안흥,중,S/P,29,1.0,4100
2017-07-21,(선)가자미,안흥,중,kg,2,1.0,2500
2017-07-21,(선)가자미,제주도,16미,S/P,1,8.0,80000
2017-07-21,(선)가자미,제주도,대,S/P,35,1.0,8000
2017-07-21,(선)가자미,제주도,대,S/P,15,18.0,99500
2017-07-22,(선)가자미,군산,중,S/P,3,13.0,11300
2017-07-22,(선)가자미,방어진,2단,S/P,6,22.0,70000
2017-07-22,(선)가자미,방어진,대,S/P,3,18.0,140000
2017-07-22,(선)가자미,방어진,대,S/P,22,22.0,125500
2017-07-22,(선)가자미,방어진,중,S/P,3,10.0,130000
2017-07-22,(선)가자미,방어진,중,S/P,9,22.0,120000
2017-07-22,(선)가자미,속초,중,S/P,11,10.0,7500
2017-07-22,(선)가자미,속초,중,S/P,17,13.0,7000
2017-07-22,(선)가자미,임원,중,S/P,45,1.0,6400
2017-07-22,(선)가자미,통영,중,S/P,2,15.0,23500
2017-07-22,(선)가자미,포항,중,S/P,6,10.0,7000
2017-07-24,(선)가자미,방어진,3단,S/P,6,22.0,130000
2017-07-24,(선)가자미,방어진,대,S/P,19,22.0,120000
2017-07-24,(선)가자미,삼천포,중,S/P,161,1.0,9800
2017-07-24,(선)가자미,삼천포,중,S/P,3,13.0,200000
2017-07-24,(선)가자미,삼천포,중,S/P,8,15.0,57900
2017-07-24,(선)가자미,속초,12미,S/P,1,10.0,3000
2017-07-24,(선)가자미,속초,중,S/P,55,10.0,3800
2017-07-24,(선)가자미,속초,중,S/P,13,13.0,8800
2017-07-24,(선)가자미,안흥,10미,S/P,1,13.0,13000
2017-07-24,(선)가자미,안흥,4미,S/P,1,13.0,15000
2017-07-24,(선)가자미,안흥,8미,S/P,1,13.0,13000
2017-07-24,(선)가자미,임원,15미,S/P,1,20.0,50000
2017-07-24,(선)가자미,임원,중,S/P,51,1.0,5700
2017-07-24,(선)가자미,제주도,중,S/P,13,1.0,2500
2017-07-24,(선)가자미,태안,중,S/P,19,1.0,4200
2017-07-25,(선)가자미,(원양)러시아,150/200,CT/(BT),50,5.0,15000
2017-07-25,(선)가자미,방어진,2단,S/P,7,22.0,120000
2017-07-25,(선)가자미,방어진,대,S/P,10,22.0,100000
2017-07-25,(선)가자미,삼천포,소,S/P,23,5.0,35000
2017-07-25,(선)가자미,삼천포,중,S/P,14,18.0,67700
2017-07-25,(선)가자미,속초,20미,S/P,14,10.0,5000
2017-07-25,(선)가자미,속초,중,S/P,17,10.0,10000
2017-07-25,(선)가자미,속초,중,S/P,26,13.0,5000
2017-07-25,(선)가자미,안흥,중,c/s(상자),2,15.0,12000
2017-07-25,(선)가자미,안흥,중,kg,624,1.0,2500
2017-07-25,(선)가자미,임원,중,S/P,46,1.0,6700
2017-07-25,(선)가자미,임원,중,S/P,1,15.0,30000
2017-07-26,(선)가자미,구룡포,중,S/P,57,13.0,35000
2017-07-26,(선)가자미,속초,중,S/P,47,10.0,6800
2017-07-26,(선)가자미,임원,중,S/P,1,18.0,100000
2017-07-26,(선)가자미,죽변,20미,S/P,57,13.0,35000
2017-07-26,(선)가자미,죽변,30미,S/P,3,13.0,40000
2017-07-27,(선)가자미,목포,중,S/P,1,13.0,10000
2017-07-27,(선)가자미,속초,중,S/P,11,13.0,10000
2017-07-28,(선)가자미,속초,중,S/P,20,10.0,10000
2017-07-28,(선)가자미,임원,중,S/P,13,1.0,5700
2017-07-28,(선)가자미,임원,중,S/P,2,18.0,120000
2017-07-31,(선)가자미,방어진,1단,S/P,8,20.0,120000
2017-07-31,(선)가자미,방어진,2단,S/P,2,20.0,120000
2017-07-31,(선)가자미,방어진,대,S/P,3,15.0,85000
2017-07-31,(선)가자미,방어진,대,S/P,11,20.0,88200
2017-07-31,(선)가자미,방어진,중,S/P,2,13.0,15000
2017-07-31,(선)가자미,속초,중,S/P,32,13.0,8400
2017-07-31,(선)가자미,임원,중,S/P,4,1.0,3000
2017-07-31,(선)가자미,임원,중,S/P,1,18.0,80000
2017-08-01,(선)가자미,방어진,1단,S/P,6,20.0,120000
2017-08-01,(선)가자미,방어진,2단,S/P,1,20.0,120000
2017-08-01,(선)가자미,방어진,대,S/P,33,20.0,112400
2017-08-01,(선)가자미,속초,중,S/P,16,13.0,10000
2017-08-01,(선)가자미,임원,중,S/P,7,1.0,6000
2017-08-02,(선)가자미,부산(기장),중,S/P,22,20.0,48000
2017-08-02,(선)가자미,속초,중,S/P,15,13.0,10000
2017-08-02,(선)가자미,임원,중,S/P,11,1.0,5600
2017-08-03,(선)가자미,방어진,10미,S/P,1,10.0,20000
2017-08-03,(선)가자미,방어진,1단,S/P,10,22.0,130000
2017-08-03,(선)가자미,방어진,대,S/P,10,22.0,119000
2017-08-03,(선)가자미,속초,중,S/P,38,10.0,8700
2017-08-03,(선)가자미,완도,중,S/P,20,1.0,7500
2017-08-03,(선)가자미,죽변,20미,S/P,70,10.0,5000
2017-08-03,(선)가자미,죽변,30미,c/s(상자),22,13.0,40000
2017-08-03,(선)가자미,죽변,대,S/P,8,10.0,8000
2017-08-03,(선)가자미,죽변,중,S/P,74,10.0,6000
2017-08-04,(선)가자미,군산,중,S/P,70,1.0,2700
2017-08-04,(선)가자미,방어진,대,S/P,40,22.0,121000
2017-08-04,(선)가자미,방어진,중,S/P,1,10.0,30000
2017-08-04,(선)가자미,속초,중,S/P,14,10.0,10000
2017-08-04,(선)가자미,안흥,중,kg,895,1.0,10400
2017-08-05,(선)가자미,삼천포,중,S/P,14,15.0,87400
2017-08-05,(선)가자미,속초,중,S/P,7,10.0,10000
2017-08-05,(선)가자미,죽변,30미,S/P,2,15.0,30000
2017-08-07,(선)가자미,방어진,2단,S/P,12,22.0,110000
2017-08-07,(선)가자미,방어진,3단,S/P,6,22.0,60000
2017-08-07,(선)가자미,방어진,대,S/P,13,22.0,110000
2017-08-07,(선)가자미,방어진,중,S/P,12,22.0,93300
2017-08-07,(선)가자미,속초,중,S/P,52,10.0,7300
2017-08-07,(선)가자미,죽변,20미,S/P,10,10.0,50000
2017-08-08,(선)가자미,방어진,15미,S/P,1,10.0,10000
2017-08-08,(선)가자미,방어진,1단,S/P,12,22.0,110000
2017-08-08,(선)가자미,방어진,6미,S/P,24,10.0,12000
2017-08-08,(선)가자미,방어진,대,S/P,10,22.0,110000
